season,date,home,away,link,stats_link
2017-18,Sunday 20th May,Valencia,Deportivo La Coruna,https://www.skysports.com/football/valencia-vs-deportivo-la-coruna/382930,https://www.skysports.com/football/valencia-vs-deportivo-la-coruna/stats/382930
2017-18,Sunday 20th May,Athletic Bilbao,Espanyol,https://www.skysports.com/football/athletic-bilbao-vs-espanyol/382922,https://www.skysports.com/football/athletic-bilbao-vs-espanyol/stats/382922
2017-18,Sunday 20th May,Atletico Madrid,Eibar,https://www.skysports.com/football/atletico-madrid-vs-eibar/382923,https://www.skysports.com/football/atletico-madrid-vs-eibar/stats/382923
2017-18,Sunday 20th May,Barcelona,Real Sociedad,https://www.skysports.com/football/barcelona-vs-real-sociedad/382924,https://www.skysports.com/football/barcelona-vs-real-sociedad/stats/382924
2017-18,Saturday 19th May,Celta Vigo,Levante,https://www.skysports.com/football/celta-vigo-vs-levante/382925,https://www.skysports.com/football/celta-vigo-vs-levante/stats/382925
2017-18,Saturday 19th May,Leganes,Real Betis,https://www.skysports.com/football/leganes-vs-real-betis/382927,https://www.skysports.com/football/leganes-vs-real-betis/stats/382927
2017-18,Saturday 19th May,Las Palmas,Girona,https://www.skysports.com/football/las-palmas-vs-girona/382926,https://www.skysports.com/football/las-palmas-vs-girona/stats/382926
2017-18,Saturday 19th May,Malaga,Getafe,https://www.skysports.com/football/malaga-vs-getafe/382928,https://www.skysports.com/football/malaga-vs-getafe/stats/382928
2017-18,Saturday 19th May,Sevilla,Alaves,https://www.skysports.com/football/sevilla-vs-alaves/382929,https://www.skysports.com/football/sevilla-vs-alaves/stats/382929
2017-18,Saturday 19th May,Villarreal,Real Madrid,https://www.skysports.com/football/villarreal-vs-real-madrid/382931,https://www.skysports.com/football/villarreal-vs-real-madrid/stats/382931
2017-18,Sunday 13th May,Espanyol,Malaga,https://www.skysports.com/football/espanyol-vs-malaga/382915,https://www.skysports.com/football/espanyol-vs-malaga/stats/382915
2017-18,Sunday 13th May,Levante,Barcelona,https://www.skysports.com/football/levante-vs-barcelona/382918,https://www.skysports.com/football/levante-vs-barcelona/stats/382918
2017-18,Saturday 12th May,Real Sociedad,Leganes,https://www.skysports.com/football/real-sociedad-vs-leganes/382921,https://www.skysports.com/football/real-sociedad-vs-leganes/stats/382921
2017-18,Saturday 12th May,Alaves,Athletic Bilbao,https://www.skysports.com/football/alaves-vs-athletic-bilbao/382912,https://www.skysports.com/football/alaves-vs-athletic-bilbao/stats/382912
2017-18,Saturday 12th May,Deportivo La Coruna,Villarreal,https://www.skysports.com/football/deportivo-la-coruna-vs-villarreal/382913,https://www.skysports.com/football/deportivo-la-coruna-vs-villarreal/stats/382913
2017-18,Saturday 12th May,Eibar,Las Palmas,https://www.skysports.com/football/eibar-vs-las-palmas/382914,https://www.skysports.com/football/eibar-vs-las-palmas/stats/382914
2017-18,Saturday 12th May,Getafe,Atletico Madrid,https://www.skysports.com/football/getafe-vs-atletico-madrid/382916,https://www.skysports.com/football/getafe-vs-atletico-madrid/stats/382916
2017-18,Saturday 12th May,Girona,Valencia,https://www.skysports.com/football/girona-vs-valencia/382917,https://www.skysports.com/football/girona-vs-valencia/stats/382917
2017-18,Saturday 12th May,Real Betis,Sevilla,https://www.skysports.com/football/real-betis-vs-sevilla/382919,https://www.skysports.com/football/real-betis-vs-sevilla/stats/382919
2017-18,Saturday 12th May,Real Madrid,Celta Vigo,https://www.skysports.com/football/real-madrid-vs-celta-vigo/382920,https://www.skysports.com/football/real-madrid-vs-celta-vigo/stats/382920
2017-18,Wednesday 9th May,Barcelona,Villarreal,https://www.skysports.com/football/barcelona-vs-villarreal/382884,https://www.skysports.com/football/barcelona-vs-villarreal/stats/382884
2017-18,Wednesday 9th May,Sevilla,Real Madrid,https://www.skysports.com/football/sevilla-vs-real-madrid/382891,https://www.skysports.com/football/sevilla-vs-real-madrid/stats/382891
2017-18,Monday 7th May,Leganes,Levante,https://www.skysports.com/football/leganes-vs-levante/382908,https://www.skysports.com/football/leganes-vs-levante/stats/382908
2017-18,Sunday 6th May,Malaga,Alaves,https://www.skysports.com/football/malaga-vs-alaves/382909,https://www.skysports.com/football/malaga-vs-alaves/stats/382909
2017-18,Sunday 6th May,Atletico Madrid,Espanyol,https://www.skysports.com/football/atletico-madrid-vs-espanyol/382903,https://www.skysports.com/football/atletico-madrid-vs-espanyol/stats/382903
2017-18,Sunday 6th May,Las Palmas,Getafe,https://www.skysports.com/football/las-palmas-vs-getafe/382907,https://www.skysports.com/football/las-palmas-vs-getafe/stats/382907
2017-18,Sunday 6th May,Barcelona,Real Madrid,https://www.skysports.com/football/barcelona-vs-real-madrid/382904,https://www.skysports.com/football/barcelona-vs-real-madrid/stats/382904
2017-18,Saturday 5th May,Girona,Eibar,https://www.skysports.com/football/girona-vs-eibar/382906,https://www.skysports.com/football/girona-vs-eibar/stats/382906
2017-18,Saturday 5th May,Athletic Bilbao,Real Betis,https://www.skysports.com/football/athletic-bilbao-vs-real-betis/382902,https://www.skysports.com/football/athletic-bilbao-vs-real-betis/stats/382902
2017-18,Saturday 5th May,Celta Vigo,Deportivo La Coruna,https://www.skysports.com/football/celta-vigo-vs-deportivo-la-coruna/382905,https://www.skysports.com/football/celta-vigo-vs-deportivo-la-coruna/stats/382905
2017-18,Saturday 5th May,Villarreal,Valencia,https://www.skysports.com/football/villarreal-vs-valencia/382911,https://www.skysports.com/football/villarreal-vs-valencia/stats/382911
2017-18,Friday 4th May,Sevilla,Real Sociedad,https://www.skysports.com/football/sevilla-vs-real-sociedad/382910,https://www.skysports.com/football/sevilla-vs-real-sociedad/stats/382910
2017-18,Monday 30th April,Real Betis,Malaga,https://www.skysports.com/football/real-betis-vs-malaga/382897,https://www.skysports.com/football/real-betis-vs-malaga/stats/382897
2017-18,Sunday 29th April,Getafe,Girona,https://www.skysports.com/football/getafe-vs-girona/382895,https://www.skysports.com/football/getafe-vs-girona/stats/382895
2017-18,Sunday 29th April,Alaves,Atletico Madrid,https://www.skysports.com/football/alaves-vs-atletico-madrid/382892,https://www.skysports.com/football/alaves-vs-atletico-madrid/stats/382892
2017-18,Sunday 29th April,Valencia,Eibar,https://www.skysports.com/football/valencia-vs-eibar/382900,https://www.skysports.com/football/valencia-vs-eibar/stats/382900
2017-18,Sunday 29th April,Deportivo La Coruna,Barcelona,https://www.skysports.com/football/deportivo-la-coruna-vs-barcelona/382893,https://www.skysports.com/football/deportivo-la-coruna-vs-barcelona/stats/382893
2017-18,Saturday 28th April,Espanyol,Las Palmas,https://www.skysports.com/football/espanyol-vs-las-palmas/382894,https://www.skysports.com/football/espanyol-vs-las-palmas/stats/382894
2017-18,Saturday 28th April,Real Sociedad,Athletic Bilbao,https://www.skysports.com/football/real-sociedad-vs-athletic-bilbao/382899,https://www.skysports.com/football/real-sociedad-vs-athletic-bilbao/stats/382899
2017-18,Saturday 28th April,Real Madrid,Leganes,https://www.skysports.com/football/real-madrid-vs-leganes/382898,https://www.skysports.com/football/real-madrid-vs-leganes/stats/382898
2017-18,Saturday 28th April,Villarreal,Celta Vigo,https://www.skysports.com/football/villarreal-vs-celta-vigo/382901,https://www.skysports.com/football/villarreal-vs-celta-vigo/stats/382901
2017-18,Friday 27th April,Levante,Sevilla,https://www.skysports.com/football/levante-vs-sevilla/382896,https://www.skysports.com/football/levante-vs-sevilla/stats/382896
2017-18,Monday 23rd April,Athletic Bilbao,Levante,https://www.skysports.com/football/athletic-bilbao-vs-levante/382882,https://www.skysports.com/football/athletic-bilbao-vs-levante/stats/382882
2017-18,Sunday 22nd April,Girona,Espanyol,https://www.skysports.com/football/girona-vs-espanyol/382887,https://www.skysports.com/football/girona-vs-espanyol/stats/382887
2017-18,Sunday 22nd April,Malaga,Real Sociedad,https://www.skysports.com/football/malaga-vs-real-sociedad/382890,https://www.skysports.com/football/malaga-vs-real-sociedad/stats/382890
2017-18,Sunday 22nd April,Las Palmas,Alaves,https://www.skysports.com/football/las-palmas-vs-alaves/382888,https://www.skysports.com/football/las-palmas-vs-alaves/stats/382888
2017-18,Sunday 22nd April,Atletico Madrid,Real Betis,https://www.skysports.com/football/atletico-madrid-vs-real-betis/382883,https://www.skysports.com/football/atletico-madrid-vs-real-betis/stats/382883
2017-18,Saturday 21st April,Eibar,Getafe,https://www.skysports.com/football/eibar-vs-getafe/382886,https://www.skysports.com/football/eibar-vs-getafe/stats/382886
2017-18,Saturday 21st April,Celta Vigo,Valencia,https://www.skysports.com/football/celta-vigo-vs-valencia/382885,https://www.skysports.com/football/celta-vigo-vs-valencia/stats/382885
2017-18,Friday 20th April,Leganes,Deportivo La Coruna,https://www.skysports.com/football/leganes-vs-deportivo-la-coruna/382889,https://www.skysports.com/football/leganes-vs-deportivo-la-coruna/stats/382889
2017-18,Thursday 19th April,Alaves,Girona,https://www.skysports.com/football/alaves-vs-girona/382872,https://www.skysports.com/football/alaves-vs-girona/stats/382872
2017-18,Thursday 19th April,Real Sociedad,Atletico Madrid,https://www.skysports.com/football/real-sociedad-vs-atletico-madrid/382879,https://www.skysports.com/football/real-sociedad-vs-atletico-madrid/stats/382879
2017-18,Thursday 19th April,Levante,Malaga,https://www.skysports.com/football/levante-vs-malaga/382876,https://www.skysports.com/football/levante-vs-malaga/stats/382876
2017-18,Thursday 19th April,Real Betis,Las Palmas,https://www.skysports.com/football/real-betis-vs-las-palmas/382877,https://www.skysports.com/football/real-betis-vs-las-palmas/stats/382877
2017-18,Wednesday 18th April,Espanyol,Eibar,https://www.skysports.com/football/espanyol-vs-eibar/382875,https://www.skysports.com/football/espanyol-vs-eibar/stats/382875
2017-18,Wednesday 18th April,Valencia,Getafe,https://www.skysports.com/football/valencia-vs-getafe/382880,https://www.skysports.com/football/valencia-vs-getafe/stats/382880
2017-18,Wednesday 18th April,Real Madrid,Athletic Bilbao,https://www.skysports.com/football/real-madrid-vs-athletic-bilbao/382878,https://www.skysports.com/football/real-madrid-vs-athletic-bilbao/stats/382878
2017-18,Tuesday 17th April,Deportivo La Coruna,Sevilla,https://www.skysports.com/football/deportivo-la-coruna-vs-sevilla/382874,https://www.skysports.com/football/deportivo-la-coruna-vs-sevilla/stats/382874
2017-18,Tuesday 17th April,Celta Vigo,Barcelona,https://www.skysports.com/football/celta-vigo-vs-barcelona/382873,https://www.skysports.com/football/celta-vigo-vs-barcelona/stats/382873
2017-18,Tuesday 17th April,Villarreal,Leganes,https://www.skysports.com/football/villarreal-vs-leganes/382881,https://www.skysports.com/football/villarreal-vs-leganes/stats/382881
2017-18,Sunday 15th April,Eibar,Alaves,https://www.skysports.com/football/eibar-vs-alaves/382865,https://www.skysports.com/football/eibar-vs-alaves/stats/382865
2017-18,Sunday 15th April,Atletico Madrid,Levante,https://www.skysports.com/football/atletico-madrid-vs-levante/382863,https://www.skysports.com/football/atletico-madrid-vs-levante/stats/382863
2017-18,Sunday 15th April,Getafe,Espanyol,https://www.skysports.com/football/getafe-vs-espanyol/382866,https://www.skysports.com/football/getafe-vs-espanyol/stats/382866
2017-18,Sunday 15th April,Malaga,Real Madrid,https://www.skysports.com/football/malaga-vs-real-madrid/382870,https://www.skysports.com/football/malaga-vs-real-madrid/stats/382870
2017-18,Saturday 14th April,Sevilla,Villarreal,https://www.skysports.com/football/sevilla-vs-villarreal/382871,https://www.skysports.com/football/sevilla-vs-villarreal/stats/382871
2017-18,Saturday 14th April,Barcelona,Valencia,https://www.skysports.com/football/barcelona-vs-valencia/382864,https://www.skysports.com/football/barcelona-vs-valencia/stats/382864
2017-18,Saturday 14th April,Las Palmas,Real Sociedad,https://www.skysports.com/football/las-palmas-vs-real-sociedad/382868,https://www.skysports.com/football/las-palmas-vs-real-sociedad/stats/382868
2017-18,Saturday 14th April,Leganes,Celta Vigo,https://www.skysports.com/football/leganes-vs-celta-vigo/382869,https://www.skysports.com/football/leganes-vs-celta-vigo/stats/382869
2017-18,Saturday 14th April,Athletic Bilbao,Deportivo La Coruna,https://www.skysports.com/football/athletic-bilbao-vs-deportivo-la-coruna/382862,https://www.skysports.com/football/athletic-bilbao-vs-deportivo-la-coruna/stats/382862
2017-18,Friday 13th April,Girona,Real Betis,https://www.skysports.com/football/girona-vs-real-betis/382867,https://www.skysports.com/football/girona-vs-real-betis/stats/382867
2017-18,Monday 9th April,Villarreal,Athletic Bilbao,https://www.skysports.com/football/villarreal-vs-athletic-bilbao/382861,https://www.skysports.com/football/villarreal-vs-athletic-bilbao/stats/382861
2017-18,Sunday 8th April,Levante,Las Palmas,https://www.skysports.com/football/levante-vs-las-palmas/382856,https://www.skysports.com/football/levante-vs-las-palmas/stats/382856
2017-18,Sunday 8th April,Real Madrid,Atletico Madrid,https://www.skysports.com/football/real-madrid-vs-atletico-madrid/382858,https://www.skysports.com/football/real-madrid-vs-atletico-madrid/stats/382858
2017-18,Sunday 8th April,Real Sociedad,Girona,https://www.skysports.com/football/real-sociedad-vs-girona/382859,https://www.skysports.com/football/real-sociedad-vs-girona/stats/382859
2017-18,Sunday 8th April,Valencia,Espanyol,https://www.skysports.com/football/valencia-vs-espanyol/382860,https://www.skysports.com/football/valencia-vs-espanyol/stats/382860
2017-18,Saturday 7th April,Alaves,Getafe,https://www.skysports.com/football/alaves-vs-getafe/382852,https://www.skysports.com/football/alaves-vs-getafe/stats/382852
2017-18,Saturday 7th April,Celta Vigo,Sevilla,https://www.skysports.com/football/celta-vigo-vs-sevilla/382854,https://www.skysports.com/football/celta-vigo-vs-sevilla/stats/382854
2017-18,Saturday 7th April,Real Betis,Eibar,https://www.skysports.com/football/real-betis-vs-eibar/382857,https://www.skysports.com/football/real-betis-vs-eibar/stats/382857
2017-18,Saturday 7th April,Barcelona,Leganes,https://www.skysports.com/football/barcelona-vs-leganes/382853,https://www.skysports.com/football/barcelona-vs-leganes/stats/382853
2017-18,Friday 6th April,Deportivo La Coruna,Malaga,https://www.skysports.com/football/deportivo-la-coruna-vs-malaga/382855,https://www.skysports.com/football/deportivo-la-coruna-vs-malaga/stats/382855
2017-18,Monday 2nd April,Getafe,Real Betis,https://www.skysports.com/football/getafe-vs-real-betis/382846,https://www.skysports.com/football/getafe-vs-real-betis/stats/382846
2017-18,Sunday 1st April,Espanyol,Alaves,https://www.skysports.com/football/espanyol-vs-alaves/382845,https://www.skysports.com/football/espanyol-vs-alaves/stats/382845
2017-18,Sunday 1st April,Leganes,Valencia,https://www.skysports.com/football/leganes-vs-valencia/382849,https://www.skysports.com/football/leganes-vs-valencia/stats/382849
2017-18,Sunday 1st April,Eibar,Real Sociedad,https://www.skysports.com/football/eibar-vs-real-sociedad/382844,https://www.skysports.com/football/eibar-vs-real-sociedad/stats/382844
2017-18,Sunday 1st April,Malaga,Villarreal,https://www.skysports.com/football/malaga-vs-villarreal/382850,https://www.skysports.com/football/malaga-vs-villarreal/stats/382850
2017-18,Sunday 1st April,Atletico Madrid,Deportivo La Coruna,https://www.skysports.com/football/atletico-madrid-vs-deportivo-la-coruna/382843,https://www.skysports.com/football/atletico-madrid-vs-deportivo-la-coruna/stats/382843
2017-18,Saturday 31st March,Girona,Levante,https://www.skysports.com/football/girona-vs-levante/382847,https://www.skysports.com/football/girona-vs-levante/stats/382847
2017-18,Saturday 31st March,Athletic Bilbao,Celta Vigo,https://www.skysports.com/football/athletic-bilbao-vs-celta-vigo/382842,https://www.skysports.com/football/athletic-bilbao-vs-celta-vigo/stats/382842
2017-18,Saturday 31st March,Las Palmas,Real Madrid,https://www.skysports.com/football/las-palmas-vs-real-madrid/382848,https://www.skysports.com/football/las-palmas-vs-real-madrid/stats/382848
2017-18,Saturday 31st March,Sevilla,Barcelona,https://www.skysports.com/football/sevilla-vs-barcelona/382851,https://www.skysports.com/football/sevilla-vs-barcelona/stats/382851
2017-18,Sunday 18th March,Leganes,Sevilla,https://www.skysports.com/football/leganes-vs-sevilla/382835,https://www.skysports.com/football/leganes-vs-sevilla/stats/382835
2017-18,Sunday 18th March,Barcelona,Athletic Bilbao,https://www.skysports.com/football/barcelona-vs-athletic-bilbao/382832,https://www.skysports.com/football/barcelona-vs-athletic-bilbao/stats/382832
2017-18,Sunday 18th March,Celta Vigo,Malaga,https://www.skysports.com/football/celta-vigo-vs-malaga/382833,https://www.skysports.com/football/celta-vigo-vs-malaga/stats/382833
2017-18,Sunday 18th March,Villarreal,Atletico Madrid,https://www.skysports.com/football/villarreal-vs-atletico-madrid/382841,https://www.skysports.com/football/villarreal-vs-atletico-madrid/stats/382841
2017-18,Sunday 18th March,Real Madrid,Girona,https://www.skysports.com/football/real-madrid-vs-girona/382838,https://www.skysports.com/football/real-madrid-vs-girona/stats/382838
2017-18,Saturday 17th March,Deportivo La Coruna,Las Palmas,https://www.skysports.com/football/deportivo-la-coruna-vs-las-palmas/382834,https://www.skysports.com/football/deportivo-la-coruna-vs-las-palmas/stats/382834
2017-18,Saturday 17th March,Valencia,Alaves,https://www.skysports.com/football/valencia-vs-alaves/382840,https://www.skysports.com/football/valencia-vs-alaves/stats/382840
2017-18,Saturday 17th March,Real Sociedad,Getafe,https://www.skysports.com/football/real-sociedad-vs-getafe/382839,https://www.skysports.com/football/real-sociedad-vs-getafe/stats/382839
2017-18,Friday 16th March,Levante,Eibar,https://www.skysports.com/football/levante-vs-eibar/382836,https://www.skysports.com/football/levante-vs-eibar/stats/382836
2017-18,Monday 12th March,Alaves,Real Betis,https://www.skysports.com/football/alaves-vs-real-betis/382822,https://www.skysports.com/football/alaves-vs-real-betis/stats/382822
2017-18,Sunday 11th March,Espanyol,Real Sociedad,https://www.skysports.com/football/espanyol-vs-real-sociedad/382826,https://www.skysports.com/football/espanyol-vs-real-sociedad/stats/382826
2017-18,Sunday 11th March,Atletico Madrid,Celta Vigo,https://www.skysports.com/football/atletico-madrid-vs-celta-vigo/382824,https://www.skysports.com/football/atletico-madrid-vs-celta-vigo/stats/382824
2017-18,Sunday 11th March,Las Palmas,Villarreal,https://www.skysports.com/football/las-palmas-vs-villarreal/382829,https://www.skysports.com/football/las-palmas-vs-villarreal/stats/382829
2017-18,Sunday 11th March,Athletic Bilbao,Leganes,https://www.skysports.com/football/athletic-bilbao-vs-leganes/382823,https://www.skysports.com/football/athletic-bilbao-vs-leganes/stats/382823
2017-18,Saturday 10th March,Eibar,Real Madrid,https://www.skysports.com/football/eibar-vs-real-madrid/382825,https://www.skysports.com/football/eibar-vs-real-madrid/stats/382825
2017-18,Saturday 10th March,Sevilla,Valencia,https://www.skysports.com/football/sevilla-vs-valencia/382831,https://www.skysports.com/football/sevilla-vs-valencia/stats/382831
2017-18,Saturday 10th March,Getafe,Levante,https://www.skysports.com/football/getafe-vs-levante/382827,https://www.skysports.com/football/getafe-vs-levante/stats/382827
2017-18,Saturday 10th March,Malaga,Barcelona,https://www.skysports.com/football/malaga-vs-barcelona/382830,https://www.skysports.com/football/malaga-vs-barcelona/stats/382830
2017-18,Friday 9th March,Girona,Deportivo La Coruna,https://www.skysports.com/football/girona-vs-deportivo-la-coruna/382828,https://www.skysports.com/football/girona-vs-deportivo-la-coruna/stats/382828
2017-18,Monday 5th March,Celta Vigo,Las Palmas,https://www.skysports.com/football/celta-vigo-vs-las-palmas/382813,https://www.skysports.com/football/celta-vigo-vs-las-palmas/stats/382813
2017-18,Sunday 4th March,Levante,Espanyol,https://www.skysports.com/football/levante-vs-espanyol/382816,https://www.skysports.com/football/levante-vs-espanyol/stats/382816
2017-18,Sunday 4th March,Barcelona,Atletico Madrid,https://www.skysports.com/football/barcelona-vs-atletico-madrid/382812,https://www.skysports.com/football/barcelona-vs-atletico-madrid/stats/382812
2017-18,Sunday 4th March,Real Sociedad,Alaves,https://www.skysports.com/football/real-sociedad-vs-alaves/382818,https://www.skysports.com/football/real-sociedad-vs-alaves/stats/382818
2017-18,Sunday 4th March,Valencia,Real Betis,https://www.skysports.com/football/valencia-vs-real-betis/382820,https://www.skysports.com/football/valencia-vs-real-betis/stats/382820
2017-18,Saturday 3rd March,Villarreal,Girona,https://www.skysports.com/football/villarreal-vs-girona/382821,https://www.skysports.com/football/villarreal-vs-girona/stats/382821
2017-18,Saturday 3rd March,Sevilla,Athletic Bilbao,https://www.skysports.com/football/sevilla-vs-athletic-bilbao/382819,https://www.skysports.com/football/sevilla-vs-athletic-bilbao/stats/382819
2017-18,Saturday 3rd March,Deportivo La Coruna,Eibar,https://www.skysports.com/football/deportivo-la-coruna-vs-eibar/382814,https://www.skysports.com/football/deportivo-la-coruna-vs-eibar/stats/382814
2017-18,Saturday 3rd March,Leganes,Malaga,https://www.skysports.com/football/leganes-vs-malaga/382815,https://www.skysports.com/football/leganes-vs-malaga/stats/382815
2017-18,Saturday 3rd March,Real Madrid,Getafe,https://www.skysports.com/football/real-madrid-vs-getafe/382817,https://www.skysports.com/football/real-madrid-vs-getafe/stats/382817
2017-18,Thursday 1st March,Real Betis,Real Sociedad,https://www.skysports.com/football/real-betis-vs-real-sociedad/382811,https://www.skysports.com/football/real-betis-vs-real-sociedad/stats/382811
2017-18,Thursday 1st March,Las Palmas,Barcelona,https://www.skysports.com/football/las-palmas-vs-barcelona/382809,https://www.skysports.com/football/las-palmas-vs-barcelona/stats/382809
2017-18,Thursday 1st March,Alaves,Levante,https://www.skysports.com/football/alaves-vs-levante/382802,https://www.skysports.com/football/alaves-vs-levante/stats/382802
2017-18,Wednesday 28th February,Athletic Bilbao,Valencia,https://www.skysports.com/football/athletic-bilbao-vs-valencia/382803,https://www.skysports.com/football/athletic-bilbao-vs-valencia/stats/382803
2017-18,Wednesday 28th February,Getafe,Deportivo La Coruna,https://www.skysports.com/football/getafe-vs-deportivo-la-coruna/382807,https://www.skysports.com/football/getafe-vs-deportivo-la-coruna/stats/382807
2017-18,Wednesday 28th February,Malaga,Sevilla,https://www.skysports.com/football/malaga-vs-sevilla/382810,https://www.skysports.com/football/malaga-vs-sevilla/stats/382810
2017-18,Wednesday 28th February,Atletico Madrid,Leganes,https://www.skysports.com/football/atletico-madrid-vs-leganes/382804,https://www.skysports.com/football/atletico-madrid-vs-leganes/stats/382804
2017-18,Wednesday 28th February,Eibar,Villarreal,https://www.skysports.com/football/eibar-vs-villarreal/382805,https://www.skysports.com/football/eibar-vs-villarreal/stats/382805
2017-18,Tuesday 27th February,Espanyol,Real Madrid,https://www.skysports.com/football/espanyol-vs-real-madrid/382806,https://www.skysports.com/football/espanyol-vs-real-madrid/stats/382806
2017-18,Tuesday 27th February,Girona,Celta Vigo,https://www.skysports.com/football/girona-vs-celta-vigo/382808,https://www.skysports.com/football/girona-vs-celta-vigo/stats/382808
2017-18,Monday 26th February,Levante,Real Betis,https://www.skysports.com/football/levante-vs-real-betis/382797,https://www.skysports.com/football/levante-vs-real-betis/stats/382797
2017-18,Sunday 25th February,Villarreal,Getafe,https://www.skysports.com/football/villarreal-vs-getafe/382801,https://www.skysports.com/football/villarreal-vs-getafe/stats/382801
2017-18,Sunday 25th February,Athletic Bilbao,Malaga,https://www.skysports.com/football/athletic-bilbao-vs-malaga/382792,https://www.skysports.com/football/athletic-bilbao-vs-malaga/stats/382792
2017-18,Sunday 25th February,Valencia,Real Sociedad,https://www.skysports.com/football/valencia-vs-real-sociedad/382800,https://www.skysports.com/football/valencia-vs-real-sociedad/stats/382800
2017-18,Sunday 25th February,Sevilla,Atletico Madrid,https://www.skysports.com/football/sevilla-vs-atletico-madrid/382799,https://www.skysports.com/football/sevilla-vs-atletico-madrid/stats/382799
2017-18,Saturday 24th February,Celta Vigo,Eibar,https://www.skysports.com/football/celta-vigo-vs-eibar/382794,https://www.skysports.com/football/celta-vigo-vs-eibar/stats/382794
2017-18,Saturday 24th February,Real Madrid,Alaves,https://www.skysports.com/football/real-madrid-vs-alaves/382798,https://www.skysports.com/football/real-madrid-vs-alaves/stats/382798
2017-18,Saturday 24th February,Leganes,Las Palmas,https://www.skysports.com/football/leganes-vs-las-palmas/382796,https://www.skysports.com/football/leganes-vs-las-palmas/stats/382796
2017-18,Saturday 24th February,Barcelona,Girona,https://www.skysports.com/football/barcelona-vs-girona/382793,https://www.skysports.com/football/barcelona-vs-girona/stats/382793
2017-18,Friday 23rd February,Deportivo La Coruna,Espanyol,https://www.skysports.com/football/deportivo-la-coruna-vs-espanyol/382795,https://www.skysports.com/football/deportivo-la-coruna-vs-espanyol/stats/382795
2017-18,Wednesday 21st February,Leganes,Real Madrid,https://www.skysports.com/football/leganes-vs-real-madrid/382709,https://www.skysports.com/football/leganes-vs-real-madrid/stats/382709
2017-18,Monday 19th February,Getafe,Celta Vigo,https://www.skysports.com/football/getafe-vs-celta-vigo/382786,https://www.skysports.com/football/getafe-vs-celta-vigo/stats/382786
2017-18,Sunday 18th February,Real Sociedad,Levante,https://www.skysports.com/football/real-sociedad-vs-levante/382791,https://www.skysports.com/football/real-sociedad-vs-levante/stats/382791
2017-18,Sunday 18th February,Atletico Madrid,Athletic Bilbao,https://www.skysports.com/football/atletico-madrid-vs-athletic-bilbao/382783,https://www.skysports.com/football/atletico-madrid-vs-athletic-bilbao/stats/382783
2017-18,Sunday 18th February,Espanyol,Villarreal,https://www.skysports.com/football/espanyol-vs-villarreal/382785,https://www.skysports.com/football/espanyol-vs-villarreal/stats/382785
2017-18,Sunday 18th February,Real Betis,Real Madrid,https://www.skysports.com/football/real-betis-vs-real-madrid/382790,https://www.skysports.com/football/real-betis-vs-real-madrid/stats/382790
2017-18,Saturday 17th February,Las Palmas,Sevilla,https://www.skysports.com/football/las-palmas-vs-sevilla/382788,https://www.skysports.com/football/las-palmas-vs-sevilla/stats/382788
2017-18,Saturday 17th February,Eibar,Barcelona,https://www.skysports.com/football/eibar-vs-barcelona/382784,https://www.skysports.com/football/eibar-vs-barcelona/stats/382784
2017-18,Saturday 17th February,Alaves,Deportivo La Coruna,https://www.skysports.com/football/alaves-vs-deportivo-la-coruna/382782,https://www.skysports.com/football/alaves-vs-deportivo-la-coruna/stats/382782
2017-18,Saturday 17th February,Malaga,Valencia,https://www.skysports.com/football/malaga-vs-valencia/382789,https://www.skysports.com/football/malaga-vs-valencia/stats/382789
2017-18,Monday 12th February,Deportivo La Coruna,Real Betis,https://www.skysports.com/football/deportivo-la-coruna-vs-real-betis/382775,https://www.skysports.com/football/deportivo-la-coruna-vs-real-betis/stats/382775
2017-18,Sunday 11th February,Sevilla,Girona,https://www.skysports.com/football/sevilla-vs-girona/382779,https://www.skysports.com/football/sevilla-vs-girona/stats/382779
2017-18,Sunday 11th February,Barcelona,Getafe,https://www.skysports.com/football/barcelona-vs-getafe/382773,https://www.skysports.com/football/barcelona-vs-getafe/stats/382773
2017-18,Sunday 11th February,Celta Vigo,Espanyol,https://www.skysports.com/football/celta-vigo-vs-espanyol/382774,https://www.skysports.com/football/celta-vigo-vs-espanyol/stats/382774
2017-18,Sunday 11th February,Valencia,Levante,https://www.skysports.com/football/valencia-vs-levante/382780,https://www.skysports.com/football/valencia-vs-levante/stats/382780
2017-18,Saturday 10th February,Villarreal,Alaves,https://www.skysports.com/football/villarreal-vs-alaves/382781,https://www.skysports.com/football/villarreal-vs-alaves/stats/382781
2017-18,Saturday 10th February,Malaga,Atletico Madrid,https://www.skysports.com/football/malaga-vs-atletico-madrid/382777,https://www.skysports.com/football/malaga-vs-atletico-madrid/stats/382777
2017-18,Saturday 10th February,Leganes,Eibar,https://www.skysports.com/football/leganes-vs-eibar/382776,https://www.skysports.com/football/leganes-vs-eibar/stats/382776
2017-18,Saturday 10th February,Real Madrid,Real Sociedad,https://www.skysports.com/football/real-madrid-vs-real-sociedad/382778,https://www.skysports.com/football/real-madrid-vs-real-sociedad/stats/382778
2017-18,Friday 9th February,Athletic Bilbao,Las Palmas,https://www.skysports.com/football/athletic-bilbao-vs-las-palmas/382772,https://www.skysports.com/football/athletic-bilbao-vs-las-palmas/stats/382772
