season,date,home,away,link,stats_link
2019-20,Saturday 15th February,Granada,Real Valladolid,https://www.skysports.com/football/granada-vs-real-valladolid/415865,https://www.skysports.com/football/granada-vs-real-valladolid/stats/415865
2019-20,Friday 14th February,Valencia,Atletico Madrid,https://www.skysports.com/football/valencia-vs-atletico-madrid/415871,https://www.skysports.com/football/valencia-vs-atletico-madrid/stats/415871
2019-20,Sunday 9th February,Espanyol,Real Mallorca,https://www.skysports.com/football/espanyol-vs-real-mallorca/415855,https://www.skysports.com/football/espanyol-vs-real-mallorca/stats/415855
2019-20,Sunday 9th February,Real Sociedad,Athletic Bilbao,https://www.skysports.com/football/real-sociedad-vs-athletic-bilbao/415860,https://www.skysports.com/football/real-sociedad-vs-athletic-bilbao/stats/415860
2019-20,Sunday 9th February,Osasuna,Real Madrid,https://www.skysports.com/football/osasuna-vs-real-madrid/415858,https://www.skysports.com/football/osasuna-vs-real-madrid/stats/415858
2019-20,Sunday 9th February,Celta Vigo,Sevilla,https://www.skysports.com/football/celta-vigo-vs-sevilla/415854,https://www.skysports.com/football/celta-vigo-vs-sevilla/stats/415854
2019-20,Sunday 9th February,Real Betis,Barcelona,https://www.skysports.com/football/real-betis-vs-barcelona/415859,https://www.skysports.com/football/real-betis-vs-barcelona/stats/415859
2019-20,Saturday 8th February,Levante,Leganes,https://www.skysports.com/football/levante-vs-leganes/415857,https://www.skysports.com/football/levante-vs-leganes/stats/415857
2019-20,Saturday 8th February,Getafe,Valencia,https://www.skysports.com/football/getafe-vs-valencia/415856,https://www.skysports.com/football/getafe-vs-valencia/stats/415856
2019-20,Saturday 8th February,Real Valladolid,Villarreal,https://www.skysports.com/football/real-valladolid-vs-villarreal/415869,https://www.skysports.com/football/real-valladolid-vs-villarreal/stats/415869
2019-20,Saturday 8th February,Atletico Madrid,Granada,https://www.skysports.com/football/atletico-madrid-vs-granada/415853,https://www.skysports.com/football/atletico-madrid-vs-granada/stats/415853
2019-20,Friday 7th February,Alaves,Eibar,https://www.skysports.com/football/alaves-vs-eibar/415852,https://www.skysports.com/football/alaves-vs-eibar/stats/415852
2019-20,Sunday 2nd February,Leganes,Real Sociedad,https://www.skysports.com/football/leganes-vs-real-sociedad/415846,https://www.skysports.com/football/leganes-vs-real-sociedad/stats/415846
2019-20,Sunday 2nd February,Eibar,Real Betis,https://www.skysports.com/football/eibar-vs-real-betis/415844,https://www.skysports.com/football/eibar-vs-real-betis/stats/415844
2019-20,Sunday 2nd February,Athletic Bilbao,Getafe,https://www.skysports.com/football/athletic-bilbao-vs-getafe/415842,https://www.skysports.com/football/athletic-bilbao-vs-getafe/stats/415842
2019-20,Sunday 2nd February,Sevilla,Alaves,https://www.skysports.com/football/sevilla-vs-alaves/415850,https://www.skysports.com/football/sevilla-vs-alaves/stats/415850
2019-20,Sunday 2nd February,Villarreal,Osasuna,https://www.skysports.com/football/villarreal-vs-osasuna/415861,https://www.skysports.com/football/villarreal-vs-osasuna/stats/415861
2019-20,Sunday 2nd February,Barcelona,Levante,https://www.skysports.com/football/barcelona-vs-levante/415843,https://www.skysports.com/football/barcelona-vs-levante/stats/415843
2019-20,Saturday 1st February,Granada,Espanyol,https://www.skysports.com/football/granada-vs-espanyol/415845,https://www.skysports.com/football/granada-vs-espanyol/stats/415845
2019-20,Saturday 1st February,Real Madrid,Atletico Madrid,https://www.skysports.com/football/real-madrid-vs-atletico-madrid/415848,https://www.skysports.com/football/real-madrid-vs-atletico-madrid/stats/415848
2019-20,Saturday 1st February,Real Mallorca,Real Valladolid,https://www.skysports.com/football/real-mallorca-vs-real-valladolid/415847,https://www.skysports.com/football/real-mallorca-vs-real-valladolid/stats/415847
2019-20,Saturday 1st February,Valencia,Celta Vigo,https://www.skysports.com/football/valencia-vs-celta-vigo/415851,https://www.skysports.com/football/valencia-vs-celta-vigo/stats/415851
2019-20,Sunday 26th January,Atletico Madrid,Leganes,https://www.skysports.com/football/atletico-madrid-vs-leganes/415833,https://www.skysports.com/football/atletico-madrid-vs-leganes/stats/415833
2019-20,Sunday 26th January,Celta Vigo,Eibar,https://www.skysports.com/football/celta-vigo-vs-eibar/415834,https://www.skysports.com/football/celta-vigo-vs-eibar/stats/415834
2019-20,Sunday 26th January,Getafe,Real Betis,https://www.skysports.com/football/getafe-vs-real-betis/415836,https://www.skysports.com/football/getafe-vs-real-betis/stats/415836
2019-20,Sunday 26th January,Real Sociedad,Real Mallorca,https://www.skysports.com/football/real-sociedad-vs-real-mallorca/415838,https://www.skysports.com/football/real-sociedad-vs-real-mallorca/stats/415838
2019-20,Sunday 26th January,Real Valladolid,Real Madrid,https://www.skysports.com/football/real-valladolid-vs-real-madrid/415849,https://www.skysports.com/football/real-valladolid-vs-real-madrid/stats/415849
2019-20,Saturday 25th January,Espanyol,Athletic Bilbao,https://www.skysports.com/football/espanyol-vs-athletic-bilbao/415835,https://www.skysports.com/football/espanyol-vs-athletic-bilbao/stats/415835
2019-20,Saturday 25th January,Valencia,Barcelona,https://www.skysports.com/football/valencia-vs-barcelona/415840,https://www.skysports.com/football/valencia-vs-barcelona/stats/415840
2019-20,Saturday 25th January,Alaves,Villarreal,https://www.skysports.com/football/alaves-vs-villarreal/415832,https://www.skysports.com/football/alaves-vs-villarreal/stats/415832
2019-20,Saturday 25th January,Sevilla,Granada,https://www.skysports.com/football/sevilla-vs-granada/415839,https://www.skysports.com/football/sevilla-vs-granada/stats/415839
2019-20,Friday 24th January,Osasuna,Levante,https://www.skysports.com/football/osasuna-vs-levante/415837,https://www.skysports.com/football/osasuna-vs-levante/stats/415837
2019-20,Sunday 19th January,Real Mallorca,Valencia,https://www.skysports.com/football/real-mallorca-vs-valencia/415827,https://www.skysports.com/football/real-mallorca-vs-valencia/stats/415827
2019-20,Sunday 19th January,Real Betis,Real Sociedad,https://www.skysports.com/football/real-betis-vs-real-sociedad/415829,https://www.skysports.com/football/real-betis-vs-real-sociedad/stats/415829
2019-20,Sunday 19th January,Villarreal,Espanyol,https://www.skysports.com/football/villarreal-vs-espanyol/415841,https://www.skysports.com/football/villarreal-vs-espanyol/stats/415841
2019-20,Sunday 19th January,Athletic Bilbao,Celta Vigo,https://www.skysports.com/football/athletic-bilbao-vs-celta-vigo/415822,https://www.skysports.com/football/athletic-bilbao-vs-celta-vigo/stats/415822
2019-20,Sunday 19th January,Barcelona,Granada,https://www.skysports.com/football/barcelona-vs-granada/415823,https://www.skysports.com/football/barcelona-vs-granada/stats/415823
2019-20,Saturday 18th January,Levante,Alaves,https://www.skysports.com/football/levante-vs-alaves/415826,https://www.skysports.com/football/levante-vs-alaves/stats/415826
2019-20,Saturday 18th January,Real Madrid,Sevilla,https://www.skysports.com/football/real-madrid-vs-sevilla/415830,https://www.skysports.com/football/real-madrid-vs-sevilla/stats/415830
2019-20,Saturday 18th January,Osasuna,Real Valladolid,https://www.skysports.com/football/osasuna-vs-real-valladolid/415828,https://www.skysports.com/football/osasuna-vs-real-valladolid/stats/415828
2019-20,Saturday 18th January,Eibar,Atletico Madrid,https://www.skysports.com/football/eibar-vs-atletico-madrid/415824,https://www.skysports.com/football/eibar-vs-atletico-madrid/stats/415824
2019-20,Friday 17th January,Leganes,Getafe,https://www.skysports.com/football/leganes-vs-getafe/415825,https://www.skysports.com/football/leganes-vs-getafe/stats/415825
2019-20,Sunday 5th January,Granada,Real Mallorca,https://www.skysports.com/football/granada-vs-real-mallorca/415817,https://www.skysports.com/football/granada-vs-real-mallorca/stats/415817
2019-20,Sunday 5th January,Real Sociedad,Villarreal,https://www.skysports.com/football/real-sociedad-vs-villarreal/415818,https://www.skysports.com/football/real-sociedad-vs-villarreal/stats/415818
2019-20,Sunday 5th January,Alaves,Real Betis,https://www.skysports.com/football/alaves-vs-real-betis/415812,https://www.skysports.com/football/alaves-vs-real-betis/stats/415812
2019-20,Sunday 5th January,Celta Vigo,Osasuna,https://www.skysports.com/football/celta-vigo-vs-osasuna/415814,https://www.skysports.com/football/celta-vigo-vs-osasuna/stats/415814
2019-20,Saturday 4th January,Valencia,Eibar,https://www.skysports.com/football/valencia-vs-eibar/415821,https://www.skysports.com/football/valencia-vs-eibar/stats/415821
2019-20,Saturday 4th January,Getafe,Real Madrid,https://www.skysports.com/football/getafe-vs-real-madrid/415816,https://www.skysports.com/football/getafe-vs-real-madrid/stats/415816
2019-20,Saturday 4th January,Atletico Madrid,Levante,https://www.skysports.com/football/atletico-madrid-vs-levante/415813,https://www.skysports.com/football/atletico-madrid-vs-levante/stats/415813
2019-20,Saturday 4th January,Espanyol,Barcelona,https://www.skysports.com/football/espanyol-vs-barcelona/415815,https://www.skysports.com/football/espanyol-vs-barcelona/stats/415815
2019-20,Friday 3rd January,Real Valladolid,Leganes,https://www.skysports.com/football/real-valladolid-vs-leganes/415831,https://www.skysports.com/football/real-valladolid-vs-leganes/stats/415831
2019-20,Friday 3rd January,Sevilla,Athletic Bilbao,https://www.skysports.com/football/sevilla-vs-athletic-bilbao/415820,https://www.skysports.com/football/sevilla-vs-athletic-bilbao/stats/415820
2019-20,Sunday 22nd December,Leganes,Espanyol,https://www.skysports.com/football/leganes-vs-espanyol/415804,https://www.skysports.com/football/leganes-vs-espanyol/stats/415804
2019-20,Sunday 22nd December,Osasuna,Real Sociedad,https://www.skysports.com/football/osasuna-vs-real-sociedad/415807,https://www.skysports.com/football/osasuna-vs-real-sociedad/stats/415807
2019-20,Sunday 22nd December,Real Betis,Atletico Madrid,https://www.skysports.com/football/real-betis-vs-atletico-madrid/415808,https://www.skysports.com/football/real-betis-vs-atletico-madrid/stats/415808
2019-20,Sunday 22nd December,Levante,Celta Vigo,https://www.skysports.com/football/levante-vs-celta-vigo/415805,https://www.skysports.com/football/levante-vs-celta-vigo/stats/415805
2019-20,Sunday 22nd December,Real Madrid,Athletic Bilbao,https://www.skysports.com/football/real-madrid-vs-athletic-bilbao/415809,https://www.skysports.com/football/real-madrid-vs-athletic-bilbao/stats/415809
2019-20,Saturday 21st December,Real Mallorca,Sevilla,https://www.skysports.com/football/real-mallorca-vs-sevilla/415806,https://www.skysports.com/football/real-mallorca-vs-sevilla/stats/415806
2019-20,Saturday 21st December,Barcelona,Alaves,https://www.skysports.com/football/barcelona-vs-alaves/415802,https://www.skysports.com/football/barcelona-vs-alaves/stats/415802
2019-20,Saturday 21st December,Villarreal,Getafe,https://www.skysports.com/football/villarreal-vs-getafe/415811,https://www.skysports.com/football/villarreal-vs-getafe/stats/415811
2019-20,Saturday 21st December,Real Valladolid,Valencia,https://www.skysports.com/football/real-valladolid-vs-valencia/415819,https://www.skysports.com/football/real-valladolid-vs-valencia/stats/415819
2019-20,Friday 20th December,Eibar,Granada,https://www.skysports.com/football/eibar-vs-granada/415803,https://www.skysports.com/football/eibar-vs-granada/stats/415803
2019-20,Wednesday 18th December,Barcelona,Real Madrid,https://www.skysports.com/football/barcelona-vs-real-madrid/415723,https://www.skysports.com/football/barcelona-vs-real-madrid/stats/415723
2019-20,Sunday 15th December,Getafe,Real Valladolid,https://www.skysports.com/football/getafe-vs-real-valladolid/415797,https://www.skysports.com/football/getafe-vs-real-valladolid/stats/415797
2019-20,Sunday 15th December,Celta Vigo,Real Mallorca,https://www.skysports.com/football/celta-vigo-vs-real-mallorca/415795,https://www.skysports.com/football/celta-vigo-vs-real-mallorca/stats/415795
2019-20,Sunday 15th December,Espanyol,Real Betis,https://www.skysports.com/football/espanyol-vs-real-betis/415796,https://www.skysports.com/football/espanyol-vs-real-betis/stats/415796
2019-20,Sunday 15th December,Sevilla,Villarreal,https://www.skysports.com/football/sevilla-vs-villarreal/415801,https://www.skysports.com/football/sevilla-vs-villarreal/stats/415801
2019-20,Sunday 15th December,Valencia,Real Madrid,https://www.skysports.com/football/valencia-vs-real-madrid/415810,https://www.skysports.com/football/valencia-vs-real-madrid/stats/415810
2019-20,Saturday 14th December,Granada,Levante,https://www.skysports.com/football/granada-vs-levante/415798,https://www.skysports.com/football/granada-vs-levante/stats/415798
2019-20,Saturday 14th December,Real Sociedad,Barcelona,https://www.skysports.com/football/real-sociedad-vs-barcelona/415799,https://www.skysports.com/football/real-sociedad-vs-barcelona/stats/415799
2019-20,Saturday 14th December,Athletic Bilbao,Eibar,https://www.skysports.com/football/athletic-bilbao-vs-eibar/415793,https://www.skysports.com/football/athletic-bilbao-vs-eibar/stats/415793
2019-20,Saturday 14th December,Atletico Madrid,Osasuna,https://www.skysports.com/football/atletico-madrid-vs-osasuna/415794,https://www.skysports.com/football/atletico-madrid-vs-osasuna/stats/415794
2019-20,Friday 13th December,Alaves,Leganes,https://www.skysports.com/football/alaves-vs-leganes/415792,https://www.skysports.com/football/alaves-vs-leganes/stats/415792
2019-20,Sunday 8th December,Eibar,Getafe,https://www.skysports.com/football/eibar-vs-getafe/415783,https://www.skysports.com/football/eibar-vs-getafe/stats/415783
2019-20,Sunday 8th December,Real Betis,Athletic Bilbao,https://www.skysports.com/football/real-betis-vs-athletic-bilbao/415788,https://www.skysports.com/football/real-betis-vs-athletic-bilbao/stats/415788
2019-20,Sunday 8th December,Real Valladolid,Real Sociedad,https://www.skysports.com/football/real-valladolid-vs-real-sociedad/415800,https://www.skysports.com/football/real-valladolid-vs-real-sociedad/stats/415800
2019-20,Sunday 8th December,Leganes,Celta Vigo,https://www.skysports.com/football/leganes-vs-celta-vigo/415785,https://www.skysports.com/football/leganes-vs-celta-vigo/stats/415785
2019-20,Sunday 8th December,Osasuna,Sevilla,https://www.skysports.com/football/osasuna-vs-sevilla/415787,https://www.skysports.com/football/osasuna-vs-sevilla/stats/415787
2019-20,Saturday 7th December,Real Madrid,Espanyol,https://www.skysports.com/football/real-madrid-vs-espanyol/415789,https://www.skysports.com/football/real-madrid-vs-espanyol/stats/415789
2019-20,Saturday 7th December,Granada,Alaves,https://www.skysports.com/football/granada-vs-alaves/415784,https://www.skysports.com/football/granada-vs-alaves/stats/415784
2019-20,Saturday 7th December,Levante,Valencia,https://www.skysports.com/football/levante-vs-valencia/415786,https://www.skysports.com/football/levante-vs-valencia/stats/415786
2019-20,Saturday 7th December,Barcelona,Real Mallorca,https://www.skysports.com/football/barcelona-vs-real-mallorca/415782,https://www.skysports.com/football/barcelona-vs-real-mallorca/stats/415782
2019-20,Friday 6th December,Villarreal,Atletico Madrid,https://www.skysports.com/football/villarreal-vs-atletico-madrid/415791,https://www.skysports.com/football/villarreal-vs-atletico-madrid/stats/415791
2019-20,Sunday 1st December,Sevilla,Leganes,https://www.skysports.com/football/sevilla-vs-leganes/415781,https://www.skysports.com/football/sevilla-vs-leganes/stats/415781
2019-20,Sunday 1st December,Athletic Bilbao,Granada,https://www.skysports.com/football/athletic-bilbao-vs-granada/415773,https://www.skysports.com/football/athletic-bilbao-vs-granada/stats/415773
2019-20,Sunday 1st December,Espanyol,Osasuna,https://www.skysports.com/football/espanyol-vs-osasuna/415776,https://www.skysports.com/football/espanyol-vs-osasuna/stats/415776
2019-20,Sunday 1st December,Getafe,Levante,https://www.skysports.com/football/getafe-vs-levante/415777,https://www.skysports.com/football/getafe-vs-levante/stats/415777
2019-20,Sunday 1st December,Atletico Madrid,Barcelona,https://www.skysports.com/football/atletico-madrid-vs-barcelona/415774,https://www.skysports.com/football/atletico-madrid-vs-barcelona/stats/415774
2019-20,Saturday 30th November,Alaves,Real Madrid,https://www.skysports.com/football/alaves-vs-real-madrid/415772,https://www.skysports.com/football/alaves-vs-real-madrid/stats/415772
2019-20,Saturday 30th November,Real Sociedad,Eibar,https://www.skysports.com/football/real-sociedad-vs-eibar/415779,https://www.skysports.com/football/real-sociedad-vs-eibar/stats/415779
2019-20,Saturday 30th November,Real Mallorca,Real Betis,https://www.skysports.com/football/real-mallorca-vs-real-betis/415778,https://www.skysports.com/football/real-mallorca-vs-real-betis/stats/415778
2019-20,Saturday 30th November,Valencia,Villarreal,https://www.skysports.com/football/valencia-vs-villarreal/415790,https://www.skysports.com/football/valencia-vs-villarreal/stats/415790
2019-20,Friday 29th November,Celta Vigo,Real Valladolid,https://www.skysports.com/football/celta-vigo-vs-real-valladolid/415775,https://www.skysports.com/football/celta-vigo-vs-real-valladolid/stats/415775
2019-20,Sunday 24th November,Espanyol,Getafe,https://www.skysports.com/football/espanyol-vs-getafe/415763,https://www.skysports.com/football/espanyol-vs-getafe/stats/415763
2019-20,Sunday 24th November,Osasuna,Athletic Bilbao,https://www.skysports.com/football/osasuna-vs-athletic-bilbao/415767,https://www.skysports.com/football/osasuna-vs-athletic-bilbao/stats/415767
2019-20,Sunday 24th November,Eibar,Alaves,https://www.skysports.com/football/eibar-vs-alaves/415762,https://www.skysports.com/football/eibar-vs-alaves/stats/415762
2019-20,Sunday 24th November,Villarreal,Celta Vigo,https://www.skysports.com/football/villarreal-vs-celta-vigo/415771,https://www.skysports.com/football/villarreal-vs-celta-vigo/stats/415771
2019-20,Sunday 24th November,Real Valladolid,Sevilla,https://www.skysports.com/football/real-valladolid-vs-sevilla/415780,https://www.skysports.com/football/real-valladolid-vs-sevilla/stats/415780
2019-20,Saturday 23rd November,Leganes,Barcelona,https://www.skysports.com/football/leganes-vs-barcelona/415765,https://www.skysports.com/football/leganes-vs-barcelona/stats/415765
2019-20,Saturday 23rd November,Real Betis,Valencia,https://www.skysports.com/football/real-betis-vs-valencia/415768,https://www.skysports.com/football/real-betis-vs-valencia/stats/415768
2019-20,Saturday 23rd November,Granada,Atletico Madrid,https://www.skysports.com/football/granada-vs-atletico-madrid/415764,https://www.skysports.com/football/granada-vs-atletico-madrid/stats/415764
2019-20,Saturday 23rd November,Real Madrid,Real Sociedad,https://www.skysports.com/football/real-madrid-vs-real-sociedad/415769,https://www.skysports.com/football/real-madrid-vs-real-sociedad/stats/415769
2019-20,Friday 22nd November,Levante,Real Mallorca,https://www.skysports.com/football/levante-vs-real-mallorca/415766,https://www.skysports.com/football/levante-vs-real-mallorca/stats/415766
2019-20,Sunday 10th November,Real Mallorca,Villarreal,https://www.skysports.com/football/real-mallorca-vs-villarreal/415758,https://www.skysports.com/football/real-mallorca-vs-villarreal/stats/415758
2019-20,Sunday 10th November,Athletic Bilbao,Levante,https://www.skysports.com/football/athletic-bilbao-vs-levante/415753,https://www.skysports.com/football/athletic-bilbao-vs-levante/stats/415753
2019-20,Sunday 10th November,Atletico Madrid,Espanyol,https://www.skysports.com/football/atletico-madrid-vs-espanyol/415754,https://www.skysports.com/football/atletico-madrid-vs-espanyol/stats/415754
2019-20,Sunday 10th November,Getafe,Osasuna,https://www.skysports.com/football/getafe-vs-osasuna/415757,https://www.skysports.com/football/getafe-vs-osasuna/stats/415757
2019-20,Sunday 10th November,Real Betis,Sevilla,https://www.skysports.com/football/real-betis-vs-sevilla/415759,https://www.skysports.com/football/real-betis-vs-sevilla/stats/415759
2019-20,Saturday 9th November,Alaves,Real Valladolid,https://www.skysports.com/football/alaves-vs-real-valladolid/415752,https://www.skysports.com/football/alaves-vs-real-valladolid/stats/415752
2019-20,Saturday 9th November,Valencia,Granada,https://www.skysports.com/football/valencia-vs-granada/415770,https://www.skysports.com/football/valencia-vs-granada/stats/415770
2019-20,Saturday 9th November,Eibar,Real Madrid,https://www.skysports.com/football/eibar-vs-real-madrid/415756,https://www.skysports.com/football/eibar-vs-real-madrid/stats/415756
2019-20,Saturday 9th November,Barcelona,Celta Vigo,https://www.skysports.com/football/barcelona-vs-celta-vigo/415755,https://www.skysports.com/football/barcelona-vs-celta-vigo/stats/415755
2019-20,Friday 8th November,Real Sociedad,Leganes,https://www.skysports.com/football/real-sociedad-vs-leganes/415760,https://www.skysports.com/football/real-sociedad-vs-leganes/stats/415760
2019-20,Sunday 3rd November,Real Valladolid,Real Mallorca,https://www.skysports.com/football/real-valladolid-vs-real-mallorca/415761,https://www.skysports.com/football/real-valladolid-vs-real-mallorca/stats/415761
2019-20,Sunday 3rd November,Villarreal,Athletic Bilbao,https://www.skysports.com/football/villarreal-vs-athletic-bilbao/415751,https://www.skysports.com/football/villarreal-vs-athletic-bilbao/stats/415751
2019-20,Sunday 3rd November,Osasuna,Alaves,https://www.skysports.com/football/osasuna-vs-alaves/415747,https://www.skysports.com/football/osasuna-vs-alaves/stats/415747
2019-20,Sunday 3rd November,Celta Vigo,Getafe,https://www.skysports.com/football/celta-vigo-vs-getafe/415742,https://www.skysports.com/football/celta-vigo-vs-getafe/stats/415742
2019-20,Sunday 3rd November,Leganes,Eibar,https://www.skysports.com/football/leganes-vs-eibar/415745,https://www.skysports.com/football/leganes-vs-eibar/stats/415745
2019-20,Sunday 3rd November,Granada,Real Sociedad,https://www.skysports.com/football/granada-vs-real-sociedad/415744,https://www.skysports.com/football/granada-vs-real-sociedad/stats/415744
2019-20,Saturday 2nd November,Espanyol,Valencia,https://www.skysports.com/football/espanyol-vs-valencia/415743,https://www.skysports.com/football/espanyol-vs-valencia/stats/415743
2019-20,Saturday 2nd November,Levante,Barcelona,https://www.skysports.com/football/levante-vs-barcelona/415746,https://www.skysports.com/football/levante-vs-barcelona/stats/415746
2019-20,Saturday 2nd November,Sevilla,Atletico Madrid,https://www.skysports.com/football/sevilla-vs-atletico-madrid/415749,https://www.skysports.com/football/sevilla-vs-atletico-madrid/stats/415749
2019-20,Saturday 2nd November,Real Madrid,Real Betis,https://www.skysports.com/football/real-madrid-vs-real-betis/415748,https://www.skysports.com/football/real-madrid-vs-real-betis/stats/415748
2019-20,Thursday 31st October,Eibar,Villarreal,https://www.skysports.com/football/eibar-vs-villarreal/415735,https://www.skysports.com/football/eibar-vs-villarreal/stats/415735
2019-20,Thursday 31st October,Real Mallorca,Osasuna,https://www.skysports.com/football/real-mallorca-vs-osasuna/415737,https://www.skysports.com/football/real-mallorca-vs-osasuna/stats/415737
2019-20,Thursday 31st October,Getafe,Granada,https://www.skysports.com/football/getafe-vs-granada/415736,https://www.skysports.com/football/getafe-vs-granada/stats/415736
2019-20,Wednesday 30th October,Real Sociedad,Levante,https://www.skysports.com/football/real-sociedad-vs-levante/415740,https://www.skysports.com/football/real-sociedad-vs-levante/stats/415740
2019-20,Wednesday 30th October,Valencia,Sevilla,https://www.skysports.com/football/valencia-vs-sevilla/415750,https://www.skysports.com/football/valencia-vs-sevilla/stats/415750
2019-20,Wednesday 30th October,Athletic Bilbao,Espanyol,https://www.skysports.com/football/athletic-bilbao-vs-espanyol/415733,https://www.skysports.com/football/athletic-bilbao-vs-espanyol/stats/415733
2019-20,Wednesday 30th October,Real Betis,Celta Vigo,https://www.skysports.com/football/real-betis-vs-celta-vigo/415738,https://www.skysports.com/football/real-betis-vs-celta-vigo/stats/415738
2019-20,Wednesday 30th October,Real Madrid,Leganes,https://www.skysports.com/football/real-madrid-vs-leganes/415739,https://www.skysports.com/football/real-madrid-vs-leganes/stats/415739
2019-20,Tuesday 29th October,Alaves,Atletico Madrid,https://www.skysports.com/football/alaves-vs-atletico-madrid/415732,https://www.skysports.com/football/alaves-vs-atletico-madrid/stats/415732
2019-20,Tuesday 29th October,Barcelona,Real Valladolid,https://www.skysports.com/football/barcelona-vs-real-valladolid/415734,https://www.skysports.com/football/barcelona-vs-real-valladolid/stats/415734
2019-20,Sunday 27th October,Celta Vigo,Real Sociedad,https://www.skysports.com/football/celta-vigo-vs-real-sociedad/415724,https://www.skysports.com/football/celta-vigo-vs-real-sociedad/stats/415724
2019-20,Sunday 27th October,Granada,Real Betis,https://www.skysports.com/football/granada-vs-real-betis/415725,https://www.skysports.com/football/granada-vs-real-betis/stats/415725
2019-20,Sunday 27th October,Levante,Espanyol,https://www.skysports.com/football/levante-vs-espanyol/415727,https://www.skysports.com/football/levante-vs-espanyol/stats/415727
2019-20,Sunday 27th October,Sevilla,Getafe,https://www.skysports.com/football/sevilla-vs-getafe/415729,https://www.skysports.com/football/sevilla-vs-getafe/stats/415729
2019-20,Sunday 27th October,Osasuna,Valencia,https://www.skysports.com/football/osasuna-vs-valencia/415728,https://www.skysports.com/football/osasuna-vs-valencia/stats/415728
2019-20,Saturday 26th October,Leganes,Real Mallorca,https://www.skysports.com/football/leganes-vs-real-mallorca/415726,https://www.skysports.com/football/leganes-vs-real-mallorca/stats/415726
2019-20,Saturday 26th October,Real Valladolid,Eibar,https://www.skysports.com/football/real-valladolid-vs-eibar/415741,https://www.skysports.com/football/real-valladolid-vs-eibar/stats/415741
2019-20,Saturday 26th October,Atletico Madrid,Athletic Bilbao,https://www.skysports.com/football/atletico-madrid-vs-athletic-bilbao/415722,https://www.skysports.com/football/atletico-madrid-vs-athletic-bilbao/stats/415722
2019-20,Friday 25th October,Villarreal,Alaves,https://www.skysports.com/football/villarreal-vs-alaves/415731,https://www.skysports.com/football/villarreal-vs-alaves/stats/415731
2019-20,Sunday 20th October,Alaves,Celta Vigo,https://www.skysports.com/football/alaves-vs-celta-vigo/415712,https://www.skysports.com/football/alaves-vs-celta-vigo/stats/415712
2019-20,Sunday 20th October,Real Sociedad,Real Betis,https://www.skysports.com/football/real-sociedad-vs-real-betis/415720,https://www.skysports.com/football/real-sociedad-vs-real-betis/stats/415720
2019-20,Sunday 20th October,Espanyol,Villarreal,https://www.skysports.com/football/espanyol-vs-villarreal/415716,https://www.skysports.com/football/espanyol-vs-villarreal/stats/415716
2019-20,Sunday 20th October,Athletic Bilbao,Real Valladolid,https://www.skysports.com/football/athletic-bilbao-vs-real-valladolid/415713,https://www.skysports.com/football/athletic-bilbao-vs-real-valladolid/stats/415713
2019-20,Sunday 20th October,Sevilla,Levante,https://www.skysports.com/football/sevilla-vs-levante/415730,https://www.skysports.com/football/sevilla-vs-levante/stats/415730
2019-20,Saturday 19th October,Eibar,Barcelona,https://www.skysports.com/football/eibar-vs-barcelona/415715,https://www.skysports.com/football/eibar-vs-barcelona/stats/415715
2019-20,Saturday 19th October,Atletico Madrid,Valencia,https://www.skysports.com/football/atletico-madrid-vs-valencia/415714,https://www.skysports.com/football/atletico-madrid-vs-valencia/stats/415714
2019-20,Saturday 19th October,Getafe,Leganes,https://www.skysports.com/football/getafe-vs-leganes/415717,https://www.skysports.com/football/getafe-vs-leganes/stats/415717
2019-20,Saturday 19th October,Real Mallorca,Real Madrid,https://www.skysports.com/football/real-mallorca-vs-real-madrid/415719,https://www.skysports.com/football/real-mallorca-vs-real-madrid/stats/415719
2019-20,Friday 18th October,Granada,Osasuna,https://www.skysports.com/football/granada-vs-osasuna/415718,https://www.skysports.com/football/granada-vs-osasuna/stats/415718
2019-20,Sunday 6th October,Real Mallorca,Espanyol,https://www.skysports.com/football/real-mallorca-vs-espanyol/415705,https://www.skysports.com/football/real-mallorca-vs-espanyol/stats/415705
2019-20,Sunday 6th October,Celta Vigo,Athletic Bilbao,https://www.skysports.com/football/celta-vigo-vs-athletic-bilbao/415703,https://www.skysports.com/football/celta-vigo-vs-athletic-bilbao/stats/415703
2019-20,Sunday 6th October,Real Valladolid,Atletico Madrid,https://www.skysports.com/football/real-valladolid-vs-atletico-madrid/415721,https://www.skysports.com/football/real-valladolid-vs-atletico-madrid/stats/415721
2019-20,Sunday 6th October,Real Sociedad,Getafe,https://www.skysports.com/football/real-sociedad-vs-getafe/415709,https://www.skysports.com/football/real-sociedad-vs-getafe/stats/415709
2019-20,Sunday 6th October,Barcelona,Sevilla,https://www.skysports.com/football/barcelona-vs-sevilla/415702,https://www.skysports.com/football/barcelona-vs-sevilla/stats/415702
2019-20,Saturday 5th October,Leganes,Levante,https://www.skysports.com/football/leganes-vs-levante/415704,https://www.skysports.com/football/leganes-vs-levante/stats/415704
2019-20,Saturday 5th October,Real Madrid,Granada,https://www.skysports.com/football/real-madrid-vs-granada/415708,https://www.skysports.com/football/real-madrid-vs-granada/stats/415708
2019-20,Saturday 5th October,Valencia,Alaves,https://www.skysports.com/football/valencia-vs-alaves/415710,https://www.skysports.com/football/valencia-vs-alaves/stats/415710
