draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.37,2018_2019,2,2018-10-07,1,Sevilla,3,0,0.13,2088,36,7,5,1,1,63,2,3,2,42,50,1,9,12,3,0,1.8,1,1,0.51,1996,52,8,2,4,2,72,0,3,3,75,53,3,13,11,2,0,0.7,0,-3,-0.16999999999999998,25,-4,-9,-2,-4,-3,-18,0,-2,-1,2,10,-2,-7,1,0,0,-0.3999999999999999,-0.02999999999999997,0,1,-0.24000000000000002,4,-10,-1,-1,0,0,-15,0,1,1,37,-1,-2,6,-7,-1,0,0.09999999999999998
0.4,2018_2019,1,2018-10-07,1,Valencia,1,1,0.45,2040,45,9,2,5,2,77,1,0,1,63,30,5,18,13,5,0,1.5,1,0,0.15,2314,70,20,8,8,4,84,4,5,2,47,55,1,9,18,3,0,0.4,0,0,0.19999999999999998,-4,9,-5,-3,-3,1,-1,0,0,0,9,-15,3,0,6,4,0,-0.20000000000000007,0.010000000000000009,0,-1,-0.009999999999999995,-18,-7,11,3,4,4,-5,4,0,-3,-29,-2,-3,-2,3,1,0,2.8000000000000003
0.36,2018_2019,2,2018-10-07,1,Real Valladolid,1,0,0.2,1865,38,9,3,3,3,75,0,2,3,68,27,7,12,16,3,0,0.8,1,0,0.44,1802,52,13,6,6,1,81,1,5,3,63,51,2,14,14,3,0,0.6,-1,0,0.32000000000000006,10,-26,-11,-3,-6,-2,-11,-1,-6,1,-7,-7,4,-5,6,2,0,-0.19999999999999996,-0.04999999999999999,1,0,-0.39000000000000007,-2,10,5,5,2,-2,-4,0,2,1,-25,-2,0,0,13,1,0,0.6
0.38,2018_2019,0,2018-10-19,1,Celta Vigo,1,0,0.16,1991,47,12,5,3,4,80,1,8,1,53,43,1,9,14,2,1,0.9,1,0,0.47,1997,30,8,4,3,1,68,3,4,0,66,50,5,20,9,1,0,0.9,0,-1,0.29000000000000004,-4,-4,4,3,-1,2,7,1,5,-2,-21,-9,-2,-4,3,0,1,0.19999999999999996,-0.010000000000000009,0,-1,0.22999999999999998,-9,-21,-5,2,-5,-2,-1,3,0,0,2,-1,4,1,-13,0,0,0.20000000000000007
0.4,2018_2019,2,2018-10-20,1,Barcelona,1,1,0.09,2309,75,10,5,3,2,91,0,2,2,100,50,2,6,11,2,0,2.5,2,1,0.51,2093,52,12,3,8,1,84,3,8,2,68,56,4,14,9,3,0,2.2,0,1,0.09999999999999999,13,5,-10,-3,-5,-2,6,-4,-3,0,52,-5,1,-3,-7,-1,0,-2.8000000000000003,0.11000000000000004,-1,1,-0.12,-1,15,5,-2,7,0,20,1,5,0,25,6,3,5,-3,0,0,-0.19999999999999996
0.3,2018_2019,0,2018-10-20,1,Real Madrid,0,0,0.04,2249,69,13,6,4,3,88,1,3,2,66,50,3,10,20,0,0,2.9,1,0,0.66,1936,45,12,3,6,3,68,0,2,2,60,58,4,18,16,5,0,2.0,0,0,-0.13,-27,3,-2,0,-2,0,0,-1,-5,2,-11,-18,0,3,3,-3,0,-0.3999999999999999,-0.07,-1,-2,0.26,9,-2,-2,0,-5,3,-1,-3,-7,-1,-3,9,3,-4,-3,-2,0,-0.6000000000000001
0.31,2018_2019,1,2018-10-20,1,Valencia,1,1,0.12,2045,24,10,3,5,2,77,1,5,0,60,50,4,11,6,2,0,1.3,1,1,0.58,1871,35,13,4,5,4,68,1,6,5,46,66,2,12,11,1,0,1.0,0,0,0.09000000000000002,20,-21,1,1,0,0,0,0,5,-1,-3,20,-1,-7,-7,-3,0,0.6,0.010000000000000009,1,1,-0.28,-5,17,2,-1,1,2,12,1,5,4,-18,5,-1,2,4,-3,0,0.4
0.34,2018_2019,1,2018-10-20,1,Villarreal,1,1,0.42,1980,44,13,6,3,4,84,1,3,2,72,60,9,8,12,2,0,1.9,1,0,0.24,2223,36,13,4,8,1,76,0,6,0,77,65,0,16,10,5,0,1.4,1,1,0.25,-14,-16,-13,-1,-8,-4,-1,-1,-4,2,15,-12,7,-9,2,-1,0,-1.2999999999999998,0.02999999999999997,1,0,-0.30999999999999994,9,2,5,1,4,0,-2,-2,0,-1,14,33,-6,-1,3,1,0,-0.20000000000000007
0.33,2018_2019,0,2018-10-21,1,Real Betis,0,0,0.14,1974,63,5,0,3,2,86,0,4,0,78,35,3,10,16,2,0,0.9,1,1,0.53,1871,42,9,3,3,3,76,1,6,5,73,38,1,9,10,1,0,0.4,-1,0,0.47,7,-18,-12,-4,-2,-6,-3,-2,-3,-4,24,-3,-2,3,7,2,0,-1.4,-0.06999999999999995,0,1,-0.34,16,4,0,0,0,0,0,1,4,2,4,11,-6,-3,-6,-2,0,0.0
0.37,2018_2019,1,2018-10-21,1,Eibar,3,2,0.31,1952,48,12,4,6,2,65,2,9,0,56,37,1,17,7,5,0,1.9,1,1,0.32,1918,69,13,5,5,3,83,0,11,2,55,53,0,15,16,6,0,0.7,2,2,0.04999999999999999,-13,-15,-4,2,-6,0,-14,2,3,-1,-22,-12,-1,1,-1,3,0,0.8999999999999999,-0.030000000000000027,0,0,-0.44000000000000006,9,39,5,3,2,0,21,-1,8,-1,-9,9,-7,-3,7,3,0,0.4999999999999999
0.37,2018_2019,0,2018-10-21,1,SD Huesca,0,0,0.39,1796,57,11,1,7,3,80,1,2,1,55,61,2,13,8,2,0,0.4,3,1,0.24,2008,55,28,12,8,8,87,4,10,1,73,40,4,13,8,3,0,1.7,-1,0,0.15000000000000002,0,5,-2,-5,1,2,0,0,-3,-2,-7,10,0,-1,-6,-1,0,-0.9,-0.020000000000000018,1,-1,-0.04999999999999999,-3,7,16,7,5,4,9,4,7,1,11,-4,2,-3,-3,0,0,0.8999999999999999
0.38,2018_2019,0,2018-10-21,1,Rayo Vallecano,0,0,0.33,1801,64,6,2,2,2,82,1,4,2,85,33,3,12,10,2,1,0.4,0,0,0.29,1952,54,15,4,6,5,71,0,10,2,66,41,2,17,17,3,1,0.5,-2,-1,0.10999999999999999,3,12,-5,-3,-1,-1,-1,1,-1,1,20,-22,0,-1,-4,-1,1,-0.9,-0.030000000000000027,-1,0,-0.24999999999999997,4,7,3,0,0,3,4,-1,1,1,-2,-5,1,2,4,1,1,-0.09999999999999987
0.36,2018_2019,1,2018-10-22,1,Real Sociedad,3,1,0.16,1986,30,6,3,3,0,65,1,0,0,62,46,4,19,14,5,0,0.6,2,2,0.48,1886,52,10,3,4,3,71,2,4,4,68,62,1,9,16,3,0,0.9,3,1,0.15999999999999998,-12,-23,-4,-2,-1,-1,-16,1,-3,-3,-4,-23,3,6,-4,2,0,0.9000000000000001,-0.020000000000000018,1,1,-0.1,0,4,-3,0,-3,0,-7,0,-1,4,-1,13,-4,-5,2,1,0,-0.5
0.37,2018_2019,1,2018-10-24,1,Rayo Vallecano,1,0,0.37,1792,65,10,3,2,5,78,0,6,2,78,42,1,14,23,3,1,1.3,1,1,0.25,1922,39,6,3,3,0,60,1,2,5,69,36,5,13,5,3,0,1.3,1,0,-0.09999999999999998,-6,0,4,1,0,3,-4,-1,2,0,-7,8,-2,2,13,1,0,0.0,0.030000000000000027,0,0,0.1,-18,-30,-7,-2,-2,-3,-22,1,-9,3,13,-17,5,-2,-11,-3,0,-0.7
0.35,2018_2019,1,2018-10-26,1,Real Valladolid,1,1,0.39,1886,36,6,2,3,1,75,1,6,4,57,50,4,10,7,4,0,1.1,2,1,0.26,2018,46,6,2,4,0,78,3,4,4,63,53,2,14,21,3,0,0.5,0,0,0.33,6,-5,-3,-1,0,-2,-1,0,0,-1,-16,11,3,1,-3,3,0,-0.4,-0.02999999999999997,-1,0,-0.010000000000000009,10,-8,-22,-10,-4,-8,-9,-1,-6,3,-10,13,-2,1,13,0,0,-0.7
0.38,2018_2019,1,2018-10-27,1,Athletic Bilbao,1,0,0.29,1921,66,11,4,6,1,83,0,4,4,71,66,2,9,13,1,0,0.7,1,0,0.33,2040,58,18,4,9,5,83,1,11,2,50,39,4,9,13,1,0,0.5,0,-1,-0.07,4,27,5,1,3,1,22,-1,2,-1,2,30,-3,-4,8,-2,0,0.6000000000000001,0.0,0,-1,-0.33,5,34,8,1,4,3,6,0,6,2,-10,-10,0,-2,7,-1,0,-0.19999999999999996
0.3,2018_2019,2,2018-10-27,1,Atletico Madrid,1,0,0.12,2191,47,15,4,5,6,79,1,8,0,50,50,5,9,15,1,0,1.4,0,0,0.58,1981,54,14,8,4,2,81,0,7,3,64,51,2,14,15,3,0,0.3,0,0,0.13999999999999999,2,10,2,0,-3,5,2,1,2,0,-27,-15,5,-7,5,-4,0,0.7999999999999999,0.06,-3,-1,-0.24999999999999997,18,23,8,5,1,2,15,-1,7,3,2,4,-2,-5,1,-2,0,-1.6
0.37,2018_2019,2,2018-10-27,1,Celta Vigo,0,0,0.24,1978,61,19,9,5,5,83,1,6,2,64,64,1,9,12,2,0,0.8,1,1,0.4,1948,60,18,6,8,4,73,1,8,6,66,63,2,7,10,2,0,1.7,-1,0,-0.35,-5,13,7,4,2,1,3,0,-2,1,11,20,0,0,-2,0,-1,0.20000000000000007,0.010000000000000009,-2,-1,-0.10999999999999999,12,12,6,2,2,2,7,-1,-1,6,10,26,1,-10,3,-3,0,0.19999999999999996
0.36,2018_2019,2,2018-10-27,1,Girona,0,0,0.19,1891,45,12,2,5,5,76,0,6,0,66,48,8,15,14,1,0,2.4,1,1,0.46,1793,33,11,3,4,4,76,1,5,0,72,33,3,14,9,1,0,1.6,-2,-2,0.24999999999999997,-12,-6,2,-1,1,2,5,-2,2,-4,-2,-13,7,6,-2,-2,0,-0.29999999999999993,0.010000000000000009,0,1,0.03999999999999998,-9,-32,1,0,2,-1,-1,1,-1,-2,-5,-8,2,0,-14,-2,-1,0.9
0.37,2018_2019,2,2018-10-28,1,Alaves,1,0,0.34,2010,38,9,2,3,4,74,1,2,0,61,35,9,12,9,3,0,1.9,1,0,0.29,1991,53,18,6,5,7,82,4,8,0,66,50,4,16,8,3,0,1.3,0,0,-0.13,15,8,1,-2,0,3,6,-2,-2,0,-5,-14,4,-8,0,2,0,-0.20000000000000007,0.07,0,-1,0.03999999999999998,-10,8,5,0,2,3,-2,3,5,-2,-5,-10,-5,8,-4,1,0,0.3999999999999999
0.35,2018_2019,2,2018-10-28,1,Getafe,2,0,0.27,1961,34,5,2,2,1,60,1,2,4,45,57,2,25,13,5,0,2.2,0,0,0.37,1977,63,20,4,6,10,88,0,9,3,58,50,1,7,10,0,0,0.5,2,0,0.12999999999999998,-14,-20,-10,-2,-4,-4,-10,1,-8,2,-20,16,0,8,-4,2,-1,-0.6000000000000001,0.03999999999999998,0,0,-0.48,-2,0,15,4,3,8,1,0,5,3,-20,15,-2,-3,-6,-2,0,0.6000000000000001
0.31,2018_2019,2,2018-10-28,1,Sevilla,2,0,0.06,2092,47,19,6,8,5,82,1,7,4,88,40,5,16,10,1,0,1.7,0,0,0.63,1786,53,10,2,5,3,81,0,6,1,82,46,0,21,14,3,0,0.8,0,-1,0.38,5,-5,7,3,0,4,-1,-2,-1,2,19,-15,1,2,1,-2,0,0.40000000000000013,0.030000000000000027,0,0,-0.04999999999999999,-6,-4,-1,1,-2,0,0,-1,4,0,26,-15,-2,8,6,1,0,-0.19999999999999996
0.31,2018_2019,1,2018-11-03,1,Leganes,0,0,0.53,1865,57,21,6,12,3,82,1,2,2,61,55,2,14,12,2,0,1.3,2,1,0.16,2197,61,14,4,7,3,84,0,10,3,79,55,0,10,5,2,0,0.4,-1,0,-0.16999999999999998,7,16,14,1,10,3,6,1,1,1,-13,-5,-1,1,4,0,0,0.3999999999999999,0.04999999999999999,1,1,-0.12,-32,14,-1,0,2,-3,4,-1,2,3,29,5,-5,1,-10,1,0,0.0
0.33,2018_2019,2,2018-11-03,1,Real Madrid,1,0,0.05,2225,46,15,4,9,2,84,2,2,4,52,43,3,14,17,2,0,2.2,1,0,0.62,1894,55,15,2,10,3,86,1,5,5,42,46,2,16,14,4,0,0.9,0,0,0.35000000000000003,-16,-23,-18,-8,-4,-6,-5,1,-13,0,-9,-24,3,4,-2,1,0,-0.7999999999999998,0.10999999999999999,0,-1,-0.14,15,18,9,0,7,2,10,0,-1,1,-14,-3,-2,6,7,0,0,0.7000000000000001
0.31,2018_2019,0,2018-11-03,1,Valencia,0,0,0.12,2039,47,11,3,3,5,73,2,2,5,78,45,2,22,24,5,0,2.3,2,2,0.58,1902,44,14,6,8,0,80,3,4,3,52,58,4,11,16,1,1,0.3,-1,0,0.21000000000000002,-5,-11,-7,-1,-6,0,-10,1,-9,3,28,6,-2,13,11,4,0,-0.8,0.07,2,2,-0.29,5,-1,2,4,3,-5,3,3,-2,3,-13,9,-4,-4,2,0,1,1.5
0.36,2018_2019,0,2018-11-03,1,Rayo Vallecano,1,0,0.57,1793,55,14,5,6,3,81,1,7,2,40,41,4,16,11,3,0,1.6,5,2,0.08,2330,53,13,8,3,2,87,4,4,2,84,56,3,17,14,2,0,1.9,0,-1,0.09000000000000002,1,21,3,2,2,-1,4,0,2,2,-32,8,1,2,2,2,0,0.30000000000000004,-0.010000000000000009,1,0,0.12,10,0,-10,-1,-6,-3,0,1,-1,1,20,-3,-2,7,0,2,0,0.5
0.38,2018_2019,1,2018-11-04,1,Real Betis,0,0,0.18,1972,69,7,3,3,1,85,1,4,2,52,45,3,14,8,2,0,1.7,4,2,0.45,1987,39,10,6,2,2,64,0,2,1,76,45,5,9,7,0,0,2.1,0,0,0.22999999999999998,3,6,-13,-1,-3,-9,-3,1,-5,-1,-6,-4,2,7,-2,2,0,-0.4,0.019999999999999962,4,2,0.07999999999999999,-13,-21,-9,-3,-3,-3,-19,-1,-4,-1,11,-18,4,0,-5,-2,0,-0.09999999999999998
0.36,2018_2019,2,2018-11-04,1,Eibar,0,0,0.22,1918,60,17,5,12,0,78,1,8,2,64,54,2,8,9,0,0,1.5,2,0,0.42,2011,47,19,6,10,3,74,2,8,1,56,56,1,11,11,1,0,0.6,-1,-1,0.09000000000000002,-4,0,-1,-1,4,-4,5,0,0,-4,-2,-9,0,1,-1,-2,0,-0.19999999999999996,0.0,1,0,-0.12999999999999995,13,8,10,4,7,-1,0,1,6,1,-4,20,-8,-1,2,-2,0,0.9999999999999999
0.37,2018_2019,1,2018-11-04,1,SD Huesca,1,0,0.4,1784,37,11,2,6,3,72,1,2,5,85,47,2,14,8,3,0,1.3,2,0,0.23,1977,30,15,6,5,4,66,2,6,5,60,54,3,9,13,1,0,0.5,1,0,0.24,-10,-15,1,0,1,0,-9,1,-4,4,3,1,2,-7,-6,0,0,0.4,-0.06,0,0,-0.019999999999999962,9,-3,10,4,3,3,5,1,4,1,14,-3,1,-16,0,-4,0,1.7000000000000002
0.4,2018_2019,1,2018-11-04,1,Real Sociedad,0,0,0.32,1980,38,7,0,5,2,74,0,1,0,60,44,2,7,9,1,0,0.6,2,0,0.28,2094,62,14,4,7,3,82,3,4,2,78,52,1,9,13,2,0,0.4,0,0,0.41999999999999993,-5,-15,-7,-8,1,0,-6,0,-6,-3,-4,-6,0,-7,-6,-2,0,-0.3,-0.06,0,0,-0.45,-1,15,-5,-2,-1,-2,0,2,-3,-2,-9,11,-4,-7,3,1,0,-0.5000000000000002
0.35,2018_2019,1,2018-11-04,1,Villarreal,1,1,0.13,1980,52,10,2,6,2,76,0,4,7,69,43,4,11,11,1,0,1.2,2,1,0.52,1957,42,9,4,3,2,72,3,3,0,80,44,6,12,12,2,0,0.5,0,1,-0.13,11,0,-8,-4,1,-5,-6,-4,-4,7,2,-6,0,-5,3,-2,0,-0.5999999999999999,0.02999999999999997,0,-1,-0.43000000000000005,18,12,3,2,0,1,2,2,2,-5,0,12,-5,-7,4,0,0,-0.7
0.35,2018_2019,2,2018-11-05,1,Espanyol,1,1,0.22,2003,44,10,3,3,4,79,0,2,4,76,53,1,16,16,2,0,1.5,0,0,0.43,1922,53,13,2,8,3,76,1,5,0,69,54,3,25,21,2,0,0.5,-1,0,0.020000000000000018,10,-2,4,1,-1,4,1,-3,-2,0,13,0,-1,2,-5,-1,0,-1.2,-0.020000000000000018,-1,0,0.03999999999999998,-1,-13,2,-2,2,2,-6,1,1,-4,-2,-12,1,16,8,1,0,-0.6000000000000001
0.39,2018_2019,0,2018-11-09,1,Levante,1,0,0.3,1960,41,13,2,5,6,76,1,5,2,75,51,3,10,13,3,0,1.3,0,0,0.3,1980,51,11,1,5,5,82,2,7,1,68,51,1,8,17,1,0,1.2,-1,-1,0.29000000000000004,3,0,4,-2,2,4,4,-2,2,2,-5,7,-3,-2,1,1,0,-0.8,-0.010000000000000009,0,0,-0.25999999999999995,-1,12,4,1,0,3,7,2,6,1,8,7,-1,1,8,0,0,0.3
0.28,2018_2019,2,2018-11-10,1,Atletico Madrid,1,0,0.1,2205,54,9,4,4,1,75,0,7,2,56,45,2,12,18,2,0,1.1,0,0,0.62,1917,58,10,2,5,3,81,1,1,2,55,55,2,13,14,3,0,1.9,-1,-1,0.04000000000000001,6,-6,-5,0,-3,-2,-8,0,-3,-1,-22,-10,2,2,13,0,0,-0.9999999999999999,0.010000000000000009,0,0,0.14,1,5,-3,0,-3,0,4,0,-4,2,-14,0,-1,-12,-7,1,0,-0.19999999999999996
0.36,2018_2019,0,2018-11-10,1,Getafe,1,0,0.32,1974,46,8,2,4,2,57,0,2,8,63,58,6,13,18,3,0,1.5,0,0,0.32,2038,53,27,9,12,6,82,2,11,3,58,68,2,14,12,4,0,2.2,-1,0,-0.04000000000000001,16,15,-7,-4,-1,-2,-8,-2,-4,3,3,4,3,4,5,2,0,-1.7000000000000002,0.020000000000000018,0,0,-0.21000000000000002,-1,6,16,6,9,1,8,0,9,-2,-20,23,0,-8,-12,-1,0,1.7999999999999998
0.36,2018_2019,1,2018-11-10,1,Girona,1,0,0.23,1918,46,5,3,1,1,79,0,2,1,64,31,9,13,14,4,0,0.4,1,0,0.42,1871,45,8,3,4,1,71,0,4,0,66,55,3,18,12,4,0,1.1,-1,-2,0.38999999999999996,11,2,-9,-3,-7,1,0,-3,-2,-2,11,-26,5,2,-2,3,-1,-2.1,-0.04999999999999999,1,0,0.12000000000000005,-13,-12,-13,-3,-8,-2,-11,-1,2,-2,5,0,1,4,0,2,0,-0.09999999999999987
0.37,2018_2019,1,2018-11-10,1,Real Valladolid,0,0,0.26,1892,41,12,2,6,4,80,2,6,0,72,37,5,7,14,0,0,0.5,2,0,0.37,1928,72,22,7,9,6,83,0,12,0,50,52,2,11,7,4,1,1.1,-1,0,0.22999999999999998,8,-13,-3,0,-4,1,-5,1,1,-5,29,-8,3,-9,0,-4,0,-0.20000000000000007,-0.019999999999999962,2,0,-0.18000000000000002,-30,11,5,2,-3,6,4,-1,4,-2,-14,-1,0,3,-2,4,1,-0.19999999999999996
0.37,2018_2019,2,2018-11-11,1,Alaves,1,1,0.18,2001,28,9,3,5,1,58,1,1,6,52,47,5,7,10,0,1,1.3,1,0,0.45,1787,53,18,7,5,6,62,1,10,7,88,41,1,18,13,5,0,0.9,-1,1,0.07999999999999996,1,-19,-10,-3,-5,-2,-15,-1,-7,5,-3,-8,4,-4,-1,-1,1,-1.2999999999999998,-0.010000000000000009,0,0,-0.22999999999999998,-2,16,7,5,-1,3,-10,0,8,2,2,-6,-1,4,5,2,0,0.5
0.33,2018_2019,0,2018-11-11,1,Barcelona,3,1,0.06,2326,69,10,5,4,1,87,4,1,2,60,70,3,11,23,2,0,3.8,3,1,0.61,1969,59,14,6,7,1,84,3,4,0,60,65,5,12,9,4,0,2.3,-2,-1,-0.13,11,16,-3,-3,1,-1,0,0,-3,0,-23,14,0,-6,9,0,0,-1.1,-0.04999999999999999,3,1,-0.19,-5,-10,7,3,4,0,-1,2,0,-2,7,19,2,-2,1,2,0,1.2
0.41,2018_2019,0,2018-11-11,1,Celta Vigo,3,0,0.45,1989,40,15,8,4,3,77,3,4,5,55,34,3,11,11,2,0,0.9,2,0,0.14,2240,58,17,8,5,4,90,1,8,4,57,62,2,14,6,1,0,2.5,-1,-2,0.21000000000000002,9,1,5,2,2,1,13,3,2,4,-20,-10,-2,2,4,2,0,1.3,0.010000000000000009,1,0,-0.34,-8,11,2,4,-4,2,5,-1,6,0,5,18,-1,0,-11,-1,0,0.10000000000000009
0.37,2018_2019,2,2018-11-11,1,Sevilla,0,0,0.18,2097,48,8,1,5,2,81,0,7,4,66,48,2,17,8,3,0,4.1,1,1,0.46,2008,41,8,3,5,0,77,4,2,0,62,44,2,15,13,1,0,0.8,-2,0,0.22000000000000003,2,-13,-6,-3,-2,-1,-1,-3,3,2,-11,-4,1,8,-5,1,0,-1.2999999999999998,0.09000000000000002,0,0,-0.04000000000000001,-15,-3,-2,0,2,-4,-1,4,0,-4,-13,-9,1,-1,-3,-1,0,1.0
0.39,2018_2019,1,2018-11-11,1,Rayo Vallecano,2,1,0.35,1792,30,11,5,6,0,77,1,3,4,80,29,2,23,11,4,0,2.3,1,0,0.26,1974,58,23,4,14,5,80,1,5,2,70,48,2,14,8,3,0,0.9,1,1,0.10999999999999993,0,-25,-3,0,0,-3,-3,0,-4,2,40,-12,-2,7,0,1,0,0.0,0.0,0,-1,-0.15999999999999998,-11,6,13,2,8,3,3,1,1,-5,1,4,-2,3,-3,2,0,-0.10000000000000009
0.35,2018_2019,2,2018-11-23,1,Leganes,0,0,0.25,1875,40,11,2,4,5,72,2,6,4,62,62,0,13,12,4,0,0.9,2,1,0.4,2004,50,13,5,4,4,72,2,5,2,66,59,1,20,13,3,0,0.4,-1,0,-0.11000000000000004,6,-4,3,-1,0,4,1,2,2,4,-4,7,-3,-5,0,0,0,-0.19999999999999996,0.04999999999999999,1,0,-0.24,-10,22,4,2,-1,3,13,1,4,-4,14,12,-4,13,3,3,-1,0.7000000000000001
0.38,2018_2019,1,2018-11-24,1,Atletico Madrid,3,0,0.35,2207,51,9,3,2,4,77,1,12,0,90,36,3,8,15,5,0,0.2,3,0,0.27,2307,54,20,5,10,5,85,3,10,2,53,52,4,13,10,2,1,0.6,2,0,-0.06,8,-3,0,-1,-2,3,1,1,5,-2,34,-8,1,-4,-3,3,0,0.7000000000000001,-0.02999999999999997,0,-1,-0.020000000000000004,-4,-15,10,0,6,4,-1,-1,9,0,-7,-18,1,2,-13,0,1,1.9
0.37,2018_2019,2,2018-11-24,1,Eibar,0,0,0.51,1930,49,16,6,7,3,76,1,4,1,72,55,1,15,14,2,1,2.8,4,1,0.13,2249,48,14,5,9,0,85,3,1,2,83,62,2,13,19,2,0,1.1,-2,0,0.15,10,-22,-6,-1,-2,-3,-7,1,-8,1,22,2,-1,4,7,-2,0,-0.3999999999999999,0.010000000000000009,2,1,0.09000000000000001,15,-9,-3,-3,4,-4,-5,2,-7,-2,25,0,0,-1,13,1,0,0.2999999999999998
0.38,2018_2019,1,2018-11-24,1,SD Huesca,1,1,0.25,1784,49,9,2,3,4,73,1,4,3,55,40,3,13,20,4,0,2.8,1,1,0.37,1942,47,17,2,7,8,79,1,6,3,68,57,1,17,12,6,0,1.0,0,1,0.04999999999999999,3,-4,-9,-5,-2,-2,11,0,-6,-4,-33,0,2,-5,7,-1,0,-0.4,0.0,0,1,-0.22000000000000003,3,5,4,0,2,2,3,0,1,1,-6,5,-2,7,-1,3,0,0.8
0.33,2018_2019,2,2018-11-24,1,Valencia,1,0,0.11,2049,62,7,3,4,0,79,4,4,3,40,47,3,8,19,3,0,1.9,2,1,0.56,1794,58,15,7,5,3,82,2,8,2,81,60,3,7,12,1,0,0.8,1,0,0.2,-1,9,-20,-6,-8,-6,-3,2,-7,0,-18,-21,1,-6,7,-1,0,-0.09999999999999964,0.04999999999999999,0,0,-0.21999999999999997,-1,28,4,2,-1,3,5,1,5,-2,1,30,1,-16,1,-3,0,0.6999999999999997
0.36,2018_2019,1,2018-11-25,1,Athletic Bilbao,2,1,0.22,1915,48,6,5,1,0,78,2,2,1,45,63,0,15,8,5,1,0.6,0,0,0.42,1963,37,17,3,12,2,65,2,6,7,75,52,2,23,8,1,1,2.0,2,1,0.19,-5,-9,-4,3,-4,-3,-3,1,1,-1,-9,8,-2,2,-6,2,1,1.4,-0.06999999999999995,-1,0,0.09,-3,-8,9,1,8,0,7,2,4,-1,11,-5,-4,10,-10,-2,1,1.0
0.33,2018_2019,0,2018-11-25,1,Espanyol,1,1,0.15,2003,48,14,7,5,2,81,0,3,2,47,51,8,10,17,2,0,2.4,0,0,0.52,1914,59,5,0,5,0,82,0,0,0,45,37,2,13,13,1,0,2.2,0,0,0.24000000000000002,5,7,6,4,0,2,3,-4,1,2,-14,7,6,-5,4,1,0,-0.7,0.020000000000000018,-1,0,-0.35,16,12,0,-3,4,-1,3,0,-2,-1,-18,5,-7,0,-1,-3,0,0.10000000000000003
0.38,2018_2019,2,2018-11-25,1,Villarreal,2,1,0.24,1972,41,11,5,4,2,81,1,4,8,66,40,5,12,6,1,1,0.9,4,2,0.38,1988,46,15,8,5,2,83,4,5,2,88,47,2,11,12,3,0,0.9,1,1,0.13,-6,-17,-12,1,-10,-3,1,0,-1,6,-3,-8,3,-2,-2,-2,1,-0.29999999999999993,0.040000000000000036,1,1,0.43,-3,-13,1,2,-2,1,-1,1,1,2,28,-17,-3,-1,3,-1,0,0.5999999999999999
0.38,2018_2019,2,2018-11-26,1,Real Sociedad,3,0,0.19,1998,52,15,4,5,6,80,2,4,4,66,42,1,12,17,1,0,1.9,2,0,0.43,1980,51,16,4,5,7,85,1,5,5,58,37,2,19,11,2,1,0.5,3,0,-0.020000000000000018,0,1,4,3,0,1,-1,0,-3,3,-2,-9,0,4,0,0,0,0.6,-0.010000000000000009,-1,0,0.0,2,10,1,-4,1,4,8,-2,1,0,3,2,-1,8,0,0,1,-1.2000000000000002
