draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.35,2020-07-11,2019_2020,0,0,Celta Vigo,1,0,0.28,1923,50,9,4,3,2,83,0,6,1,75,46,1,14,13,4,0,0.9,0,0,0.37,1929,43,8,2,2,4,64,0,8,1,77,53,5,17,7,5,0,1.4,0,-1,0.21000000000000002,-3,5,4,3,-1,2,11,0,4,-3,-15,7,-1,-6,-4,-1,0,0.2,-0.03999999999999998,0,0,0.030000000000000027,0,-5,2,0,0,2,8,-1,6,-2,47,4,4,-1,-10,0,0,-0.19999999999999996
0.29,2020-07-11,2019_2020,0,0,Real Betis,3,2,0.6,1947,56,14,8,5,1,75,2,5,3,61,46,3,9,17,1,0,1.1,1,1,0.11,2189,49,10,2,6,2,81,0,2,3,68,53,3,13,14,3,0,0.7,2,2,-0.15,3,1,4,5,-1,0,-5,1,-3,2,11,-14,3,-9,-2,-3,0,1.2000000000000002,0.0,-2,-1,0.13999999999999999,2,0,-5,-1,-1,-3,-3,-2,-2,1,1,9,2,-1,4,1,0,-1.5000000000000002
0.35,2020-07-12,2019_2020,2,0,Athletic Bilbao,1,1,0.23,2012,33,13,4,6,3,68,0,4,1,60,44,5,18,9,3,0,0.9,0,0,0.42,1941,54,14,2,5,7,80,1,5,2,35,38,3,20,10,1,0,1.1,1,1,-0.10999999999999999,-8,-10,6,3,2,1,-14,0,1,-2,2,-23,2,5,1,-1,0,0.6000000000000001,-0.020000000000000018,-1,-1,0.03999999999999998,-1,8,5,-2,2,5,0,0,1,2,-14,-16,1,3,0,-2,0,0.0
0.32,2020-07-12,2019_2020,0,0,Real Mallorca,2,1,0.58,1828,45,15,5,9,1,78,0,1,0,38,61,2,11,19,3,0,0.4,2,0,0.1,2090,67,20,7,7,6,83,2,7,0,75,55,3,9,18,2,0,1.7,2,1,-0.4,-2,-6,2,4,3,-5,-3,0,-4,-1,-31,5,2,0,6,2,0,0.5,0.10000000000000003,1,0,0.18999999999999997,4,4,12,4,3,5,-1,-1,-4,-2,15,-4,1,-2,3,0,0,0.3999999999999999
0.34,2020-07-16,2019_2020,0,0,Real Valladolid,0,0,0.42,1889,35,13,4,6,3,81,1,4,0,62,23,5,15,13,2,0,2.0,2,2,0.23,1920,27,11,6,4,1,59,0,2,1,56,37,3,14,9,2,0,2.7,-1,0,0.13999999999999996,-5,-5,2,-1,2,1,0,1,2,-3,3,1,3,10,4,2,0,0.7,-0.010000000000000009,2,2,-0.03999999999999998,-3,-30,7,5,3,-1,-2,0,-6,0,0,-10,2,-7,-2,-1,0,1.8
0.37,2020-07-16,2019_2020,2,0,Levante,1,0,0.48,1930,56,5,1,2,2,80,1,2,2,28,33,3,11,13,0,0,1.5,1,1,0.15,1916,47,12,3,7,2,70,1,4,1,71,43,3,11,8,2,0,1.6,1,0,0.04999999999999999,-17,1,-9,-1,-3,-5,0,0,-3,0,-6,-5,0,-9,3,-1,0,0.0,-0.050000000000000044,0,1,-0.16999999999999998,5,-3,3,-1,4,0,-12,1,-2,0,-3,-2,2,-3,-5,-2,0,0.5
0.38,2020-07-16,2019_2020,2,0,Granada,1,0,0.39,1968,38,13,4,7,2,79,1,5,0,82,47,3,18,17,2,0,0.9,0,0,0.23,1825,36,14,5,4,5,76,0,6,0,66,59,3,7,11,2,0,1.3,-2,-2,0.020000000000000018,14,6,9,1,7,1,22,1,2,-1,36,10,0,5,6,-1,0,0.30000000000000004,0.019999999999999962,-2,-1,0.35,17,-8,-1,0,-5,4,-2,0,5,0,28,-2,1,-4,-8,-1,0,-0.9
0.39,2020-07-16,2019_2020,1,0,Sevilla,2,1,0.34,2093,63,14,5,4,5,85,1,5,4,55,40,5,14,5,3,0,0.7,2,0,0.28,2024,47,11,6,2,3,81,3,10,1,50,62,2,11,10,2,0,0.8,0,1,-0.18999999999999997,11,-3,-6,-2,-3,-1,2,-1,-2,4,-20,-14,2,5,-13,1,0,0.0,-0.02999999999999997,0,0,0.19999999999999998,-14,-20,-8,1,-6,-3,-3,2,1,-2,-3,0,2,-1,-2,1,0,-0.19999999999999996
0.36,2020-09-26,2020_2021,1,0,SD Huesca,0,0,0.43,1793,70,5,1,3,1,85,0,2,4,68,56,2,18,23,3,0,0.9,1,0,0.21,1979,49,9,3,4,2,81,0,6,0,66,65,4,13,11,1,0,0.6,-1,-1,-0.29000000000000004,7,36,-5,-2,-1,-2,10,-1,-4,0,1,6,-1,-4,15,2,0,-0.3,-0.009999999999999953,-3,-2,0.11999999999999997,10,5,-5,-5,0,0,0,-3,3,-4,-14,9,-2,4,-2,0,0,-1.4
0.35,2020-09-27,2020_2021,1,0,Celta Vigo,2,1,0.32,1918,51,23,6,10,7,81,2,6,2,60,34,2,12,13,3,0,1.3,0,0,0.33,1884,43,9,2,3,4,75,0,3,4,46,37,4,10,16,0,0,1.5,2,1,-0.09000000000000002,3,1,17,3,7,7,24,0,3,-3,-6,-3,1,-1,-1,-1,0,1.4,0.020000000000000018,-1,-1,0.10999999999999999,1,3,1,-1,-2,4,9,-1,-2,3,-12,-7,3,-5,0,-4,0,-0.4
0.32,2020-10-01,2020_2021,2,0,Cadiz,1,0,0.55,1776,24,12,5,6,1,61,2,6,0,63,57,2,9,13,4,0,0.2,2,1,0.13,1985,51,9,5,3,1,62,0,4,4,60,57,0,12,14,1,0,0.6,-1,-1,0.06,21,-5,6,1,4,1,0,1,5,0,2,13,2,-14,-3,1,0,-0.09999999999999987,0.009999999999999953,2,1,-0.020000000000000018,-10,-8,0,3,-4,1,-14,0,2,4,14,3,0,2,6,-3,0,0.09999999999999998
0.36,2020-10-03,2020_2021,1,0,SD Huesca,0,0,0.28,1807,36,9,3,4,2,76,0,5,1,56,47,2,13,8,1,0,1.6,1,1,0.36,1781,38,5,2,1,2,66,0,2,1,64,51,4,14,9,2,0,0.1,-1,0,0.13999999999999996,7,-15,-8,-1,-5,-2,-6,0,1,-2,-8,-8,1,-7,-6,0,0,0.0,-0.03999999999999998,1,1,0.020000000000000018,-10,-1,0,0,-1,1,-10,-2,0,0,-2,15,0,3,-3,-1,0,-0.6
0.36,2020-10-04,2020_2021,0,0,Celta Vigo,0,0,0.32,1912,43,10,3,2,5,81,0,3,1,58,54,2,22,10,5,0,0.5,1,1,0.32,1933,41,8,4,4,0,62,1,3,2,53,48,2,15,14,2,0,1.2,-1,-1,0.18,2,-2,5,2,-1,4,9,-2,2,-1,-1,-13,-1,5,-14,1,0,-0.8,0.020000000000000018,1,1,-0.19,-7,-3,-2,1,-2,-1,6,0,2,-1,16,-7,1,2,-5,0,0,0.19999999999999996
0.34,2020-10-04,2020_2021,0,0,Athletic Bilbao,0,0,0.28,1968,72,13,4,7,2,83,0,5,6,55,53,1,15,14,3,0,0.6,1,1,0.39,1858,41,8,3,5,0,75,2,0,2,35,70,2,13,10,2,0,0.6,-2,-1,-0.16999999999999998,11,21,4,-1,4,1,21,0,1,2,-4,-3,1,3,0,2,0,0.0,-0.02999999999999997,1,1,0.12,1,-5,-1,3,-3,-1,21,-1,-1,0,-36,7,-2,0,-3,0,0,-0.19999999999999996
0.31,2020-10-17,2020_2021,2,0,Atletico Madrid,0,0,0.17,2173,54,14,1,7,6,87,0,9,4,63,38,2,11,7,1,0,1.4,0,0,0.52,1902,60,9,3,5,1,78,0,5,3,68,56,2,10,18,3,0,1.9,0,0,0.039999999999999994,-7,-8,-2,-1,0,-1,0,-3,2,2,-3,-14,-1,1,-5,1,0,-1.0,0.02999999999999997,0,0,-0.18,-8,17,-1,0,3,-4,-2,0,2,2,10,1,0,-12,8,-2,0,0.0
0.35,2020-10-18,2020_2021,0,0,Levante,0,0,0.43,1949,45,11,4,6,1,80,1,4,3,36,46,1,14,6,2,0,0.3,0,0,0.22,1958,59,8,0,7,1,73,1,6,3,61,53,2,17,18,3,0,2.3,0,0,-0.06000000000000005,-3,10,8,3,4,1,5,1,0,2,-13,7,0,-3,-8,0,0,0.3,0.03999999999999998,0,0,0.15000000000000002,-17,-13,-5,-4,0,-1,-10,1,1,-3,5,0,1,2,4,0,0,0.0
0.37,2020-10-18,2020_2021,0,0,Valencia,0,0,0.48,1965,46,5,2,1,2,81,1,4,5,30,60,6,11,13,2,0,0.6,0,0,0.15,2042,45,6,2,4,0,84,0,1,0,54,61,1,7,11,2,0,1.5,-1,0,-0.16999999999999998,15,11,-4,-3,0,-1,10,0,1,1,-4,14,3,-4,-2,-3,0,-0.4,0.0,-3,-2,0.36,5,-13,-4,-4,0,0,1,-3,-1,-4,-25,31,-1,-4,-2,2,0,-1.9999999999999998
0.39,2020-10-24,2020_2021,2,0,Real Madrid,0,0,0.39,2180,74,14,2,8,4,87,1,5,6,66,42,3,7,5,2,0,3.0,0,0,0.22,2234,72,7,1,5,1,86,1,2,3,35,67,3,10,20,3,0,1.8,-2,-1,-0.06999999999999999,9,19,1,-1,2,0,3,-2,-2,5,8,-10,-1,-1,-9,1,0,-1.2000000000000002,-0.08000000000000002,-1,-1,0.03,-5,18,-5,-4,0,-1,-1,0,-4,3,-47,30,3,-1,2,2,0,-0.30000000000000004
0.32,2020-10-24,2020_2021,0,0,Real Betis,0,0,0.55,1927,55,7,1,4,2,77,0,6,2,75,58,2,11,18,2,0,1.1,2,1,0.13,2173,47,9,4,4,1,80,2,4,0,50,50,5,18,16,4,0,1.4,-2,-1,-0.010000000000000009,22,2,-10,-7,-2,-1,-5,-3,-1,2,3,19,0,-3,7,0,0,-1.6,0.010000000000000009,2,1,0.020000000000000018,-6,-6,-5,3,-3,-5,-7,2,-5,-4,-13,11,3,7,9,3,0,0.7999999999999999
0.31,2020-10-25,2020_2021,2,0,Granada,1,0,0.5,2040,51,13,3,2,8,79,1,5,2,82,45,3,16,10,4,0,1.1,1,0,0.19,2004,27,9,4,4,1,58,1,7,1,57,32,1,20,8,4,0,0.9,0,-1,0.14,-3,-7,0,-2,-2,4,0,0,0,1,30,5,0,0,-5,2,0,0.7000000000000001,0.010000000000000009,1,0,0.06,-11,-19,4,3,2,-1,-5,1,2,-2,-4,-13,-2,7,-12,1,0,1.3
0.38,2020-10-26,2020_2021,1,0,Celta Vigo,0,0,0.35,1894,52,15,5,8,2,79,3,8,1,35,50,2,16,18,3,0,0.8,0,0,0.27,1939,48,6,1,3,2,77,0,3,2,68,30,2,10,11,1,0,1.2,0,0,0.2,-10,-8,6,2,3,1,0,3,3,-2,-32,-6,0,6,0,0,0,1.4,-0.04999999999999999,0,0,-0.07,-9,3,-5,-3,-3,1,-3,-1,-1,-1,32,-16,1,-4,5,-1,0,-0.2
0.32,2020-10-30,2020_2021,2,0,Cadiz,0,0,0.38,1819,23,5,0,4,1,64,0,0,1,50,51,2,14,6,2,0,1.0,1,1,0.3,1915,28,3,1,1,1,68,0,3,0,76,70,3,12,11,3,0,0.5,-1,-1,-0.25,19,-1,-9,-5,-5,1,7,-2,-11,0,-7,-5,0,9,-1,2,0,-1.4000000000000001,0.07,1,1,0.26000000000000006,-2,-24,-7,-5,0,-2,5,0,-3,-1,21,30,0,-2,-3,1,0,-0.09999999999999998
0.37,2020-10-31,2020_2021,1,0,Barcelona,1,1,0.11,2238,52,10,4,2,4,88,3,7,0,69,57,6,11,13,3,0,1.9,2,0,0.51,1866,56,14,4,8,2,78,2,4,3,75,63,1,7,9,0,0,1.2,1,1,0.04999999999999999,-9,-20,3,3,-3,3,2,2,5,-3,33,-10,3,1,-7,0,0,1.1,0.020000000000000018,2,0,0.23,-22,9,1,2,1,-2,-5,0,2,-1,15,6,0,-4,-2,-2,0,0.8
0.36,2020-11-01,2020_2021,1,0,Getafe,0,0,0.28,1992,65,10,1,3,6,69,2,6,3,72,48,1,19,23,4,0,2.4,1,0,0.36,1948,53,14,4,6,4,86,2,7,4,66,33,0,8,15,1,0,1.4,-1,0,-0.27,14,38,1,-3,-1,5,11,1,-1,2,15,16,0,-1,15,0,0,-0.7000000000000001,-0.06,0,-1,-0.19999999999999996,-5,15,3,1,1,1,3,1,0,2,33,-27,-4,0,2,0,0,1.0
0.43,2020-11-21,2020_2021,1,0,Real Madrid,1,1,0.25,2184,64,16,6,10,0,89,2,8,1,57,63,1,14,12,2,0,0.6,3,2,0.32,2084,55,9,5,2,2,76,3,3,3,58,46,3,11,18,4,0,1.7,-3,-1,0.03,11,5,3,0,7,-4,0,-3,2,-1,-3,27,0,-2,3,2,0,-0.9999999999999998,0.04999999999999999,1,0,0.20999999999999996,12,-4,-2,0,-1,-1,-8,1,-3,0,16,-19,2,-2,7,3,0,0.4999999999999998
0.4,2020-11-21,2020_2021,0,0,Barcelona,5,1,0.27,2237,59,18,9,7,2,89,5,9,3,66,45,4,8,9,2,0,0.9,4,2,0.33,2191,67,17,7,5,5,91,4,2,3,58,64,3,10,9,1,0,0.5,4,1,-0.009999999999999995,-4,-19,-7,0,-1,-6,0,4,-5,0,-5,4,2,4,-7,-1,0,1.5,-0.010000000000000009,1,1,-0.08000000000000002,3,12,6,1,1,4,10,2,0,1,5,15,1,0,-1,-1,0,-0.6999999999999997
0.35,2020-11-28,2020_2021,1,0,Cadiz,0,0,0.28,1833,31,2,0,2,0,63,0,1,3,55,51,2,14,13,2,0,0.5,1,0,0.37,1811,56,11,5,1,5,85,1,4,1,76,50,4,11,15,4,0,0.1,0,0,-0.23000000000000004,-3,0,-8,-3,-4,-1,-14,0,-6,2,8,15,-1,5,4,1,0,-0.30000000000000004,0.12,0,-1,0.08000000000000002,-1,5,3,4,-4,3,0,0,1,1,12,0,-1,-7,4,1,0,-0.9
0.38,2020-11-29,2020_2021,0,0,Granada,1,0,0.41,2014,59,16,6,8,2,74,2,5,1,50,47,0,16,14,4,0,1.6,2,2,0.22,1880,42,10,7,2,1,79,3,2,1,55,48,6,20,13,2,0,4.2,1,0,-0.26,-10,32,14,5,7,2,9,2,5,0,-16,14,-7,5,7,3,0,0.7,-0.010000000000000009,1,1,0.29000000000000004,1,-5,-4,1,-5,0,-4,-1,-1,-2,13,-1,6,8,-5,-3,0,0.0
0.28,2020-12-05,2020_2021,0,0,Real Valladolid,1,0,0.62,1879,34,10,4,6,0,66,3,3,3,25,48,2,18,11,0,0,0.7,1,0,0.09,2199,66,14,6,7,1,85,1,7,1,76,46,3,15,12,5,0,1.2,-2,-1,-0.13,25,-5,1,1,1,-1,2,2,0,3,-33,-4,-3,4,-3,-3,0,0.30000000000000004,0.030000000000000027,0,-1,-0.16,-4,21,5,4,3,-2,0,0,-1,-1,22,4,-1,3,6,1,0,0.4
0.35,2020-12-06,2020_2021,1,0,SD Huesca,0,0,0.39,1804,32,5,1,2,2,69,0,1,0,63,27,3,14,8,4,0,1.5,1,1,0.26,1980,32,9,2,6,1,67,3,1,1,66,36,4,13,14,3,0,1.5,-1,-1,0.04999999999999999,6,-12,-1,-4,1,2,-1,0,-2,-3,5,-20,-3,-1,-6,1,0,-0.49999999999999994,0.0,0,1,0.17999999999999997,-23,-27,-7,-4,-2,-1,-7,1,-4,0,16,-11,4,-3,0,-1,0,0.10000000000000009
0.38,2020-12-06,2020_2021,2,0,Real Betis,0,0,0.31,1895,63,7,3,2,2,74,1,6,4,46,60,4,13,14,2,0,1.4,0,0,0.3,1931,28,10,5,3,2,78,4,3,2,40,53,6,12,7,0,0,0.4,0,0,-0.21,-12,3,0,2,2,-4,-10,1,3,0,1,21,-2,5,-1,2,0,0.29999999999999993,0.010000000000000009,-1,0,0.31999999999999995,-6,-26,-8,-2,-7,1,2,4,-1,0,-17,1,2,-2,-7,-2,0,0.5
0.35,2020-12-06,2020_2021,1,0,Real Sociedad,1,1,0.18,2071,54,8,4,2,2,79,0,4,1,71,53,1,18,12,5,0,1.4,2,1,0.47,1895,32,11,6,1,4,77,2,9,1,52,60,7,17,7,2,0,0.3,0,1,0.04000000000000001,3,-13,-6,0,-5,-1,-4,-3,-2,-4,-5,4,1,4,0,4,0,0.5,0.010000000000000009,0,-1,0.26999999999999996,0,-1,-2,3,1,-6,8,2,5,-2,-25,5,4,-4,-8,1,0,0.5000000000000002
0.36,2020-12-11,2020_2021,0,0,Osasuna,0,0,0.35,1910,47,10,0,5,5,72,0,2,5,47,57,3,16,12,3,0,1.9,0,0,0.29,1877,46,13,3,6,4,79,0,4,0,41,51,2,10,10,2,0,2.0,0,0,-0.3,-3,19,0,-5,2,3,-6,-4,-1,3,7,3,-3,4,5,3,0,-1.1,0.04999999999999999,-1,0,0.33,-1,11,3,-1,0,4,13,-3,1,-3,16,3,0,-8,-1,2,0,-0.9000000000000001
0.38,2020-12-12,2020_2021,0,0,Atletico Madrid,2,0,0.36,2220,53,15,4,8,3,82,2,4,3,50,48,3,10,10,4,0,0.7,1,0,0.26,2188,36,10,3,7,0,78,1,3,0,60,47,2,20,15,3,0,0.9,1,0,-0.08000000000000002,12,-13,1,-2,1,2,-2,1,-3,2,-26,1,0,-5,-2,-1,0,0.29999999999999993,-0.08999999999999997,0,0,0.22,-45,-30,-10,-6,-3,-1,-9,0,-9,-2,-40,7,-2,12,-1,1,0,-0.19999999999999996
0.4,2020-12-13,2020_2021,1,0,Villarreal,0,0,0.25,2080,57,12,3,6,3,88,0,4,2,22,52,0,16,13,3,0,1.2,2,0,0.35,1916,52,12,5,5,2,72,2,6,4,66,42,0,12,16,2,0,0.6,-1,-1,-0.29,7,12,2,1,2,-1,13,0,-1,-2,-27,5,-3,4,-4,0,0,-0.6,-0.06,2,0,0.13999999999999999,-20,-10,5,2,3,0,-1,1,0,0,20,-17,-4,-1,2,0,0,0.7
0.37,2020-12-15,2020_2021,0,0,Athletic Bilbao,2,0,0.5,1957,60,13,5,3,5,78,1,10,1,75,65,0,16,15,6,0,0.8,2,1,0.13,2200,56,11,3,3,5,89,0,3,0,65,38,1,7,15,1,0,2.2,2,0,0.04000000000000001,-22,10,3,5,-4,2,-1,1,6,1,5,14,-2,9,0,4,0,1.4,0.0,1,1,-0.04999999999999999,22,19,1,0,-4,5,11,-1,0,0,5,-9,-1,-13,0,-2,0,-0.6
0.23,2020-12-19,2020_2021,0,0,Elche,0,0,0.73,1809,67,9,1,5,3,85,0,6,1,58,45,4,16,15,4,0,0.6,0,0,0.05,2208,43,5,1,3,1,85,2,6,2,78,61,2,16,7,3,0,2.2,0,0,-0.18999999999999995,8,25,6,1,3,2,5,0,6,0,18,-2,1,3,0,2,0,0.5,0.009999999999999953,-2,0,0.27,21,-10,-10,-3,-5,-2,3,0,2,-1,28,13,-1,6,-3,-1,0,-0.5
0.38,2020-12-19,2020_2021,1,0,Valencia,2,1,0.54,1968,39,11,2,7,2,67,2,0,3,58,34,3,19,16,2,0,1.6,2,2,0.08,2207,53,14,4,7,3,83,1,2,4,45,53,4,18,14,3,0,2.3,2,1,0.010000000000000009,1,3,5,-2,5,2,20,0,0,-2,-16,-26,0,9,2,0,0,1.0,0.0,1,2,0.08000000000000002,2,-9,-10,-9,-1,0,-6,-2,-10,0,-34,5,1,14,-1,1,0,0.3999999999999999
0.37,2020-12-19,2020_2021,2,0,Villarreal,1,1,0.23,2078,53,7,2,4,1,83,2,8,2,50,44,4,14,13,3,0,2.3,2,2,0.4,1902,53,13,6,3,4,71,2,3,1,68,57,3,18,14,5,0,1.0,1,1,0.16999999999999998,-8,-4,-5,-1,-2,-2,-4,2,4,0,27,-7,4,-2,0,0,0,0.6,0.06,2,2,0.04999999999999999,-21,5,3,6,-2,-1,0,2,1,-4,21,0,0,2,2,2,0,1.5
0.39,2020-12-20,2020_2021,0,0,Real Betis,1,0,0.33,1926,46,11,5,3,3,83,0,4,1,33,55,1,13,14,2,0,0.8,1,1,0.28,1984,32,13,5,5,3,72,2,5,2,71,54,1,15,15,2,0,1.4,-1,0,0.03999999999999998,21,-5,-1,0,-2,1,10,-2,-2,-3,-33,13,1,1,-2,0,0,-0.7999999999999999,0.020000000000000018,-2,0,0.0,-4,-15,-2,-1,0,-1,-1,-1,1,1,9,4,-3,3,-1,0,0,0.10000000000000009
0.34,2020-12-20,2020_2021,2,0,Real Madrid,3,1,0.12,2204,68,18,5,9,4,92,4,6,5,80,64,3,8,8,1,0,2.2,1,0,0.53,1917,50,16,4,7,5,72,1,4,5,81,50,1,11,12,3,0,0.7,1,0,-0.13,12,11,7,2,6,-1,2,4,3,5,14,26,2,1,-7,0,0,1.3000000000000003,-0.010000000000000009,1,0,0.25,-1,-13,-3,1,-5,1,-2,1,-4,5,15,10,-3,-4,2,0,0,0.3999999999999999
0.37,2020-12-22,2020_2021,2,0,Sevilla,1,1,0.22,2120,59,14,3,7,4,84,1,7,1,38,34,4,14,9,3,0,1.8,2,1,0.41,1976,27,11,4,4,3,75,3,3,1,44,52,7,14,9,2,0,0.6,0,1,-0.11000000000000001,8,-15,6,3,2,1,-4,1,4,-3,8,-24,3,1,-4,0,0,1.2,-0.06,0,0,0.17000000000000004,3,-12,0,2,-3,1,7,1,3,-2,-13,18,4,-5,-7,0,0,0.10000000000000009
0.34,2020-12-23,2020_2021,0,0,Granada,2,2,0.58,1993,30,8,3,4,1,59,0,1,6,62,33,1,21,16,3,0,0.8,3,2,0.09,2212,66,11,5,3,3,83,5,4,5,66,62,2,7,10,0,0,1.8,1,1,0.020000000000000018,8,-1,-5,-2,-1,-2,-13,-2,-4,4,-8,-21,0,6,1,1,0,-0.20000000000000018,0.040000000000000036,0,1,-0.010000000000000009,4,-1,-7,0,-6,-1,-8,1,-2,0,-13,-2,-1,-1,2,-1,0,0.0
0.34,2020-12-23,2020_2021,0,0,Eibar,1,1,0.34,1909,33,10,3,6,1,71,1,4,2,62,37,1,11,7,1,0,1.0,0,0,0.32,1878,45,8,2,3,3,74,0,5,2,66,69,1,12,17,2,0,1.9,0,1,0.0,6,-17,-6,-1,-1,-4,0,0,0,-3,-19,-12,0,0,-5,-2,0,-1.0,0.010000000000000009,0,0,0.06,-10,11,5,1,2,2,9,0,3,0,-10,12,-1,-8,4,-2,0,0.49999999999999994
0.37,2020-12-23,2020_2021,0,0,Cadiz,0,0,0.43,1827,61,8,1,4,3,82,0,2,3,73,55,2,8,22,2,0,0.3,0,0,0.2,1917,69,14,1,6,7,80,1,10,2,30,66,1,16,20,4,0,0.4,0,0,-0.12,-10,22,-4,-1,-2,-1,5,-2,-3,1,9,-3,2,-1,-1,1,0,-0.19999999999999996,0.0,-1,0,-0.019999999999999962,10,22,3,-4,3,4,-2,1,6,1,-2,10,0,3,6,2,0,0.20000000000000007
0.34,2020-12-29,2020_2021,1,0,Real Valladolid,0,0,0.32,1885,38,12,5,7,0,85,1,4,4,60,42,7,12,10,1,0,0.5,0,0,0.34,1822,27,6,3,2,1,56,0,5,2,69,52,0,9,14,1,0,0.7,-1,0,-0.07999999999999996,8,-2,0,0,3,-3,9,0,-3,3,10,-22,5,2,-4,-3,0,-0.19999999999999996,0.10000000000000003,0,0,0.04999999999999999,-15,-33,-2,2,-2,-2,-26,0,3,-1,-4,-3,-2,1,-8,-1,0,-0.10000000000000003
0.39,2020-12-29,2020_2021,0,0,Real Betis,1,0,0.33,1922,72,6,1,2,3,84,0,5,3,75,47,3,18,8,1,0,2.8,1,0,0.28,1954,46,9,1,7,1,78,0,3,1,50,50,1,17,9,3,0,1.7,1,0,-0.13,-9,2,-8,0,-4,-4,4,-1,-5,1,44,-19,2,2,-12,-3,0,-0.4,-0.020000000000000018,-1,-1,-0.08000000000000002,11,1,-4,-4,4,-4,0,-1,0,0,-35,8,-3,-2,-5,1,0,-1.1
0.37,2020-12-30,2020_2021,0,0,Valencia,0,0,0.38,1967,30,10,4,2,4,69,0,3,0,50,41,2,11,15,3,0,1.5,0,0,0.25,1989,32,10,1,7,2,67,1,1,1,62,35,4,11,11,1,0,2.2,-2,-1,-0.13000000000000006,8,2,-1,0,-2,1,-6,-3,0,-1,5,-11,-5,-3,6,1,0,-1.0,-0.010000000000000009,-2,-2,0.29999999999999993,9,1,2,-2,3,1,8,1,0,-5,0,1,3,-10,-5,-2,0,-0.5999999999999999
0.3,2020-12-30,2020_2021,0,0,Getafe,1,1,0.6,1963,38,6,3,0,3,71,0,1,2,37,44,0,17,15,3,0,0.8,2,0,0.1,2223,40,8,3,2,3,77,1,5,0,50,50,1,17,18,3,0,1.1,-1,0,0.03999999999999998,15,0,0,-1,-1,2,4,-1,-3,1,-22,0,-1,-6,7,-4,0,-0.7,0.009999999999999953,-1,-1,0.21000000000000002,2,-7,-4,-3,-4,3,-10,-1,3,-1,20,-8,-1,4,5,2,0,-1.7000000000000002
0.37,2020-12-31,2020_2021,2,0,Real Sociedad,0,0,0.29,2040,59,6,1,3,2,82,0,5,2,50,50,1,20,16,3,0,1.6,1,1,0.34,1965,34,9,3,4,2,73,1,4,2,45,45,5,18,9,1,0,0.2,-1,-1,0.14,-11,4,-9,-4,-6,1,0,-2,1,1,8,-8,-2,6,-3,2,0,-1.5,-0.010000000000000009,-1,1,0.20999999999999996,6,-20,-1,0,-2,1,-13,0,-1,-1,-10,-18,4,9,-7,1,0,-0.5999999999999999
0.37,2021-01-02,2020_2021,1,0,Sevilla,2,1,0.21,2138,43,10,3,4,3,81,1,4,0,61,72,2,13,13,1,0,0.2,3,1,0.42,1916,61,19,7,7,5,84,1,6,3,60,56,1,14,8,2,0,2.1,1,1,0.04000000000000001,9,-26,-9,0,-10,1,-3,0,-1,-2,-1,14,-2,-4,2,-1,0,0.40000000000000013,0.0,2,1,0.13,5,-10,13,6,5,2,0,1,1,0,-15,8,-2,-4,0,1,0,2.4
0.32,2021-01-02,2020_2021,2,0,Real Valladolid,0,0,0.47,1886,64,7,1,3,3,78,0,6,4,52,55,3,13,12,2,0,1.2,0,0,0.2,1961,49,10,2,6,2,74,1,2,0,61,51,2,12,7,3,0,0.8,0,0,-0.19,-8,25,-5,-4,-4,3,-6,-1,2,0,-7,12,-4,1,2,1,0,-0.30000000000000004,-0.04999999999999999,-1,-1,0.27999999999999997,-4,11,4,-1,6,-1,3,1,1,-2,23,7,2,-5,-8,0,0,0.5
