date,season,fulltime_result,is_home,team,team_fulltime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_fouls_committed,team_xg,opponent_fulltime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_fouls_committed,opponent_xg,fd_team_fulltime_goals,fd_team_win_bet365_probs,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_clear_cut_chances,fd_team_xg,fd_opponent_fulltime_goals,fd_opponent_win_bet365_probs,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_clear_cut_chances,fd_opponent_xg
2018-03-11,2017_2018,2,1,Espanyol,1,0.33,1963,68,15,3,80,1,1,1,13,2.2,2,0.31,1962,60,14,5,85,1,8,2,10,0.8,0,-0.22999999999999998,-1,-4,3,0,0.7000000000000001,2,-0.13000000000000003,0,0,1,1,1.2999999999999998
2018-03-11,2017_2018,0,1,Las Palmas,1,0.38,1813,42,10,3,78,0,7,0,15,1.1,0,0.23,1964,62,14,5,81,0,7,4,14,2.6,0,-0.07999999999999996,-2,2,-5,-1,-1.2000000000000002,0,-0.22000000000000003,3,2,3,0,0.09999999999999998
2018-03-12,2017_2018,0,1,Alaves,1,0.24,1951,39,4,1,74,1,4,2,13,1.0,0,0.4,1903,60,9,4,86,0,0,2,11,1.2,0,0.3,-11,-4,-7,-2,-1.7999999999999998,0,0.18,0,-1,-1,0,-0.09999999999999998
2018-03-16,2017_2018,2,1,Levante,1,0.36,1848,55,11,3,68,1,7,3,16,1.5,1,0.27,1964,45,12,3,76,4,8,0,12,2.2,0,0.14,-3,-1,-1,0,-0.8999999999999999,0,0.16999999999999998,-4,0,-2,3,0.29999999999999993
2018-03-17,2017_2018,1,1,Deportivo La Coruna,0,0.16,1797,51,8,4,73,1,2,4,16,1.5,0,0.48,1800,55,9,3,81,0,7,2,15,0.3,-1,0.16999999999999998,1,1,-1,-2,-0.5,-1,-0.17000000000000004,-1,0,-2,0,0.7000000000000001
2018-03-17,2017_2018,0,1,Real Sociedad,1,0.16,1955,52,11,5,81,1,4,1,14,0.4,0,0.5,1905,44,13,3,59,3,4,2,14,0.8,-1,0.16,-3,0,-2,0,-1.0999999999999999,-1,-0.42999999999999994,9,-1,9,3,0.7999999999999999
2018-03-17,2017_2018,2,1,Valencia,2,0.11,2054,38,10,5,73,2,3,4,15,2.8,1,0.56,1930,48,10,1,72,1,6,5,18,1.2,0,0.3,-2,-1,0,1,0.0,0,-0.24,6,0,6,0,0.5
2018-03-18,2017_2018,2,1,Barcelona,2,0.05,2350,75,20,9,90,4,5,4,9,2.4,2,0.62,1976,44,13,5,67,1,3,2,12,0.7,1,-0.11000000000000001,4,4,4,4,1.2000000000000002,2,-0.29,3,2,1,0,0.20000000000000007
2018-03-18,2017_2018,1,1,Celta Vigo,0,0.11,1989,54,9,2,83,1,4,1,10,1.6,0,0.54,1795,24,6,2,64,1,2,1,15,0.3,-2,0.45999999999999996,-5,-4,0,0,-0.5,0,0.2,2,1,1,0,0.09999999999999998
2018-03-18,2017_2018,2,1,Leganes,0,0.41,1889,55,12,1,77,1,6,6,14,1.3,0,0.23,2068,61,21,5,83,0,7,4,15,0.5,-2,0.22000000000000003,2,-2,5,-1,0.09999999999999998,-2,0.06,3,-3,4,-5,-0.6999999999999997
2018-03-18,2017_2018,2,1,Real Madrid,2,0.05,2325,54,12,6,78,3,6,3,7,3.4,2,0.66,1934,48,9,6,75,0,2,0,17,1.4,-1,0.06999999999999999,-2,0,0,0,-0.10000000000000009,0,-0.33999999999999997,5,3,0,0,0.6
2018-03-18,2017_2018,2,1,Villarreal,2,0.45,1977,45,11,4,77,2,3,7,17,1.3,3,0.22,2239,45,7,3,78,2,6,3,14,1.1,2,0.05000000000000002,-3,-1,-1,2,1.9000000000000001,3,-0.36,1,2,0,2,1.0
2018-03-31,2017_2018,1,1,Athletic Bilbao,0,0.23,1974,40,10,3,76,1,5,3,14,1.7,0,0.4,1982,53,11,3,72,2,4,2,17,0.5,-2,0.42,-3,-2,-3,0,-0.20000000000000007,0,-0.45999999999999996,2,1,1,1,0.40000000000000013
2018-03-31,2017_2018,1,1,Girona,3,0.14,1932,34,10,6,83,3,8,1,13,0.8,2,0.53,1858,32,6,3,61,1,4,2,11,1.8,1,0.52,1,0,3,3,0.3999999999999999,1,-0.14,-5,0,-4,0,0.5
2018-03-31,2017_2018,0,1,Las Palmas,1,0.58,1803,53,8,1,76,0,3,4,12,0.9,6,0.07,2327,65,20,14,91,6,6,3,13,3.8,1,0.09999999999999998,-1,-2,3,0,-0.8,4,-0.06999999999999999,8,8,0,3,1.7
2018-03-31,2017_2018,1,1,Sevilla,1,0.46,2056,64,10,4,81,0,4,4,11,2.6,2,0.16,2352,59,17,9,84,3,6,1,7,1.7,1,0.010000000000000009,-11,-1,-7,0,-1.1,0,-0.009999999999999995,-3,0,-2,-1,0.2999999999999998
2018-04-01,2017_2018,2,1,Atletico Madrid,1,0.06,2225,37,8,2,78,0,4,5,16,1.7,1,0.65,1794,46,13,3,72,2,8,0,24,1.3,-2,0.12,1,-1,1,-2,-0.09999999999999987,1,-0.32999999999999996,5,-1,7,1,0.7
2018-04-01,2017_2018,1,1,Eibar,1,0.27,1954,67,13,5,78,3,5,3,11,0.9,1,0.33,1941,67,8,2,78,1,7,3,13,0.6,0,-0.20999999999999996,1,2,1,-1,1.0000000000000002,0,-0.15,-3,-3,-1,0,-0.4
2018-04-01,2017_2018,1,1,Espanyol,2,0.23,1955,47,18,7,79,2,6,2,18,0.7,1,0.42,1924,39,16,4,78,2,2,2,14,0.7,1,0.04999999999999999,3,4,1,1,0.6000000000000001,0,0.32000000000000006,6,3,1,1,0.19999999999999996
2018-04-01,2017_2018,0,1,Leganes,2,0.41,1901,35,11,6,71,2,5,1,14,0.8,3,0.22,2060,60,24,10,87,4,9,2,8,0.1,2,-0.050000000000000044,-1,5,-5,1,0.30000000000000004,1,-0.3,14,5,8,2,1.4999999999999998
2018-04-01,2017_2018,2,1,Malaga,0,0.4,1802,46,5,0,72,1,5,4,24,1.6,2,0.24,1991,62,17,5,87,1,5,0,13,0.5,0,-0.09999999999999998,-1,-2,0,0,-0.39999999999999997,0,0.22,6,1,3,-1,-1.3
2018-04-02,2017_2018,0,1,Getafe,2,0.21,1919,32,9,5,63,1,1,4,21,1.7,3,0.41,1939,51,10,4,76,2,2,1,17,0.8,2,0.32999999999999996,-4,2,-7,-2,-0.8999999999999999,3,-0.10999999999999999,1,0,1,2,0.7999999999999999
2018-04-06,2017_2018,2,1,Deportivo La Coruna,0,0.22,1793,48,10,2,83,2,7,0,15,2.4,1,0.42,1815,41,14,3,76,2,3,5,17,0.6,-1,0.49,-3,-1,-3,0,-0.19999999999999996,1,-0.14,9,3,1,1,1.3
2018-04-07,2017_2018,2,1,Alaves,0,0.28,1928,42,13,4,71,0,5,3,12,1.2,0,0.37,1907,33,8,4,70,1,4,4,21,0.9,-1,-0.14000000000000007,-3,0,-4,-2,-0.5,-2,-0.29000000000000004,-1,-1,2,0,0.8999999999999999
2018-04-07,2017_2018,2,1,Barcelona,2,0.04,2354,60,20,9,87,0,9,3,7,2.4,0,0.67,1893,48,8,1,78,1,5,2,14,0.6,0,0.11,3,0,1,-3,-0.7,-2,0.0,-3,-5,-2,-1,-0.5
2018-04-07,2017_2018,2,1,Celta Vigo,1,0.25,1985,55,13,3,78,0,5,3,10,1.8,2,0.37,2053,39,21,6,83,2,5,4,11,2.0,1,0.29000000000000004,2,0,-2,-2,-1.1,1,0.23,11,2,6,2,2.1
2018-04-08,2017_2018,2,1,Levante,1,0.2,1863,51,15,6,77,3,7,2,12,1.8,0,0.42,1800,50,17,3,85,0,3,0,11,1.3,-1,0.17000000000000004,9,3,4,2,0.30000000000000004,-1,0.09999999999999998,9,2,5,0,0.6000000000000001
2018-04-08,2017_2018,1,1,Real Madrid,3,0.17,2363,49,17,7,83,4,4,4,17,2.1,1,0.46,2231,51,15,3,85,0,10,0,14,1.1,-3,0.020000000000000004,-3,-7,2,-2,0.3999999999999999,0,-0.16,7,1,2,0,0.5999999999999999
2018-04-08,2017_2018,2,1,Real Sociedad,0,0.2,1944,48,7,0,69,1,1,4,10,3.3,1,0.42,1927,48,12,5,75,1,5,0,13,0.7,-1,0.17,-1,-2,3,0,0.19999999999999996,-2,-0.52,2,-1,2,-2,-0.5999999999999999
2018-04-08,2017_2018,2,1,Valencia,1,0.12,2068,51,3,1,81,0,2,3,17,1.6,0,0.53,1951,57,12,3,82,1,6,0,18,1.3,-2,0.11,-21,-9,-10,-4,-2.6999999999999997,-2,-0.1,-6,-4,-5,-1,-1.5000000000000002
2018-04-09,2017_2018,0,1,Villarreal,0,0.19,1978,58,11,1,81,0,6,3,13,0.6,1,0.46,1971,44,12,2,73,2,4,5,10,3.4,-2,-0.21000000000000002,-6,-4,-3,-1,-0.8,1,-0.39,2,-1,3,1,1.0
2018-04-13,2017_2018,0,1,Girona,0,0.26,1913,49,9,1,73,1,5,1,20,0.7,2,0.35,1962,47,14,4,76,4,7,2,10,1.2,-1,0.27999999999999997,-3,-4,-3,0,-0.10000000000000009,1,-0.15999999999999998,7,0,3,3,1.0
2018-04-14,2017_2018,2,1,Barcelona,3,0.08,2318,68,12,6,85,2,5,3,14,1.7,1,0.57,2072,46,14,6,86,4,4,4,17,2.2,1,-0.12,-8,-3,-2,2,0.7,0,-0.1,11,5,4,4,1.5
2018-04-14,2017_2018,0,1,Las Palmas,1,0.41,1794,59,17,5,78,2,5,2,10,0.8,5,0.21,1958,50,13,7,75,5,4,1,8,2.9,1,-0.15999999999999998,0,2,-1,2,0.4,5,-0.13,6,7,1,4,2.6999999999999997
2018-04-14,2017_2018,2,1,Leganes,1,0.36,1892,31,11,1,73,0,3,4,12,1.9,4,0.28,2002,46,12,6,76,3,3,1,8,0.7,1,0.26000000000000006,3,0,3,-1,-0.20000000000000007,3,-0.15000000000000002,-1,3,0,3,1.3
2018-04-14,2017_2018,1,1,Sevilla,0,0.18,2048,53,16,6,81,1,10,1,12,1.7,1,0.45,1959,49,8,2,74,0,3,1,17,1.2,-2,-0.09000000000000002,-5,0,-1,-1,-0.6000000000000001,1,-0.04999999999999999,-3,1,-2,0,0.09999999999999998
2018-04-15,2017_2018,0,1,Eibar,0,0.18,1940,52,5,2,78,1,8,2,11,1.5,2,0.48,1938,48,11,2,59,3,1,1,17,0.1,0,0.09999999999999998,-10,-1,-7,1,-0.6000000000000001,2,-0.13999999999999996,-2,-2,3,3,0.5
2018-04-15,2017_2018,2,1,Getafe,0,0.24,1897,51,5,1,59,0,3,3,22,0.7,0,0.42,1947,53,21,6,87,0,3,3,10,0.6,0,0.16,-3,-3,-2,-1,-0.7999999999999999,0,0.30000000000000004,9,3,4,-1,0.6000000000000001
2018-04-17,2017_2018,1,1,Deportivo La Coruna,3,0.29,1818,38,5,3,76,2,6,7,9,1.7,2,0.31,2043,58,17,4,84,1,10,2,11,2.1,0,0.28,-9,-3,-2,-1,-1.4,2,-0.19,1,-2,-1,0,-0.30000000000000004
2018-04-17,2017_2018,2,1,Villarreal,2,0.13,1964,42,7,4,82,2,2,6,23,1.0,1,0.55,1902,40,19,7,64,3,8,3,22,0.2,1,0.26,-1,2,-4,2,0.6,0,-0.31000000000000005,8,6,2,3,1.2999999999999998
2018-04-18,2017_2018,0,1,Espanyol,0,0.26,1938,62,6,0,80,1,3,3,13,0.6,0,0.39,1927,67,20,4,77,1,12,0,11,0.2,0,-0.11000000000000004,-15,-6,-4,1,-0.7000000000000001,0,-0.19,15,2,8,0,1.2
2018-04-18,2017_2018,0,1,Valencia,1,0.11,2070,37,17,6,84,2,5,0,11,1.1,1,0.6,1906,37,13,4,66,0,4,4,19,0.6,0,0.44999999999999996,3,0,1,-2,0.6000000000000001,1,-0.13,8,3,2,0,-0.20000000000000007
2018-04-19,2017_2018,0,1,Alaves,1,0.27,1951,32,2,1,57,0,1,7,18,1.4,0,0.38,1902,41,10,5,72,0,6,7,24,1.8,-1,0.19999999999999996,-9,-1,-6,-3,-1.0999999999999999,0,-0.15999999999999998,1,4,-1,-1,0.0
2018-04-19,2017_2018,2,1,Real Betis,1,0.1,1973,58,10,2,79,3,4,1,18,1.5,0,0.53,1786,48,7,0,80,1,4,2,6,0.0,-1,0.09999999999999998,-4,-2,2,-1,-0.6000000000000001,-1,-0.010000000000000009,-10,-5,-3,-1,-0.5
2018-04-19,2017_2018,2,1,Levante,0,0.19,1867,43,11,3,79,1,3,0,13,1.6,1,0.46,1805,38,14,3,82,1,4,2,12,0.8,-2,0.48000000000000004,0,-1,-2,-2,-1.3,-1,0.18,5,1,4,0,0.9
2018-04-20,2017_2018,1,1,Leganes,1,0.26,1896,42,6,1,73,0,4,2,14,0.8,0,0.37,1821,37,22,6,80,3,7,6,8,1.2,0,0.19000000000000006,-13,-6,-4,-3,-1.7,-3,-0.21000000000000002,17,3,9,1,0.7
2018-04-21,2017_2018,1,1,Celta Vigo,2,0.31,1998,47,18,8,82,4,6,5,9,0.7,1,0.3,2054,64,10,3,80,1,7,1,10,2.3,2,0.15999999999999998,13,6,7,1,2.9000000000000004,0,-0.45999999999999996,-7,-3,-1,-1,-1.1
2018-04-21,2017_2018,0,1,Eibar,1,0.22,1940,46,5,1,65,0,6,2,17,0.7,2,0.43,1922,35,8,3,64,1,5,3,14,0.6,1,0.21000000000000002,-15,-3,-8,-1,-1.3,1,0.36,-5,-1,-1,1,-0.09999999999999998
2018-04-22,2017_2018,1,1,Atletico Madrid,0,0.14,2197,42,9,2,78,0,6,4,13,1.4,1,0.53,1976,56,17,8,85,2,6,4,18,0.6,-3,0.2,-4,-3,2,-1,-0.30000000000000004,0,-0.24999999999999997,7,6,-1,-1,0.30000000000000004
2018-04-22,2017_2018,0,1,Girona,2,0.24,1916,49,14,5,78,1,6,3,12,2.0,0,0.4,1925,53,10,4,71,0,3,1,17,0.8,2,0.12,4,0,0,1,1.1,0,-0.15999999999999998,4,4,-2,-1,0.0
2018-04-22,2017_2018,0,1,Las Palmas,0,0.36,1783,43,1,0,77,0,3,3,17,0.5,1,0.28,1937,50,12,5,76,2,3,3,15,1.5,0,0.12000000000000005,-6,0,-6,-1,-0.8,0,-0.20999999999999996,10,4,6,2,1.2999999999999998
2018-04-22,2017_2018,2,1,Malaga,0,0.5,1799,48,10,2,80,1,3,1,17,0.9,3,0.16,1991,57,12,4,86,1,6,0,13,1.2,-1,-0.13999999999999996,-4,-1,-3,0,-0.7,2,0.16,-8,-7,0,-5,-2.0
2018-04-23,2017_2018,0,1,Athletic Bilbao,1,0.15,1982,34,6,2,70,1,2,1,19,1.8,1,0.5,1873,51,11,2,84,2,4,1,9,1.9,-1,0.43999999999999995,-7,-2,-5,0,0.19999999999999996,1,-0.49000000000000005,0,-1,4,1,1.1
2018-04-27,2017_2018,2,1,Levante,3,0.46,1896,46,11,7,76,3,9,6,14,2.1,0,0.18,2033,62,24,7,84,4,9,2,8,1.2,2,0.31,0,5,-3,1,0.2999999999999998,-2,0.13,7,3,3,3,0.40000000000000013
2018-04-28,2017_2018,1,1,Espanyol,2,0.09,1944,40,5,4,72,1,0,2,18,2.0,0,0.61,1767,67,12,1,87,0,3,0,14,1.6,2,0.14,-5,0,-1,1,0.20000000000000007,0,-0.17000000000000004,11,1,9,0,0.5
2018-04-28,2017_2018,2,1,Villarreal,2,0.16,1970,57,17,6,85,1,10,5,14,4.0,1,0.48,1997,60,10,3,86,1,4,1,14,1.6,0,-0.32,10,2,5,-1,-0.19999999999999996,-1,-0.13,-8,-5,-3,-3,-2.9000000000000004
2018-04-29,2017_2018,0,1,Alaves,4,0.38,1953,32,10,7,75,5,3,8,19,0.5,0,0.27,2190,32,10,2,69,2,8,3,17,2.6,3,0.010000000000000009,-2,2,-6,3,0.10000000000000009,0,-0.10999999999999999,1,0,2,2,0.7999999999999999
2018-04-29,2017_2018,0,1,Deportivo La Coruna,0,0.62,1826,46,12,2,70,1,4,3,13,2.3,2,0.06,2321,52,14,6,80,2,4,2,7,3.6,0,0.08000000000000002,-10,-4,-5,-2,-0.5,0,0.06999999999999999,2,-1,0,0,0.30000000000000004
2018-04-29,2017_2018,1,1,Valencia,1,0.12,2055,39,17,7,76,2,3,0,19,0.8,0,0.58,1927,65,13,2,72,0,8,2,15,0.6,0,0.19,7,4,2,1,1.1999999999999997,-1,-0.17,8,1,6,0,0.49999999999999994
2018-05-04,2017_2018,2,1,Sevilla,1,0.23,2022,56,22,4,80,0,8,1,15,1.8,3,0.34,1982,51,17,4,79,2,3,3,16,0.8,1,-0.13,-2,-3,-2,-4,-0.9000000000000001,3,0.03,2,2,-3,1,0.10000000000000009
2018-05-05,2017_2018,2,1,Athletic Bilbao,1,0.25,1949,48,9,3,73,0,7,2,16,1.2,2,0.37,1987,63,12,3,86,1,6,0,9,0.6,0,0.29000000000000004,-9,-2,-3,-2,-0.6000000000000001,2,-0.42000000000000004,2,-1,0,-1,0.9
2018-05-05,2017_2018,1,1,Celta Vigo,1,0.14,1983,61,15,4,88,1,7,2,8,1.1,2,0.5,1823,37,17,5,85,3,6,3,9,0.9,0,0.16999999999999998,5,1,-1,0,0.9000000000000001,2,0.25,5,3,3,2,1.0999999999999999
2018-05-05,2017_2018,0,1,Girona,1,0.23,1901,61,15,2,79,3,4,4,21,1.7,0,0.41,1933,40,8,2,66,1,2,0,19,1.3,1,0.19,-4,-4,1,-1,-0.19999999999999996,0,0.36,-5,0,-7,1,-0.09999999999999998
2018-05-06,2017_2018,0,1,Atletico Madrid,1,0.09,2202,60,15,6,78,2,4,0,12,0.8,1,0.64,1937,54,16,7,85,2,6,2,18,1.0,1,0.13,5,4,1,0,1.2000000000000002,-1,-0.31000000000000005,11,3,4,1,1.2
2018-05-06,2017_2018,1,1,Barcelona,4,0.16,2324,62,21,9,88,6,7,1,9,1.4,2,0.43,2333,59,12,5,85,0,3,1,16,2.0,2,-0.09,7,3,3,4,1.6,1,0.020000000000000004,-17,-5,-5,0,0.10000000000000009
2018-05-06,2017_2018,0,1,Las Palmas,1,0.43,1774,45,13,2,77,0,7,1,22,1.6,1,0.22,1931,38,10,2,64,1,4,1,19,1.3,1,0.25,1,1,-6,0,1.1,0,-0.19999999999999998,3,-2,4,0,1.9
2018-05-06,2017_2018,0,1,Malaga,1,0.28,1814,36,9,3,77,0,4,3,17,2.0,0,0.36,1947,39,7,3,65,0,3,2,14,1.5,-1,0.06000000000000005,4,-1,4,-3,-0.09999999999999998,-4,0.09999999999999998,-3,-4,2,-5,-1.0
2018-05-07,2017_2018,0,1,Leganes,1,0.23,1890,40,16,6,81,2,2,0,15,1.3,2,0.42,1907,43,15,5,81,5,4,6,4,1.2,1,0.33999999999999997,3,6,-1,1,1.8,-1,-0.03999999999999998,4,-2,3,2,0.20000000000000018
2018-05-09,2017_2018,2,1,Barcelona,2,0.08,2321,50,11,4,86,2,6,5,8,2.8,1,0.59,1993,56,15,5,87,4,7,2,18,1.0,-2,0.1,-10,-5,-4,-4,-2.2,-3,0.09,2,-2,4,-4,-1.9
2018-05-09,2017_2018,2,1,Sevilla,1,0.28,2028,41,16,6,77,1,6,2,17,1.8,2,0.3,2336,49,17,5,91,2,5,2,20,2.5,0,0.05000000000000002,-6,2,-4,1,0.6000000000000001,0,0.35,5,0,2,2,0.19999999999999996
2018-05-12,2017_2018,2,1,Alaves,3,0.29,1963,46,13,7,77,2,7,2,13,0.3,2,0.33,1961,42,14,5,83,1,4,5,13,1.3,3,-0.020000000000000018,6,4,-1,2,1.0,1,-0.19,5,2,5,1,0.0
2018-05-12,2017_2018,1,1,Real Betis,0,0.3,1975,57,6,3,86,1,5,1,12,1.5,3,0.31,2043,35,14,6,80,3,2,1,21,1.8,-2,0.26,-6,0,0,0,-0.9,2,0.05000000000000002,-2,0,0,2,0.0
2018-05-12,2017_2018,0,1,Getafe,1,0.32,1939,30,8,1,59,3,4,3,28,1.2,0,0.32,2175,44,9,3,82,0,6,2,9,0.8,0,-0.010000000000000009,-2,-1,1,2,-1.2,-1,-0.18000000000000002,-6,-3,-3,-2,-1.8
2018-05-12,2017_2018,0,1,Girona,1,0.29,1880,57,16,5,77,3,6,7,11,0.8,0,0.32,2040,43,6,2,79,1,3,3,18,0.8,0,-0.19999999999999998,1,3,-2,0,-0.10000000000000009,0,0.24,-10,-3,-5,1,-0.30000000000000004
2018-05-12,2017_2018,0,1,Deportivo La Coruna,1,0.38,1829,47,11,2,77,1,10,0,11,2.4,1,0.22,1990,44,20,7,87,0,4,1,15,2.7,-1,-0.12,-6,-3,-5,-2,-1.4,0,0.33999999999999997,5,2,-1,-4,-1.1
2018-05-12,2017_2018,2,1,Real Madrid,2,0.09,2321,64,14,4,90,1,3,4,8,1.3,1,0.59,1977,52,13,4,82,0,4,1,6,0.2,0,-0.13,-3,-1,2,-1,0.5,0,-0.33999999999999997,-2,0,-2,-1,-0.5
2018-05-12,2017_2018,2,1,Real Sociedad,0,0.1,1976,58,11,1,85,1,4,2,13,2.7,0,0.6,1868,42,14,2,81,2,6,1,15,1.3,-3,0.15000000000000002,-6,-3,-3,-1,-0.5,-1,-0.37,-2,-4,1,0,-1.3
2018-05-13,2017_2018,2,1,Levante,3,0.6,1929,57,10,3,82,2,5,2,11,3.6,5,0.08,2324,56,12,6,90,3,4,5,6,2.3,1,-0.040000000000000036,-5,-2,-2,-3,-0.9000000000000001,3,-0.08,1,2,-2,1,1.4
2018-05-19,2017_2018,2,1,Celta Vigo,0,0.18,1974,43,5,1,83,0,2,4,10,4.1,5,0.41,1946,35,12,7,74,4,3,3,18,0.3,-1,0.44999999999999996,-8,-3,0,0,-0.9000000000000001,2,0.18,2,4,0,2,2.4000000000000004
2018-05-19,2017_2018,0,1,Las Palmas,0,0.35,1763,50,7,2,66,0,11,6,12,1.2,0,0.25,1872,56,16,4,82,0,6,1,16,1.4,0,0.16999999999999998,-14,-2,-9,-4,-1.0,-1,0.05999999999999997,0,-1,-3,-3,-0.8999999999999999
2018-05-19,2017_2018,2,1,Leganes,2,0.31,1863,39,9,3,73,1,1,4,12,1.4,2,0.28,1974,48,9,5,80,1,4,0,9,2.2,2,0.37,-5,1,-3,-1,0.0,2,-0.07,3,2,-1,0,0.9
2018-05-19,2017_2018,0,1,Malaga,1,0.37,1792,33,9,3,72,1,3,3,19,1.2,0,0.25,1933,51,11,4,70,0,8,0,13,1.6,1,0.26,-7,-1,-4,-2,-0.10000000000000009,-1,0.1,3,3,0,-3,-0.10000000000000009
2018-05-19,2017_2018,2,1,Sevilla,2,0.1,2044,51,13,5,81,2,5,2,19,2.0,3,0.57,1974,38,4,3,68,0,0,4,15,1.2,-1,0.02999999999999997,-1,-1,-1,-1,0.0,0,-0.07,-9,-4,-1,-2,-1.2
2018-05-19,2017_2018,1,1,Villarreal,4,0.33,2002,48,11,7,86,5,0,4,5,1.3,6,0.23,2324,57,15,10,90,2,4,3,5,1.0,3,-0.37,-9,0,-6,5,1.7000000000000002,4,-0.21,1,6,-8,1,-1.2
2018-05-20,2017_2018,1,1,Atletico Madrid,1,0.14,2194,48,5,3,72,2,2,4,17,1.8,1,0.53,1957,49,9,4,67,1,3,4,13,0.9,1,0.23,-4,0,-2,2,0.0,-3,-0.31999999999999995,-6,-2,-2,-3,-0.4
2018-05-20,2017_2018,2,1,Barcelona,4,0.06,2307,64,18,7,88,0,8,4,12,1.1,3,0.57,1981,60,11,6,84,4,5,3,8,0.6,-1,0.0,6,1,1,-3,-0.5,3,-0.24000000000000002,0,5,0,3,1.9000000000000001
2018-05-20,2017_2018,2,1,Valencia,1,0.1,2048,43,10,4,79,1,2,1,11,2.3,2,0.57,1817,51,16,7,88,4,11,3,14,2.0,1,-0.03999999999999998,4,2,-3,0,0.30000000000000004,1,-0.12,5,5,4,3,1.5
2018-08-31,2018_2019,2,1,Eibar,0,0.32,1937,64,9,0,64,0,5,5,11,1.0,2,0.3,1992,33,7,6,66,2,0,3,9,1.3,-1,0.31000000000000005,-9,-6,0,-1,-0.7000000000000001,0,-0.16999999999999998,-2,2,-3,2,0.9000000000000001
2018-08-31,2018_2019,1,1,Getafe,2,0.19,1951,35,7,4,51,3,5,2,14,1.2,0,0.48,1836,35,7,4,75,1,6,2,13,0.9,2,-0.4,2,3,1,3,1.2,0,0.18000000000000005,5,3,2,0,0.4
2018-08-31,2018_2019,0,1,Villarreal,0,0.14,1999,47,15,6,83,1,5,2,14,1.1,1,0.52,1873,33,10,5,77,0,4,2,13,1.0,-1,0.19999999999999998,-1,-1,0,0,-0.6000000000000001,1,0.37,-3,4,-7,0,-0.29999999999999993
2018-09-01,2018_2019,2,1,Celta Vigo,2,0.52,1993,45,21,9,81,5,7,4,8,0.5,1,0.16,2217,46,9,2,78,1,8,4,7,0.4,1,0.15999999999999998,9,7,0,4,1.9,0,-0.24999999999999997,0,-1,2,-1,0.0
2018-09-01,2018_2019,2,1,Real Madrid,4,0.04,2310,66,20,8,90,6,7,1,11,2.5,2,0.67,1868,66,18,5,81,2,5,3,12,1.1,2,0.03,10,5,2,5,2.9,1,-0.13,7,3,2,0,0.7
2018-09-02,2018_2019,2,1,Alaves,0,0.34,1963,33,16,4,71,0,5,1,17,1.4,2,0.3,1999,48,19,9,82,1,6,2,16,1.2,0,-0.33,13,4,6,0,0.3,1,-0.09000000000000002,5,4,1,1,0.7000000000000001
2018-09-02,2018_2019,2,1,Real Betis,0,0.32,1943,67,12,5,85,2,6,5,15,0.9,0,0.28,2070,52,19,2,84,3,4,0,13,0.6,0,0.13999999999999999,-10,-3,-7,2,0.0,-4,-0.06999999999999998,2,-6,2,-2,-0.8999999999999999
2018-09-02,2018_2019,1,1,Levante,1,0.41,1948,54,15,6,80,3,7,1,14,1.6,0,0.22,2039,51,16,4,81,1,10,1,12,4.1,-2,-0.18999999999999995,9,2,3,-1,-0.6000000000000001,-1,-0.07,3,0,-6,-1,0.7999999999999998
2018-09-14,2018_2019,0,1,SD Huesca,2,0.24,1826,32,7,3,80,2,4,1,12,1.7,0,0.38,1798,53,13,3,83,2,5,1,8,1.2,0,0.1499999999999999,-2,-1,-2,2,1.4,-1,0.36,0,1,3,1,-0.6000000000000001
2018-09-15,2018_2019,1,1,Athletic Bilbao,2,0.51,1938,59,14,4,82,1,3,2,15,1.4,4,0.13,2311,77,17,8,91,3,8,1,11,1.8,0,-0.03,-3,-1,-3,-4,-1.6,0,-0.049999999999999996,-3,0,-1,-3,-1.4
2018-09-15,2018_2019,1,1,Atletico Madrid,0,0.08,2197,50,10,0,81,0,8,1,14,2.3,2,0.68,1946,58,8,2,65,1,4,4,17,1.3,-1,0.12,1,-2,-1,-1,-0.5,2,-0.14,-1,2,-4,1,0.4
2018-09-15,2018_2019,1,1,Valencia,2,0.17,2039,54,18,5,81,4,5,4,10,1.0,1,0.46,1954,62,11,3,84,1,5,4,15,1.0,2,-0.05000000000000002,2,1,7,3,2.1999999999999997,1,0.020000000000000018,-1,-2,1,-1,0.0
2018-09-16,2018_2019,2,1,Espanyol,1,0.16,1991,63,11,7,80,0,12,1,13,1.6,2,0.5,1948,45,13,4,78,2,3,4,14,0.8,-1,-0.07,-8,-2,-3,-1,-0.10000000000000009,1,0.12999999999999995,-2,-2,1,-1,-0.2999999999999998
2018-09-16,2018_2019,0,1,Sevilla,0,0.12,2059,37,8,2,73,2,8,5,17,1.2,0,0.56,1945,53,12,3,72,1,6,1,22,1.9,0,0.11000000000000001,-11,0,-4,-1,-1.2999999999999998,-2,-0.01999999999999999,5,-1,1,-2,-0.19999999999999996
