is_home,team_fulltime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_fouls_committed,team_xg,opponent_fulltime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_fouls_committed,opponent_xg,fd_team_fulltime_goals,fd_team_win_bet365_probs,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_clear_cut_chances,fd_team_xg,fd_opponent_fulltime_goals,fd_opponent_win_bet365_probs,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_clear_cut_chances,fd_opponent_xg,fulltime_result
0.0,1,0.6,1887,68,11,2,78,0,2,1,21,0.8,4,0.05,2249,65,12,7,88,5,3,2,5,1.6,-1,-0.21999999999999997,-1,-5,1,-1,-0.5,3,-0.009999999999999995,-1,1,-3,3,0.0,0
0.0,1,0.28,2004,54,10,4,80,0,5,3,10,1.4,1,0.37,1897,43,9,5,80,1,3,2,12,2.1,-3,0.09999999999999998,0,-1,0,-2,-0.7000000000000001,0,0.18999999999999995,-5,1,-1,1,-1.5,1
0.0,1,0.18,2165,45,9,2,75,1,7,2,9,1.7,1,0.5,1923,34,8,1,72,0,7,4,13,1.0,-1,0.04999999999999999,-12,-1,-7,0,-0.7,0,0.18999999999999995,-9,-5,-5,-2,-1.2999999999999998,2
0.0,1,0.28,2002,51,10,4,81,1,2,2,16,0.5,2,0.36,1970,20,8,5,58,1,2,1,18,1.0,0,-0.18,-6,0,-4,0,-0.19999999999999996,0,0.07,-2,2,-4,-1,-1.2999999999999998,2
0.0,2,0.23,2251,75,10,5,91,1,3,2,16,0.8,1,0.38,2066,57,10,4,88,1,6,1,10,0.8,-2,-0.03,-2,-2,2,-4,-0.6000000000000001,-1,-0.03,-3,-1,-2,-1,-0.7999999999999999,1
0.0,0,0.31,2068,36,8,4,78,0,2,2,17,0.9,1,0.3,2014,49,5,1,78,1,0,1,15,0.9,-1,0.23,-2,0,0,-1,-0.09999999999999998,0,0.15000000000000002,-5,-3,-1,0,-1.0,1
0.0,1,0.15,2179,61,15,4,85,1,10,4,14,0.9,3,0.52,1954,53,14,8,79,2,5,1,10,0.9,-4,-0.09999999999999999,5,-2,6,-3,-0.5999999999999999,2,-0.06,4,4,1,0,0.9999999999999999,2
0.0,1,0.63,1798,38,7,3,64,0,3,1,15,0.6,2,0.04,2192,48,10,6,84,0,1,3,15,1.3,1,-0.15999999999999998,-8,-2,-5,-2,-1.2000000000000002,-1,0.07,-9,-8,2,-3,-0.5999999999999999,0
0.0,0,0.58,1796,44,11,4,86,0,4,1,12,1.3,0,0.12,2008,27,6,0,67,1,2,0,16,2.6,-1,0.3,4,1,2,0,0.19999999999999996,-1,0.37,-6,-3,-3,-3,-1.2999999999999998,0
0.0,1,0.31,1958,65,12,6,84,1,6,2,18,2.1,0,0.31,1947,56,12,0,84,1,10,0,12,1.5,1,-0.16999999999999998,3,1,2,-1,-0.9,-3,0.11000000000000004,-2,-8,1,-1,-0.9999999999999999,0
0.0,1,0.38,1914,34,14,5,62,0,10,3,12,1.7,0,0.27,1959,40,4,1,67,0,2,2,17,1.5,0,-0.18,6,3,-1,-1,0.0,0,0.030000000000000027,-10,-3,-6,-1,-0.9,2
0.0,2,0.11,2194,55,14,6,88,2,5,4,18,2.1,0,0.51,1905,34,9,3,68,1,5,1,18,0.8,0,-0.13,4,0,1,2,0.0,-1,0.17,-1,0,-1,1,0.5000000000000001,2
0.0,0,0.36,2026,58,13,6,81,0,8,2,18,0.8,1,0.29,2035,53,15,1,62,0,8,2,19,1.4,-1,-0.18999999999999997,3,4,1,0,0.4,0,0.10000000000000003,6,-1,2,-2,-0.10000000000000009,0
0.0,2,0.27,1942,32,10,6,76,3,3,2,19,1.4,1,0.36,1792,52,14,2,81,0,8,2,16,1.5,1,0.03999999999999998,6,5,-2,3,0.9999999999999999,1,-0.050000000000000044,3,-2,2,0,0.7000000000000001,0
0.0,1,0.2,2062,75,15,3,87,1,5,2,16,0.6,1,0.47,1878,48,21,7,73,2,4,2,15,0.8,-1,-0.22,1,-4,4,0,0.7999999999999999,1,0.12999999999999995,11,4,2,2,0.40000000000000013,2
0.0,2,0.47,2188,70,14,4,87,1,3,1,13,1.9,2,0.18,2245,67,18,2,88,3,8,0,10,1.9,1,-0.06999999999999999,2,-3,3,0,0.9,1,0.06999999999999999,0,-2,0,1,-0.30000000000000004,1
0.0,1,0.41,1945,57,14,5,67,2,8,1,8,1.3,1,0.26,1895,30,6,2,65,0,1,0,14,1.1,1,-0.12,10,4,4,2,1.4,1,0.34,1,2,0,-2,0.09999999999999998,2
0.0,4,0.36,1958,36,9,4,76,2,2,5,13,0.4,1,0.26,1892,24,11,5,65,1,1,1,17,1.6,4,-0.21000000000000002,-3,4,-2,1,0.6,0,0.21999999999999997,5,3,1,0,-0.9,1
0.0,2,0.38,1923,51,6,5,70,2,2,0,12,0.9,2,0.26,1928,42,13,6,62,4,5,0,13,0.9,1,-0.09000000000000002,-1,4,-3,1,-0.10000000000000009,1,0.07,-1,1,1,4,1.1,2
0.0,0,0.44,1900,31,8,5,76,2,1,0,19,0.2,1,0.19,2019,59,5,1,67,2,4,2,11,1.5,0,0.13,-1,2,-1,1,-0.30000000000000004,1,0.13999999999999999,-8,-5,-3,2,0.0,0
0.0,0,0.37,1878,55,11,5,73,1,6,0,18,0.4,0,0.3,1891,46,15,4,82,0,8,3,10,0.5,-1,-0.38,5,3,-1,1,0.10000000000000009,-1,-0.35,4,-1,6,-1,1.0,0
0.0,0,0.29,1982,51,10,1,82,1,3,6,9,0.7,2,0.34,1962,44,7,4,62,1,2,2,16,2.3,0,-0.08000000000000002,6,1,7,1,0.8,1,0.13999999999999996,-7,-1,-5,-1,-0.19999999999999996,1
0.0,1,0.16,2203,67,8,4,84,2,6,4,15,2.5,2,0.47,2031,48,12,4,79,1,5,1,12,0.3,0,-0.020000000000000004,-6,-2,-3,0,-0.30000000000000004,-1,0.25,0,-2,1,-1,-1.9000000000000001,2
0.0,0,0.34,1865,41,9,3,80,1,4,3,23,0.4,1,0.32,1896,36,4,3,74,0,3,2,15,0.8,-1,0.06,-12,-4,-4,-1,-0.8,1,-0.07,-4,-2,-1,-2,-0.6000000000000001,2
0.0,0,0.3,2038,32,10,3,61,0,5,0,22,0.3,2,0.36,1942,45,9,6,57,1,4,2,12,0.6,-2,0.29,-1,-1,0,-1,-0.8999999999999999,0,0.13,3,1,2,-1,-0.09999999999999998,1
0.0,2,0.17,2241,72,12,5,91,1,3,0,11,2.4,2,0.43,2040,53,15,6,88,4,5,4,16,0.9,0,0.03,-6,3,-3,-2,0.3999999999999999,0,0.010000000000000009,-2,2,-5,0,0.2999999999999998,2
0.0,2,0.28,2023,63,12,4,83,3,4,4,11,0.8,0,0.33,1959,53,8,3,83,0,3,0,12,1.1,1,-0.16999999999999998,7,3,2,1,0.7,-4,0.04999999999999999,-1,-1,1,-2,-1.1,1
0.0,0,0.58,1909,54,11,4,66,1,9,2,8,1.5,3,0.1,2075,58,11,6,87,1,2,3,10,1.3,-2,-0.12,-2,-2,-1,-3,-0.7999999999999999,2,0.11000000000000001,-4,3,-3,0,-1.1,0
0.0,1,0.45,1898,53,5,3,73,1,1,2,13,0.5,2,0.21,1984,46,4,3,70,2,3,1,14,1.1,1,0.03999999999999998,-10,-1,-8,1,-1.1,2,0.0,-6,2,-8,1,-0.30000000000000004,0
0.0,3,0.21,2194,48,15,3,84,2,4,2,14,1.2,1,0.45,1918,44,5,1,71,0,2,4,20,0.4,1,-0.39999999999999997,5,0,4,2,0.8000000000000003,0,-0.030000000000000027,-7,-7,2,-1,-1.2,1
0.0,1,0.36,1879,36,4,2,65,1,3,2,22,0.4,0,0.29,1905,37,19,3,67,0,8,0,16,0.2,1,-0.12999999999999995,-5,-1,-4,0,-0.4,0,0.31999999999999995,8,-1,6,-1,0.6,1
0.0,0,0.63,1871,46,7,0,69,0,3,2,17,1.2,1,0.06,2211,56,10,4,85,4,2,1,8,2.2,0,0.10999999999999999,-4,-5,3,-1,-0.7000000000000001,0,0.07,2,0,4,2,0.7,0
0.0,1,0.28,1923,50,9,4,83,0,6,1,14,0.9,0,0.37,1929,43,8,2,64,0,8,1,17,1.4,0,0.21000000000000002,4,3,-1,0,0.2,0,0.030000000000000027,2,0,0,-1,-0.19999999999999996,0
0.0,3,0.6,1947,56,14,8,75,2,5,3,9,1.1,1,0.11,2189,49,10,2,81,0,2,3,13,0.7,2,-0.15,4,5,-1,1,1.2000000000000002,-2,0.13999999999999999,-5,-1,-1,-2,-1.5000000000000002,0
0.0,1,0.23,2012,33,13,4,68,0,4,1,18,0.9,0,0.42,1941,54,14,2,80,1,5,2,20,1.1,1,-0.10999999999999999,6,3,2,0,0.6000000000000001,-1,0.03999999999999998,5,-2,2,0,0.0,2
0.0,2,0.58,1828,45,15,5,78,0,1,0,11,0.4,2,0.1,2090,67,20,7,83,2,7,0,9,1.7,2,-0.4,2,4,3,0,0.5,1,0.18999999999999997,12,4,3,-1,0.3999999999999999,0
0.0,0,0.42,1889,35,13,4,81,1,4,0,15,2.0,2,0.23,1920,27,11,6,59,0,2,1,14,2.7,-1,0.13999999999999996,2,-1,2,1,0.7,2,-0.03999999999999998,7,5,3,0,1.8,0
0.0,1,0.48,1930,56,5,1,80,1,2,2,11,1.5,1,0.15,1916,47,12,3,70,1,4,1,11,1.6,1,0.04999999999999999,-9,-1,-3,0,0.0,0,-0.16999999999999998,3,-1,4,1,0.5,2
0.0,1,0.39,1968,38,13,4,79,1,5,0,18,0.9,0,0.23,1825,36,14,5,76,0,6,0,7,1.3,-2,0.020000000000000018,9,1,7,1,0.30000000000000004,-2,0.35,-1,0,-5,0,-0.9,2
0.0,2,0.34,2093,63,14,5,85,1,5,4,14,0.7,2,0.28,2024,47,11,6,81,3,10,1,11,0.8,0,-0.18999999999999997,-6,-2,-3,-1,0.0,0,0.19999999999999998,-8,1,-6,2,-0.19999999999999996,1
0.0,0,0.43,1793,70,5,1,85,0,2,4,18,0.9,1,0.21,1979,49,9,3,81,0,6,0,13,0.6,-1,-0.29000000000000004,-5,-2,-1,-1,-0.3,-3,0.11999999999999997,-5,-5,0,-3,-1.4,1
0.0,2,0.32,1918,51,23,6,81,2,6,2,12,1.3,0,0.33,1884,43,9,2,75,0,3,4,10,1.5,2,-0.09000000000000002,17,3,7,0,1.4,-1,0.10999999999999999,1,-1,-2,-1,-0.4,1
0.0,1,0.55,1776,24,12,5,61,2,6,0,9,0.2,2,0.13,1985,51,9,5,62,0,4,4,12,0.6,-1,0.06,6,1,4,1,-0.09999999999999987,2,-0.020000000000000018,0,3,-4,0,0.09999999999999998,2
0.0,0,0.28,1807,36,9,3,76,0,5,1,13,1.6,1,0.36,1781,38,5,2,66,0,2,1,14,0.1,-1,0.13999999999999996,-8,-1,-5,0,0.0,1,0.020000000000000018,0,0,-1,-2,-0.6,1
0.0,0,0.32,1912,43,10,3,81,0,3,1,22,0.5,1,0.32,1933,41,8,4,62,1,3,2,15,1.2,-1,0.18,5,2,-1,-2,-0.8,1,-0.19,-2,1,-2,0,0.19999999999999996,0
0.0,0,0.28,1968,72,13,4,83,0,5,6,15,0.6,1,0.39,1858,41,8,3,75,2,0,2,13,0.6,-2,-0.16999999999999998,4,-1,4,0,0.0,1,0.12,-1,3,-3,-1,-0.19999999999999996,0
0.0,0,0.17,2173,54,14,1,87,0,9,4,11,1.4,0,0.52,1902,60,9,3,78,0,5,3,10,1.9,0,0.039999999999999994,-2,-1,0,-3,-1.0,0,-0.18,-1,0,3,0,0.0,2
0.0,0,0.43,1949,45,11,4,80,1,4,3,14,0.3,0,0.22,1958,59,8,0,73,1,6,3,17,2.3,0,-0.06000000000000005,8,3,4,1,0.3,0,0.15000000000000002,-5,-4,0,1,0.0,0
0.0,0,0.48,1965,46,5,2,81,1,4,5,11,0.6,0,0.15,2042,45,6,2,84,0,1,0,7,1.5,-1,-0.16999999999999998,-4,-3,0,0,-0.4,-3,0.36,-4,-4,0,-3,-1.9999999999999998,0
0.0,0,0.39,2180,74,14,2,87,1,5,6,7,3.0,0,0.22,2234,72,7,1,86,1,2,3,10,1.8,-2,-0.06999999999999999,1,-1,2,-2,-1.2000000000000002,-1,0.03,-5,-4,0,0,-0.30000000000000004,2
0.0,0,0.55,1927,55,7,1,77,0,6,2,11,1.1,2,0.13,2173,47,9,4,80,2,4,0,18,1.4,-2,-0.010000000000000009,-10,-7,-2,-3,-1.6,2,0.020000000000000018,-5,3,-3,2,0.7999999999999999,0
0.0,1,0.5,2040,51,13,3,79,1,5,2,16,1.1,1,0.19,2004,27,9,4,58,1,7,1,20,0.9,0,0.14,0,-2,-2,0,0.7000000000000001,1,0.06,4,3,2,1,1.3,2
0.0,0,0.35,1894,52,15,5,79,3,8,1,16,0.8,0,0.27,1939,48,6,1,77,0,3,2,10,1.2,0,0.2,6,2,3,3,1.4,0,-0.07,-5,-3,-3,-1,-0.2,1
0.0,0,0.38,1819,23,5,0,64,0,0,1,14,1.0,1,0.3,1915,28,3,1,68,0,3,0,12,0.5,-1,-0.25,-9,-5,-5,-2,-1.4000000000000001,1,0.26000000000000006,-7,-5,0,0,-0.09999999999999998,2
0.0,1,0.11,2238,52,10,4,88,3,7,0,11,1.9,2,0.51,1866,56,14,4,78,2,4,3,7,1.2,1,0.04999999999999999,3,3,-3,2,1.1,2,0.23,1,2,1,0,0.8,1
0.0,0,0.28,1992,65,10,1,69,2,6,3,19,2.4,1,0.36,1948,53,14,4,86,2,7,4,8,1.4,-1,-0.27,1,-3,-1,1,-0.7000000000000001,0,-0.19999999999999996,3,1,1,1,1.0,1
0.0,1,0.25,2184,64,16,6,89,2,8,1,14,0.6,3,0.32,2084,55,9,5,76,3,3,3,11,1.7,-3,0.03,3,0,7,-3,-0.9999999999999998,1,0.20999999999999996,-2,0,-1,1,0.4999999999999998,1
0.0,5,0.27,2237,59,18,9,89,5,9,3,8,0.9,4,0.33,2191,67,17,7,91,4,2,3,10,0.5,4,-0.009999999999999995,-7,0,-1,4,1.5,1,-0.08000000000000002,6,1,1,2,-0.6999999999999997,0
0.0,0,0.28,1833,31,2,0,63,0,1,3,14,0.5,1,0.37,1811,56,11,5,85,1,4,1,11,0.1,0,-0.23000000000000004,-8,-3,-4,0,-0.30000000000000004,0,0.08000000000000002,3,4,-4,0,-0.9,1
0.0,1,0.41,2014,59,16,6,74,2,5,1,16,1.6,2,0.22,1880,42,10,7,79,3,2,1,20,4.2,1,-0.26,14,5,7,2,0.7,1,0.29000000000000004,-4,1,-5,-1,0.0,0
0.0,1,0.62,1879,34,10,4,66,3,3,3,18,0.7,1,0.09,2199,66,14,6,85,1,7,1,15,1.2,-2,-0.13,1,1,1,2,0.30000000000000004,0,-0.16,5,4,3,0,0.4,0
0.0,0,0.39,1804,32,5,1,69,0,1,0,14,1.5,1,0.26,1980,32,9,2,67,3,1,1,13,1.5,-1,0.04999999999999999,-1,-4,1,0,-0.49999999999999994,0,0.17999999999999997,-7,-4,-2,1,0.10000000000000009,1
0.0,0,0.31,1895,63,7,3,74,1,6,4,13,1.4,0,0.3,1931,28,10,5,78,4,3,2,12,0.4,0,-0.21,0,2,2,1,0.29999999999999993,-1,0.31999999999999995,-8,-2,-7,4,0.5,2
0.0,1,0.18,2071,54,8,4,79,0,4,1,18,1.4,2,0.47,1895,32,11,6,77,2,9,1,17,0.3,0,0.04000000000000001,-6,0,-5,-3,0.5,0,0.26999999999999996,-2,3,1,2,0.5000000000000002,1
0.0,0,0.35,1910,47,10,0,72,0,2,5,16,1.9,0,0.29,1877,46,13,3,79,0,4,0,10,2.0,0,-0.3,0,-5,2,-4,-1.1,-1,0.33,3,-1,0,-3,-0.9000000000000001,0
0.0,2,0.36,2220,53,15,4,82,2,4,3,10,0.7,1,0.26,2188,36,10,3,78,1,3,0,20,0.9,1,-0.08000000000000002,1,-2,1,1,0.29999999999999993,0,0.22,-10,-6,-3,0,-0.19999999999999996,0
0.0,0,0.25,2080,57,12,3,88,0,4,2,16,1.2,2,0.35,1916,52,12,5,72,2,6,4,12,0.6,-1,-0.29,2,1,2,0,-0.6,2,0.13999999999999999,5,2,3,1,0.7,1
0.0,2,0.5,1957,60,13,5,78,1,10,1,16,0.8,2,0.13,2200,56,11,3,89,0,3,0,7,2.2,2,0.04000000000000001,3,5,-4,1,1.4,1,-0.04999999999999999,1,0,-4,-1,-0.6,0
0.0,0,0.73,1809,67,9,1,85,0,6,1,16,0.6,0,0.05,2208,43,5,1,85,2,6,2,16,2.2,0,-0.18999999999999995,6,1,3,0,0.5,-2,0.27,-10,-3,-5,0,-0.5,0
0.0,2,0.54,1968,39,11,2,67,2,0,3,19,1.6,2,0.08,2207,53,14,4,83,1,2,4,18,2.3,2,0.010000000000000009,5,-2,5,0,1.0,1,0.08000000000000002,-10,-9,-1,-2,0.3999999999999999,1
0.0,1,0.23,2078,53,7,2,83,2,8,2,14,2.3,2,0.4,1902,53,13,6,71,2,3,1,18,1.0,1,0.16999999999999998,-5,-1,-2,2,0.6,2,0.04999999999999999,3,6,-2,2,1.5,2
0.0,1,0.33,1926,46,11,5,83,0,4,1,13,0.8,1,0.28,1984,32,13,5,72,2,5,2,15,1.4,-1,0.03999999999999998,-1,0,-2,-2,-0.7999999999999999,-2,0.0,-2,-1,0,-1,0.10000000000000009,0
0.0,3,0.12,2204,68,18,5,92,4,6,5,8,2.2,1,0.53,1917,50,16,4,72,1,4,5,11,0.7,1,-0.13,7,2,6,4,1.3000000000000003,1,0.25,-3,1,-5,1,0.3999999999999999,2
0.0,1,0.22,2120,59,14,3,84,1,7,1,14,1.8,2,0.41,1976,27,11,4,75,3,3,1,14,0.6,0,-0.11000000000000001,6,3,2,1,1.2,0,0.17000000000000004,0,2,-3,1,0.10000000000000009,2
0.0,2,0.58,1993,30,8,3,59,0,1,6,21,0.8,3,0.09,2212,66,11,5,83,5,4,5,7,1.8,1,0.020000000000000018,-5,-2,-1,-2,-0.20000000000000018,0,-0.010000000000000009,-7,0,-6,1,0.0,0
0.0,1,0.34,1909,33,10,3,71,1,4,2,11,1.0,0,0.32,1878,45,8,2,74,0,5,2,12,1.9,0,0.0,-6,-1,-1,0,-1.0,0,0.06,5,1,2,0,0.49999999999999994,0
0.0,0,0.43,1827,61,8,1,82,0,2,3,8,0.3,0,0.2,1917,69,14,1,80,1,10,2,16,0.4,0,-0.12,-4,-1,-2,-2,-0.19999999999999996,-1,-0.019999999999999962,3,-4,3,1,0.20000000000000007,0
0.0,0,0.32,1885,38,12,5,85,1,4,4,12,0.5,0,0.34,1822,27,6,3,56,0,5,2,9,0.7,-1,-0.07999999999999996,0,0,3,0,-0.19999999999999996,0,0.04999999999999999,-2,2,-2,0,-0.10000000000000003,1
0.0,1,0.33,1922,72,6,1,84,0,5,3,18,2.8,1,0.28,1954,46,9,1,78,0,3,1,17,1.7,1,-0.13,-8,0,-4,-1,-0.4,-1,-0.08000000000000002,-4,-4,4,-1,-1.1,0
0.0,0,0.38,1967,30,10,4,69,0,3,0,11,1.5,0,0.25,1989,32,10,1,67,1,1,1,11,2.2,-2,-0.13000000000000006,-1,0,-2,-3,-1.0,-2,0.29999999999999993,2,-2,3,1,-0.5999999999999999,0
0.0,1,0.6,1963,38,6,3,71,0,1,2,17,0.8,2,0.1,2223,40,8,3,77,1,5,0,17,1.1,-1,0.03999999999999998,0,-1,-1,-1,-0.7,-1,0.21000000000000002,-4,-3,-4,-1,-1.7000000000000002,0
0.0,0,0.29,2040,59,6,1,82,0,5,2,20,1.6,1,0.34,1965,34,9,3,73,1,4,2,18,0.2,-1,0.14,-9,-4,-6,-2,-1.5,-1,0.20999999999999996,-1,0,-2,0,-0.5999999999999999,2
0.0,2,0.21,2138,43,10,3,81,1,4,0,13,0.2,3,0.42,1916,61,19,7,84,1,6,3,14,2.1,1,0.04000000000000001,-9,0,-10,0,0.40000000000000013,2,0.13,13,6,5,1,2.4,1
0.0,0,0.47,1886,64,7,1,78,0,6,4,13,1.2,0,0.2,1961,49,10,2,74,1,2,0,12,0.8,0,-0.19,-5,-4,-4,-1,-0.30000000000000004,-1,0.27999999999999997,4,-1,6,1,0.5,2
0.0,1,0.6,1814,32,6,3,82,0,2,0,8,0.2,0,0.11,1954,60,4,0,77,0,2,4,23,1.4,-1,0.18000000000000005,-1,1,-2,-1,-0.19999999999999996,-1,-0.06999999999999995,-5,-3,-1,-1,-0.6000000000000001,0
0.0,1,0.12,2225,50,10,3,74,1,5,2,7,2.2,1,0.57,1889,67,15,1,81,0,4,1,9,0.3,-1,-0.16,2,0,4,0,0.6000000000000001,-1,0.03999999999999998,2,-2,-1,-3,-0.2999999999999998,2
0.0,1,0.11,2199,73,16,5,87,2,5,6,6,3.0,1,0.51,1812,43,17,6,83,1,5,0,8,0.8,-2,-0.020000000000000004,-5,-5,3,-3,-0.7999999999999998,0,0.16000000000000003,6,4,2,1,-0.09999999999999987,2
0.0,1,0.4,2045,62,8,2,74,1,7,3,15,0.8,1,0.25,2135,54,6,2,83,0,1,3,18,2.6,0,-0.15999999999999998,-5,-1,-3,0,-0.8,-1,-0.05000000000000002,-4,-1,-1,-1,-2.0,0
0.0,0,0.23,1930,53,11,4,74,1,5,4,13,3.1,0,0.46,1810,50,5,2,82,0,4,0,13,1.1,0,-0.39999999999999997,1,2,-1,0,0.0,-1,0.039999999999999925,-1,-1,-1,0,-0.8,2
0.0,3,0.47,2140,60,12,7,82,4,2,1,8,1.8,2,0.2,2229,59,8,4,82,3,5,4,12,0.4,2,0.04000000000000001,6,5,0,4,2.4,1,0.01999999999999999,-2,1,-4,2,1.1,0
0.0,2,0.3,1959,53,4,2,71,2,4,4,12,1.9,3,0.34,1827,39,10,7,64,4,4,3,17,0.8,1,-0.25,-5,0,-5,1,0.5,2,-0.09999999999999998,1,5,-4,4,1.8,1
0.0,0,0.47,1783,48,10,3,79,3,3,5,12,0.8,3,0.2,1944,54,14,7,84,3,7,1,16,0.8,0,-0.19,6,-1,6,3,0.5,3,0.03,3,3,-3,2,2.3,0
0.0,0,0.39,1911,60,15,3,74,0,4,1,17,1.6,1,0.23,1973,57,17,6,76,1,4,5,14,0.5,0,-0.12,7,1,2,-1,0.09999999999999998,0,0.13999999999999999,6,2,3,0,0.3999999999999999,1
0.0,2,0.14,2237,33,5,4,81,1,3,3,14,1.2,1,0.56,1917,46,17,4,70,1,9,1,8,1.5,0,0.08000000000000002,-3,0,-2,-2,-1.8000000000000003,-1,0.08999999999999997,2,-3,7,0,-0.7999999999999998,2
0.0,2,0.59,1828,30,8,2,67,0,5,1,13,0.7,2,0.11,2143,62,7,3,80,1,2,1,14,2.3,-1,0.030000000000000027,-2,-5,2,-4,-1.8,2,-0.31999999999999995,-6,1,-6,-2,-0.6000000000000001,0
0.0,1,0.41,1913,35,12,2,56,0,3,0,24,0.9,1,0.22,1918,58,10,3,79,1,6,1,16,1.6,0,0.20000000000000007,-5,-2,1,-1,0.3999999999999999,1,0.0,2,0,3,1,0.7000000000000001,1
0.0,1,0.57,1969,63,10,3,85,0,9,5,8,0.3,2,0.1,2241,64,9,4,77,0,3,2,9,1.8,0,-0.12999999999999998,-7,-3,-2,-1,-0.7,0,-0.06,4,0,2,-1,0.7999999999999999,0
0.0,1,0.4,1948,48,12,5,74,1,3,0,15,1.3,2,0.26,1984,42,8,3,85,0,3,0,10,2.0,-2,-0.03,-2,-2,2,-2,-2.3,1,0.33,-5,1,-3,-1,-0.7999999999999999,0
0.0,3,0.22,2152,80,15,7,90,3,7,3,12,1.5,1,0.43,1916,44,9,2,70,1,6,1,16,0.9,1,-0.039999999999999994,8,4,5,2,1.0999999999999999,0,-0.15000000000000008,-3,0,-5,1,-0.6,2
0.0,0,0.5,1787,34,4,2,83,0,0,1,15,0.4,1,0.15,1960,51,8,4,82,0,7,0,14,2.8,-2,0.08000000000000007,-5,-1,-2,-1,-0.09999999999999998,0,0.33999999999999997,-2,1,-2,0,-0.2,0
0.0,2,0.36,2030,53,12,6,80,2,8,2,14,1.3,0,0.28,2094,56,8,2,85,1,2,2,15,0.2,0,-0.22000000000000003,2,2,3,-1,1.4000000000000001,-2,0.06,0,-1,4,0,-1.9,1
0.0,1,0.47,1850,39,14,4,82,1,4,1,16,0.2,1,0.2,1936,48,6,2,73,1,4,2,18,0.4,0,-0.030000000000000027,2,1,3,-1,-0.9000000000000001,0,0.2,-6,-3,-1,0,0.5,1
0.0,3,0.1,2244,48,14,5,81,4,7,0,11,1.9,0,0.62,1825,20,9,3,56,2,6,3,6,1.2,1,-0.04000000000000001,5,1,2,4,0.6000000000000001,-2,0.24999999999999994,1,1,1,2,-0.10000000000000009,2
0.0,5,0.53,2000,51,11,8,71,4,4,1,13,0.3,2,0.1,2207,65,15,8,91,3,7,1,9,1.9,3,-0.18,3,5,-1,4,1.4,-2,-0.020000000000000004,2,4,1,2,1.7000000000000002,0
0.0,0,0.47,1931,59,6,1,62,0,5,3,20,0.2,2,0.17,2166,50,7,4,74,1,2,5,12,2.2,-1,-0.2,0,-1,2,-1,-0.9,-1,0.11,-8,-3,-3,-2,-0.7999999999999998,0
0.0,2,0.59,1821,48,11,6,84,1,2,0,7,0.5,1,0.11,2034,65,12,3,86,1,7,1,17,4.6,2,0.030000000000000027,2,3,-1,-1,0.5,-1,0.18,0,-3,1,-1,-0.9000000000000001,0
0.0,1,0.4,1963,45,14,4,79,2,4,2,18,0.9,1,0.24,1999,41,7,2,82,0,3,1,20,1.2,0,-0.41999999999999993,6,0,4,2,2.5,-4,0.27,-4,-6,-1,-4,-1.7,1
0.0,2,0.13,2219,58,12,6,87,3,7,1,12,1.3,1,0.49,1975,65,8,4,86,4,3,1,12,1.8,0,0.010000000000000009,-3,-2,-1,0,-0.7000000000000002,-1,-0.26,1,0,2,3,0.9,2
0.0,0,0.56,1919,64,7,1,79,0,5,0,19,1.5,4,0.14,2248,52,9,4,85,1,2,4,7,1.2,-1,0.07999999999999999,-1,-3,-1,-2,-1.0,1,0.0,-5,-1,0,-3,0.09999999999999987,1
0.0,2,0.18,2240,45,9,2,78,2,1,4,12,0.7,2,0.5,1971,39,11,5,65,2,2,1,13,0.7,-2,0.04000000000000001,0,-2,0,1,-0.7,2,0.07,1,0,1,2,0.8999999999999999,2
0.0,0,0.44,1844,45,3,1,67,0,1,0,17,1.0,1,0.21,1900,45,12,3,67,1,1,1,11,2.5,-1,0.09999999999999998,-11,-3,-6,-3,-1.7,1,-0.08000000000000002,-5,-3,-4,0,0.29999999999999993,1
0.0,1,0.57,1967,49,15,2,78,0,6,1,8,0.1,2,0.1,2171,68,14,4,85,2,8,1,8,0.8,0,0.25,1,-2,3,-2,-1.9,0,0.020000000000000004,-4,-3,2,1,-1.7999999999999998,0
0.0,2,0.38,1931,54,12,4,69,2,2,5,10,0.7,2,0.25,1996,60,11,7,78,1,6,3,12,1.5,2,-0.15000000000000002,-3,-1,-3,1,0.30000000000000004,0,-0.29000000000000004,-3,-1,0,0,-0.40000000000000013,2
0.0,2,0.44,1969,36,8,5,82,3,3,1,21,1.0,2,0.2,2075,55,9,4,85,2,2,2,5,1.3,1,0.31,0,1,-2,-1,0.30000000000000004,1,-0.15000000000000002,5,2,3,2,1.2,2
0.0,2,0.18,2245,61,10,4,78,1,3,1,20,1.1,0,0.48,1982,63,13,4,76,1,2,1,13,0.6,0,0.03999999999999998,1,2,1,-1,-0.5,-2,0.0,2,-3,1,0,0.10000000000000009,1
