Div,Date,HomeTeam,AwayTeam,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Time
primera,15/09/01,Osasuna,Barcelona,0.0,0.0,D,,,,,,,,,,,,,
primera,16/09/01,Espanol,Sevilla,1.0,1.0,D,,,,,,,,,,,,,
primera,16/09/01,Malaga,Valladolid,0.0,1.0,A,,,,,,,,,,,,,
primera,16/09/01,Sociedad,Celta,0.0,0.0,D,,,,,,,,,,,,,
primera,16/09/01,Vallecano,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,16/09/01,Tenerife,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,16/09/01,Valencia,Las Palmas,0.0,0.0,D,,,,,,,,,,,,,
primera,22/09/01,Alaves,La Coruna,0.0,1.0,A,,,,,,,,,,,,,
primera,22/09/01,Barcelona,Tenerife,1.0,0.0,H,,,,,,,,,,,,,
primera,22/09/01,Las Palmas,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,22/09/01,Real Madrid,Espanol,3.0,0.0,H,,,,,,,,,,,,,
primera,22/09/01,Villarreal,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,23/09/01,Ath Bilbao,Valencia,0.0,1.0,A,,,,,,,,,,,,,
primera,23/09/01,Celta,Mallorca,1.0,0.0,H,,,,,,,,,,,,,
primera,23/09/01,Sevilla,Vallecano,0.0,1.0,A,,,,,,,,,,,,,
primera,23/09/01,Valladolid,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,23/09/01,Zaragoza,Osasuna,0.0,1.0,A,,,,,,,,,,,,,
primera,29/09/01,Espanol,Vallecano,1.0,0.0,H,,,,,,,,,,,,,
primera,29/09/01,Malaga,Ath Bilbao,0.0,1.0,A,,,,,,,,,,,,,
primera,29/09/01,Real Madrid,Valladolid,2.0,1.0,H,,,,,,,,,,,,,
primera,29/09/01,Sociedad,Barcelona,0.0,1.0,A,,,,,,,,,,,,,
primera,30/09/01,Betis,Las Palmas,0.0,0.0,D,,,,,,,,,,,,,
primera,30/09/01,La Coruna,Celta,0.0,1.0,A,,,,,,,,,,,,,
primera,30/09/01,Mallorca,Villarreal,0.0,1.0,A,,,,,,,,,,,,,
primera,30/09/01,Osasuna,Sevilla,0.0,0.0,D,,,,,,,,,,,,,
primera,30/09/01,Tenerife,Zaragoza,0.0,0.0,D,,,,,,,,,,,,,
primera,30/09/01,Valencia,Alaves,0.0,0.0,D,,,,,,,,,,,,,
primera,03/10/01,Alaves,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,03/10/01,Ath Bilbao,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,03/10/01,Barcelona,Mallorca,3.0,0.0,H,,,,,,,,,,,,,
primera,03/10/01,Las Palmas,Real Madrid,2.0,2.0,D,,,,,,,,,,,,,
primera,03/10/01,Vallecano,Osasuna,0.0,1.0,A,,,,,,,,,,,,,
primera,03/10/01,Sevilla,Tenerife,1.0,0.0,H,,,,,,,,,,,,,
primera,03/10/01,Valladolid,Espanol,0.0,1.0,A,,,,,,,,,,,,,
primera,03/10/01,Villarreal,La Coruna,1.0,0.0,H,,,,,,,,,,,,,
primera,03/10/01,Zaragoza,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,04/10/01,Celta,Valencia,0.0,1.0,A,,,,,,,,,,,,,
primera,06/10/01,La Coruna,Barcelona,0.0,1.0,A,,,,,,,,,,,,,
primera,06/10/01,Real Madrid,Ath Bilbao,0.0,0.0,D,,,,,,,,,,,,,
primera,07/10/01,Betis,Alaves,0.0,0.0,D,,,,,,,,,,,,,
primera,07/10/01,Espanol,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,07/10/01,Malaga,Celta,2.0,0.0,H,,,,,,,,,,,,,
primera,07/10/01,Mallorca,Zaragoza,0.0,0.0,D,,,,,,,,,,,,,
primera,07/10/01,Sociedad,Sevilla,2.0,0.0,H,,,,,,,,,,,,,
primera,07/10/01,Tenerife,Vallecano,1.0,1.0,D,,,,,,,,,,,,,
primera,07/10/01,Valencia,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,07/10/01,Valladolid,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,13/10/01,Alaves,Real Madrid,0.0,0.0,D,,,,,,,,,,,,,
primera,13/10/01,Sevilla,Mallorca,2.0,2.0,D,,,,,,,,,,,,,
primera,13/10/01,Zaragoza,La Coruna,0.0,1.0,A,,,,,,,,,,,,,
primera,14/10/01,Ath Bilbao,Valladolid,0.0,2.0,A,,,,,,,,,,,,,
primera,14/10/01,Barcelona,Valencia,1.0,1.0,D,,,,,,,,,,,,,
primera,14/10/01,Celta,Betis,2.0,0.0,H,,,,,,,,,,,,,
primera,14/10/01,Las Palmas,Espanol,0.0,0.0,D,,,,,,,,,,,,,
primera,14/10/01,Osasuna,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,14/10/01,Vallecano,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,14/10/01,Villarreal,Malaga,1.0,1.0,D,,,,,,,,,,,,,
primera,20/10/01,Betis,Villarreal,0.0,1.0,A,,,,,,,,,,,,,
primera,20/10/01,La Coruna,Sevilla,1.0,0.0,H,,,,,,,,,,,,,
primera,20/10/01,Las Palmas,Ath Bilbao,0.0,1.0,A,,,,,,,,,,,,,
primera,20/10/01,Malaga,Barcelona,0.0,0.0,D,,,,,,,,,,,,,
primera,20/10/01,Sociedad,Osasuna,0.0,1.0,A,,,,,,,,,,,,,
primera,21/10/01,Espanol,Tenerife,2.0,0.0,H,,,,,,,,,,,,,
primera,21/10/01,Mallorca,Vallecano,1.0,0.0,H,,,,,,,,,,,,,
primera,21/10/01,Real Madrid,Celta,1.0,1.0,D,,,,,,,,,,,,,
primera,21/10/01,Valencia,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,21/10/01,Valladolid,Alaves,0.0,2.0,A,,,,,,,,,,,,,
primera,27/10/01,Barcelona,Betis,1.0,0.0,H,,,,,,,,,,,,,
primera,27/10/01,Osasuna,Mallorca,2.0,0.0,H,,,,,,,,,,,,,
primera,27/10/01,Vallecano,La Coruna,0.0,0.0,D,,,,,,,,,,,,,
primera,27/10/01,Tenerife,Sociedad,0.0,1.0,A,,,,,,,,,,,,,
primera,27/10/01,Villarreal,Real Madrid,1.0,0.0,H,,,,,,,,,,,,,
primera,28/10/01,Alaves,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,28/10/01,Ath Bilbao,Espanol,1.0,0.0,H,,,,,,,,,,,,,
primera,28/10/01,Celta,Valladolid,0.0,0.0,D,,,,,,,,,,,,,
primera,28/10/01,Sevilla,Valencia,0.0,1.0,A,,,,,,,,,,,,,
primera,28/10/01,Zaragoza,Malaga,0.0,1.0,A,,,,,,,,,,,,,
primera,03/11/01,Ath Bilbao,Alaves,2.0,0.0,H,,,,,,,,,,,,,
primera,04/11/01,Betis,Zaragoza,0.0,0.0,D,,,,,,,,,,,,,
primera,04/11/01,La Coruna,Osasuna,4.0,1.0,H,,,,,,,,,,,,,
primera,04/11/01,Espanol,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,04/11/01,Las Palmas,Celta,3.0,1.0,H,,,,,,,,,,,,,
primera,04/11/01,Malaga,Sevilla,1.0,1.0,D,,,,,,,,,,,,,
primera,04/11/01,Mallorca,Tenerife,1.0,0.0,H,,,,,,,,,,,,,
primera,04/11/01,Real Madrid,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
primera,04/11/01,Valencia,Vallecano,1.0,1.0,D,,,,,,,,,,,,,
primera,04/11/01,Valladolid,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,10/11/01,Sevilla,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,11/11/01,Alaves,Espanol,1.0,1.0,D,,,,,,,,,,,,,
primera,11/11/01,Barcelona,Valladolid,2.0,0.0,H,,,,,,,,,,,,,
primera,11/11/01,Celta,Ath Bilbao,1.0,0.0,H,,,,,,,,,,,,,
primera,11/11/01,Osasuna,Valencia,0.0,0.0,D,,,,,,,,,,,,,
primera,11/11/01,Sociedad,Mallorca,0.0,0.0,D,,,,,,,,,,,,,
primera,11/11/01,Vallecano,Malaga,2.0,0.0,H,,,,,,,,,,,,,
primera,11/11/01,Tenerife,La Coruna,1.0,1.0,D,,,,,,,,,,,,,
primera,11/11/01,Villarreal,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,11/11/01,Zaragoza,Real Madrid,1.0,0.0,H,,,,,,,,,,,,,
primera,17/11/01,La Coruna,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,17/11/01,Las Palmas,Barcelona,0.0,0.0,D,,,,,,,,,,,,,
primera,17/11/01,Real Madrid,Sevilla,1.0,0.0,H,,,,,,,,,,,,,
primera,18/11/01,Alaves,Celta,1.0,0.0,H,,,,,,,,,,,,,
primera,18/11/01,Ath Bilbao,Villarreal,0.0,0.0,D,,,,,,,,,,,,,
primera,18/11/01,Betis,Vallecano,0.0,0.0,D,,,,,,,,,,,,,
primera,18/11/01,Espanol,Mallorca,1.0,1.0,D,,,,,,,,,,,,,
primera,18/11/01,Malaga,Osasuna,2.0,0.0,H,,,,,,,,,,,,,
primera,18/11/01,Valencia,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,18/11/01,Valladolid,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,24/11/01,Barcelona,Ath Bilbao,0.0,1.0,A,,,,,,,,,,,,,
primera,25/11/01,Celta,Espanol,2.0,1.0,H,,,,,,,,,,,,,
primera,25/11/01,Mallorca,La Coruna,2.0,1.0,H,,,,,,,,,,,,,
primera,25/11/01,Osasuna,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,25/11/01,Sociedad,Valencia,1.0,0.0,H,,,,,,,,,,,,,
primera,25/11/01,Vallecano,Real Madrid,0.0,2.0,A,,,,,,,,,,,,,
primera,25/11/01,Sevilla,Valladolid,1.0,0.0,H,,,,,,,,,,,,,
primera,25/11/01,Tenerife,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,25/11/01,Villarreal,Alaves,1.0,0.0,H,,,,,,,,,,,,,
primera,25/11/01,Zaragoza,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,01/12/01,Alaves,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
primera,01/12/01,Espanol,La Coruna,0.0,0.0,D,,,,,,,,,,,,,
primera,01/12/01,Real Madrid,Osasuna,2.0,0.0,H,,,,,,,,,,,,,
primera,01/12/01,Valencia,Mallorca,0.0,1.0,A,,,,,,,,,,,,,
primera,02/12/01,Ath Bilbao,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,02/12/01,Betis,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,02/12/01,Celta,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,02/12/01,Las Palmas,Sevilla,0.0,0.0,D,,,,,,,,,,,,,
primera,02/12/01,Malaga,Sociedad,1.0,0.0,H,,,,,,,,,,,,,
primera,02/12/01,Valladolid,Vallecano,2.0,1.0,H,,,,,,,,,,,,,
primera,08/12/01,Sevilla,Ath Bilbao,0.0,0.0,D,,,,,,,,,,,,,
primera,08/12/01,Tenerife,Real Madrid,0.0,1.0,A,,,,,,,,,,,,,
primera,09/12/01,Barcelona,Celta,1.0,0.0,H,,,,,,,,,,,,,
primera,09/12/01,La Coruna,Valencia,0.0,0.0,D,,,,,,,,,,,,,
primera,09/12/01,Mallorca,Malaga,1.0,1.0,D,,,,,,,,,,,,,
primera,09/12/01,Osasuna,Valladolid,0.0,0.0,D,,,,,,,,,,,,,
primera,09/12/01,Sociedad,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,09/12/01,Vallecano,Las Palmas,0.0,0.0,D,,,,,,,,,,,,,
primera,09/12/01,Villarreal,Espanol,1.0,1.0,D,,,,,,,,,,,,,
primera,09/12/01,Zaragoza,Alaves,0.0,1.0,A,,,,,,,,,,,,,
primera,15/12/01,Espanol,Valencia,2.0,0.0,H,,,,,,,,,,,,,
primera,15/12/01,Las Palmas,Osasuna,0.0,1.0,A,,,,,,,,,,,,,
primera,15/12/01,Real Madrid,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,16/12/01,Alaves,Sevilla,0.0,0.0,D,,,,,,,,,,,,,
primera,16/12/01,Ath Bilbao,Vallecano,0.0,0.0,D,,,,,,,,,,,,,
primera,16/12/01,Betis,Mallorca,1.0,0.0,H,,,,,,,,,,,,,
primera,16/12/01,Celta,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,16/12/01,Malaga,La Coruna,1.0,0.0,H,,,,,,,,,,,,,
primera,16/12/01,Valladolid,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,16/12/01,Villarreal,Barcelona,0.0,1.0,A,,,,,,,,,,,,,
primera,22/12/01,La Coruna,Betis,1.0,0.0,H,,,,,,,,,,,,,
primera,22/12/01,Espanol,Barcelona,0.0,0.0,D,,,,,,,,,,,,,
primera,22/12/01,Sociedad,Valladolid,1.0,0.0,H,,,,,,,,,,,,,
primera,22/12/01,Sevilla,Celta,0.0,0.0,D,,,,,,,,,,,,,
primera,22/12/01,Tenerife,Las Palmas,0.0,1.0,A,,,,,,,,,,,,,
primera,22/12/01,Valencia,Malaga,2.0,1.0,H,,,,,,,,,,,,,
primera,23/12/01,Mallorca,Real Madrid,0.0,0.0,D,,,,,,,,,,,,,
primera,23/12/01,Osasuna,Ath Bilbao,0.0,0.0,D,,,,,,,,,,,,,
primera,23/12/01,Zaragoza,Villarreal,2.0,0.0,H,,,,,,,,,,,,,
primera,05/01/02,Celta,Vallecano,0.0,1.0,A,,,,,,,,,,,,,
primera,05/01/02,Las Palmas,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,05/01/02,Real Madrid,La Coruna,2.0,1.0,H,,,,,,,,,,,,,
primera,05/01/02,Villarreal,Sevilla,0.0,1.0,A,,,,,,,,,,,,,
primera,06/01/02,Alaves,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,06/01/02,Ath Bilbao,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,06/01/02,Barcelona,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,06/01/02,Betis,Valencia,1.0,2.0,A,,,,,,,,,,,,,
primera,06/01/02,Malaga,Espanol,1.0,0.0,H,,,,,,,,,,,,,
primera,06/01/02,Valladolid,Mallorca,1.0,0.0,H,,,,,,,,,,,,,
primera,12/01/02,Ath Bilbao,Sociedad,1.0,1.0,D,,,,,,,,,,,,,
primera,12/01/02,Villarreal,Vallecano,0.0,0.0,D,,,,,,,,,,,,,
primera,13/01/02,Alaves,Tenerife,1.0,0.0,H,,,,,,,,,,,,,
primera,13/01/02,Barcelona,Sevilla,1.0,1.0,D,,,,,,,,,,,,,
primera,13/01/02,Betis,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,13/01/02,Celta,Osasuna,1.0,0.0,H,,,,,,,,,,,,,
primera,13/01/02,Las Palmas,Mallorca,1.0,0.0,H,,,,,,,,,,,,,
primera,13/01/02,Real Madrid,Valencia,0.0,0.0,D,,,,,,,,,,,,,
primera,13/01/02,Valladolid,La Coruna,2.0,0.0,H,,,,,,,,,,,,,
primera,13/01/02,Zaragoza,Espanol,0.0,0.0,D,,,,,,,,,,,,,
primera,19/01/02,Malaga,Real Madrid,1.0,0.0,H,,,,,,,,,,,,,
primera,19/01/02,Sociedad,Alaves,1.0,0.0,H,,,,,,,,,,,,,
primera,20/01/02,La Coruna,Las Palmas,0.0,0.0,D,,,,,,,,,,,,,
primera,20/01/02,Espanol,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,20/01/02,Mallorca,Ath Bilbao,1.0,0.0,H,,,,,,,,,,,,,
primera,20/01/02,Osasuna,Villarreal,2.0,1.0,H,,,,,,,,,,,,,
primera,20/01/02,Vallecano,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
primera,20/01/02,Sevilla,Zaragoza,1.0,1.0,D,,,,,,,,,,,,,
primera,20/01/02,Tenerife,Celta,1.0,0.0,H,,,,,,,,,,,,,
primera,20/01/02,Valencia,Valladolid,1.0,2.0,A,,,,,,,,,,,,,
primera,23/01/02,Vallecano,Alaves,0.0,0.0,D,,,,,,,,,,,,,
primera,26/01/02,Celta,Sociedad,0.0,1.0,A,,,,,,,,,,,,,
primera,26/01/02,Las Palmas,Valencia,0.0,1.0,A,,,,,,,,,,,,,
primera,27/01/02,Alaves,Mallorca,0.0,2.0,A,,,,,,,,,,,,,
primera,27/01/02,Ath Bilbao,La Coruna,0.0,0.0,D,,,,,,,,,,,,,
primera,27/01/02,Barcelona,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,27/01/02,Real Madrid,Betis,1.0,0.0,H,,,,,,,,,,,,,
primera,27/01/02,Sevilla,Espanol,0.0,0.0,D,,,,,,,,,,,,,
primera,27/01/02,Valladolid,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,27/01/02,Villarreal,Tenerife,2.0,0.0,H,,,,,,,,,,,,,
primera,27/01/02,Zaragoza,Vallecano,0.0,1.0,A,,,,,,,,,,,,,
primera,02/02/02,La Coruna,Alaves,0.0,1.0,A,,,,,,,,,,,,,
primera,02/02/02,Mallorca,Celta,0.0,1.0,A,,,,,,,,,,,,,
primera,02/02/02,Sociedad,Villarreal,0.0,0.0,D,,,,,,,,,,,,,
primera,02/02/02,Vallecano,Sevilla,2.0,1.0,H,,,,,,,,,,,,,
primera,02/02/02,Tenerife,Barcelona,0.0,2.0,A,,,,,,,,,,,,,
primera,03/02/02,Betis,Valladolid,1.0,0.0,H,,,,,,,,,,,,,
primera,03/02/02,Espanol,Real Madrid,1.0,1.0,D,,,,,,,,,,,,,
primera,03/02/02,Malaga,Las Palmas,0.0,1.0,A,,,,,,,,,,,,,
primera,03/02/02,Osasuna,Zaragoza,0.0,0.0,D,,,,,,,,,,,,,
primera,03/02/02,Valencia,Ath Bilbao,1.0,0.0,H,,,,,,,,,,,,,
primera,05/02/02,Celta,La Coruna,0.0,1.0,A,,,,,,,,,,,,,
primera,06/02/02,Alaves,Valencia,1.0,2.0,A,,,,,,,,,,,,,
primera,06/02/02,Ath Bilbao,Malaga,2.0,1.0,H,,,,,,,,,,,,,
primera,06/02/02,Barcelona,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,06/02/02,Las Palmas,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,06/02/02,Vallecano,Espanol,1.0,0.0,H,,,,,,,,,,,,,
primera,06/02/02,Sevilla,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,06/02/02,Valladolid,Real Madrid,0.0,0.0,D,,,,,,,,,,,,,
primera,06/02/02,Villarreal,Mallorca,1.0,0.0,H,,,,,,,,,,,,,
primera,06/02/02,Zaragoza,Tenerife,0.0,1.0,A,,,,,,,,,,,,,
primera,09/02/02,Mallorca,Barcelona,0.0,0.0,D,,,,,,,,,,,,,
primera,09/02/02,Valencia,Celta,0.0,0.0,D,,,,,,,,,,,,,
primera,10/02/02,Betis,Ath Bilbao,1.0,1.0,D,,,,,,,,,,,,,
primera,10/02/02,La Coruna,Villarreal,0.0,0.0,D,,,,,,,,,,,,,
primera,10/02/02,Espanol,Valladolid,0.0,0.0,D,,,,,,,,,,,,,
primera,10/02/02,Malaga,Alaves,0.0,0.0,D,,,,,,,,,,,,,
primera,10/02/02,Osasuna,Vallecano,0.0,0.0,D,,,,,,,,,,,,,
primera,10/02/02,Real Madrid,Las Palmas,3.0,0.0,H,,,,,,,,,,,,,
primera,10/02/02,Sociedad,Zaragoza,2.0,0.0,H,,,,,,,,,,,,,
primera,10/02/02,Tenerife,Sevilla,0.0,1.0,A,,,,,,,,,,,,,
primera,16/02/02,Ath Bilbao,Real Madrid,2.0,0.0,H,,,,,,,,,,,,,
primera,16/02/02,Barcelona,La Coruna,1.0,1.0,D,,,,,,,,,,,,,
primera,16/02/02,Villarreal,Valencia,0.0,0.0,D,,,,,,,,,,,,,
primera,17/02/02,Alaves,Betis,0.0,1.0,A,,,,,,,,,,,,,
primera,17/02/02,Celta,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,17/02/02,Las Palmas,Valladolid,0.0,0.0,D,,,,,,,,,,,,,
primera,17/02/02,Osasuna,Espanol,0.0,1.0,A,,,,,,,,,,,,,
primera,17/02/02,Vallecano,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,17/02/02,Sevilla,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,17/02/02,Zaragoza,Mallorca,0.0,0.0,D,,,,,,,,,,,,,
primera,23/02/02,La Coruna,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,23/02/02,Real Madrid,Alaves,1.0,1.0,D,,,,,,,,,,,,,
primera,23/02/02,Valencia,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
primera,24/02/02,Betis,Celta,2.0,0.0,H,,,,,,,,,,,,,
primera,24/02/02,Espanol,Las Palmas,0.0,1.0,A,,,,,,,,,,,,,
primera,24/02/02,Malaga,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,24/02/02,Mallorca,Sevilla,0.0,1.0,A,,,,,,,,,,,,,
primera,24/02/02,Sociedad,Vallecano,1.0,0.0,H,,,,,,,,,,,,,
primera,24/02/02,Tenerife,Osasuna,1.0,0.0,H,,,,,,,,,,,,,
primera,24/02/02,Valladolid,Ath Bilbao,0.0,0.0,D,,,,,,,,,,,,,
primera,02/03/02,Celta,Real Madrid,0.0,0.0,D,,,,,,,,,,,,,
primera,02/03/02,Sevilla,La Coruna,0.0,0.0,D,,,,,,,,,,,,,
primera,02/03/02,Villarreal,Betis,1.0,1.0,D,,,,,,,,,,,,,
primera,03/03/02,Alaves,Valladolid,1.0,1.0,D,,,,,,,,,,,,,
primera,03/03/02,Ath Bilbao,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,03/03/02,Barcelona,Malaga,3.0,0.0,H,,,,,,,,,,,,,
primera,03/03/02,Osasuna,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,03/03/02,Vallecano,Mallorca,0.0,1.0,A,,,,,,,,,,,,,
primera,03/03/02,Tenerife,Espanol,1.0,1.0,D,,,,,,,,,,,,,
primera,03/03/02,Zaragoza,Valencia,0.0,1.0,A,,,,,,,,,,,,,
primera,09/03/02,Betis,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
primera,09/03/02,La Coruna,Vallecano,1.0,1.0,D,,,,,,,,,,,,,
primera,09/03/02,Las Palmas,Alaves,1.0,1.0,D,,,,,,,,,,,,,
primera,09/03/02,Real Madrid,Villarreal,1.0,0.0,H,,,,,,,,,,,,,
primera,10/03/02,Espanol,Ath Bilbao,1.0,0.0,H,,,,,,,,,,,,,
primera,10/03/02,Malaga,Zaragoza,2.0,0.0,H,,,,,,,,,,,,,
primera,10/03/02,Mallorca,Osasuna,2.0,1.0,H,,,,,,,,,,,,,
primera,10/03/02,Sociedad,Tenerife,0.0,1.0,A,,,,,,,,,,,,,
primera,10/03/02,Valencia,Sevilla,0.0,0.0,D,,,,,,,,,,,,,
primera,10/03/02,Valladolid,Celta,1.0,2.0,A,,,,,,,,,,,,,
primera,16/03/02,Barcelona,Real Madrid,0.0,1.0,A,,,,,,,,,,,,,
primera,16/03/02,Osasuna,La Coruna,0.0,3.0,A,,,,,,,,,,,,,
primera,17/03/02,Alaves,Ath Bilbao,2.0,2.0,D,,,,,,,,,,,,,
primera,17/03/02,Celta,Las Palmas,2.0,0.0,H,,,,,,,,,,,,,
primera,17/03/02,Sociedad,Espanol,1.0,0.0,H,,,,,,,,,,,,,
primera,17/03/02,Vallecano,Valencia,1.0,1.0,D,,,,,,,,,,,,,
primera,17/03/02,Sevilla,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,17/03/02,Tenerife,Mallorca,0.0,0.0,D,,,,,,,,,,,,,
primera,17/03/02,Villarreal,Valladolid,0.0,2.0,A,,,,,,,,,,,,,
primera,17/03/02,Zaragoza,Betis,1.0,0.0,H,,,,,,,,,,,,,
primera,23/03/02,Betis,Sevilla,0.0,0.0,D,,,,,,,,,,,,,
primera,23/03/02,Las Palmas,Villarreal,2.0,2.0,D,,,,,,,,,,,,,
primera,23/03/02,Malaga,Vallecano,0.0,0.0,D,,,,,,,,,,,,,
primera,24/03/02,Ath Bilbao,Celta,1.0,2.0,A,,,,,,,,,,,,,
primera,24/03/02,La Coruna,Tenerife,0.0,1.0,A,,,,,,,,,,,,,
primera,24/03/02,Espanol,Alaves,1.0,0.0,H,,,,,,,,,,,,,
primera,24/03/02,Mallorca,Sociedad,0.0,0.0,D,,,,,,,,,,,,,
primera,24/03/02,Real Madrid,Zaragoza,1.0,0.0,H,,,,,,,,,,,,,
primera,24/03/02,Valencia,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,24/03/02,Valladolid,Barcelona,1.0,2.0,A,,,,,,,,,,,,,
primera,30/03/02,Barcelona,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,30/03/02,Celta,Alaves,0.0,0.0,D,,,,,,,,,,,,,
primera,30/03/02,Sociedad,La Coruna,1.0,0.0,H,,,,,,,,,,,,,
primera,30/03/02,Sevilla,Real Madrid,0.0,1.0,A,,,,,,,,,,,,,
primera,30/03/02,Tenerife,Valencia,0.0,0.0,D,,,,,,,,,,,,,
primera,31/03/02,Mallorca,Espanol,1.0,1.0,D,,,,,,,,,,,,,
primera,31/03/02,Osasuna,Malaga,0.0,0.0,D,,,,,,,,,,,,,
primera,31/03/02,Vallecano,Betis,0.0,0.0,D,,,,,,,,,,,,,
primera,31/03/02,Villarreal,Ath Bilbao,5.0,0.0,H,,,,,,,,,,,,,
primera,31/03/02,Zaragoza,Valladolid,0.0,0.0,D,,,,,,,,,,,,,
primera,06/04/02,Ath Bilbao,Barcelona,0.0,1.0,A,,,,,,,,,,,,,
primera,06/04/02,La Coruna,Mallorca,4.0,0.0,H,,,,,,,,,,,,,
primera,06/04/02,Las Palmas,Zaragoza,0.0,0.0,D,,,,,,,,,,,,,
primera,06/04/02,Real Madrid,Vallecano,2.0,0.0,H,,,,,,,,,,,,,
primera,07/04/02,Alaves,Villarreal,1.0,1.0,D,,,,,,,,,,,,,
primera,07/04/02,Betis,Osasuna,0.0,0.0,D,,,,,,,,,,,,,
primera,07/04/02,Espanol,Celta,1.0,0.0,H,,,,,,,,,,,,,
primera,07/04/02,Malaga,Tenerife,0.0,0.0,D,,,,,,,,,,,,,
primera,07/04/02,Valencia,Sociedad,2.0,0.0,H,,,,,,,,,,,,,
primera,07/04/02,Valladolid,Sevilla,1.0,1.0,D,,,,,,,,,,,,,
primera,13/04/02,Mallorca,Valencia,1.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,Barcelona,Alaves,1.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,La Coruna,Espanol,3.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,Osasuna,Real Madrid,2.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,Sociedad,Malaga,1.0,1.0,D,,,,,,,,,,,,,
primera,14/04/02,Vallecano,Valladolid,1.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,Sevilla,Las Palmas,1.0,0.0,H,,,,,,,,,,,,,
primera,14/04/02,Tenerife,Betis,0.0,1.0,A,,,,,,,,,,,,,
primera,14/04/02,Villarreal,Celta,0.0,0.0,D,,,,,,,,,,,,,
primera,14/04/02,Zaragoza,Ath Bilbao,1.0,1.0,D,,,,,,,,,,,,,
primera,20/04/02,Celta,Barcelona,1.0,0.0,H,,,,,,,,,,,,,
