date,home,away,venue,attendance,home_possiosson,away_possiosson,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_blocked,away_blocked,home_passing_percent,away_passing_percent,home_clear_cut_chances,away_clear_cut_chances,home_corners,away_corners,home_offsides,away_offsides,home_tackles_percent,away_tackles_percent,home_aerial_duels,away_aerial_duels,home_saves,away_saves,home_fouls_committed,away_fouls_committed,home_fouls_won,away_fouls_won,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
Saturday 9th March,Atletico Madrid,Leganes,Wanda Metropolitano,58174.0,44.6,55.4,13,3,4,2,5,1,4,0,77.4,82.8,0,0,4,4,0,0,57.9,66.7,58.8,41.2,2,3,9,7,7,9,2,2,0,0
Saturday 9th March,Barcelona,Rayo Vallecano,Camp Nou,74158.0,68.9,31.1,12,8,6,1,4,3,2,4,89.9,78.9,4,1,10,4,5,2,73.9,60.9,38.5,61.5,0,3,12,17,15,12,1,2,0,0
Saturday 9th March,Getafe,SD Huesca,Coliseum Alfonso Perez,10683.0,56.8,43.2,13,7,5,1,7,1,1,5,67.0,58.8,0,1,13,1,4,3,64.3,52.2,51.7,48.3,0,3,14,17,16,14,0,4,0,0
Friday 8th March,Athletic Bilbao,Espanyol,San Mames,38779.0,65.2,34.8,15,5,6,2,8,2,1,1,82.4,70.4,0,2,7,0,3,2,52.6,81.8,56.9,43.1,1,5,13,20,19,13,3,5,0,0
Monday 4th March,Leganes,Levante,Butarque,9422.0,39.1,60.9,14,15,3,4,8,8,3,3,71.0,80.9,3,4,2,2,0,3,61.9,80.0,64.7,35.3,4,2,15,10,8,15,6,4,0,0
Sunday 3rd March,Eibar,Celta Vigo,Estadio Municipal de Ipura,4736.0,62.8,37.2,15,3,4,1,5,1,6,1,76.3,63.8,0,1,7,0,5,3,61.5,58.8,45.1,54.9,1,3,14,16,14,13,1,1,0,0
Sunday 3rd March,Real Betis,Getafe,Benito Villamarin,46211.0,64.7,35.3,6,11,2,5,4,2,0,4,81.3,65.8,1,2,4,4,4,2,66.7,83.3,49.0,51.0,3,1,14,14,13,14,2,2,0,0
Sunday 3rd March,Real Sociedad,Atletico Madrid,Anoeta,25955.0,61.4,38.6,19,8,3,3,11,4,5,1,87.6,77.5,0,3,7,4,0,0,50.0,40.9,57.1,42.9,1,3,12,17,17,11,1,2,0,1
Sunday 3rd March,Valencia,Athletic Bilbao,Mestalla,39119.0,50.4,49.6,11,4,3,1,6,2,2,1,83.8,84.1,1,1,6,2,1,0,75.0,70.0,34.4,65.6,1,1,12,13,13,12,0,3,0,0
Saturday 2nd March,Espanyol,Real Valladolid,Cornella - El Prat,20059.0,53.7,46.3,15,14,6,3,7,8,2,3,80.6,74.4,5,1,5,3,3,1,40.0,63.6,62.5,37.5,2,3,17,8,7,16,2,2,0,0
Saturday 2nd March,Villarreal,Alaves,Estadio de la Ceramica,15552.0,59.8,40.2,9,10,2,2,4,6,3,2,80.3,69.9,1,2,8,2,5,3,84.2,58.8,54.0,46.0,0,2,15,12,11,13,2,3,0,0
Saturday 2nd March,SD Huesca,Sevilla,El Alcoraz,6834.0,28.5,71.5,7,12,3,5,3,4,1,3,53.7,80.8,1,1,3,12,1,4,71.4,71.4,48.9,51.1,1,1,15,16,15,14,5,4,0,0
Saturday 2nd March,Real Madrid,Barcelona,Santiago Bernabeu,78819.0,48.7,51.3,17,9,3,4,7,5,7,0,85.4,84.2,0,1,8,6,2,2,52.6,66.7,50.0,50.0,3,3,16,13,10,16,3,2,0,0
Friday 1st March,Rayo Vallecano,Girona,Campo de Futbol de Vallecas,11714.0,54.4,45.6,9,12,3,4,4,5,2,3,79.7,78.5,1,2,7,1,1,2,75.0,50.0,55.8,44.2,2,3,17,23,21,16,3,4,1,0
Monday 25th February,Girona,Real Sociedad,Municipal de Montilivi,10026.0,45.9,54.1,10,7,3,1,4,4,3,2,77.4,81.3,2,0,3,5,1,4,64.7,81.8,49.0,51.0,1,3,26,15,15,25,4,1,0,0
Sunday 24th February,Leganes,Valencia,Butarque,10970.0,49.6,50.4,17,6,6,1,8,5,3,0,81.2,78.4,0,1,4,2,0,0,50.0,77.8,63.8,36.2,0,5,14,10,10,14,5,3,0,0
Sunday 24th February,Atletico Madrid,Villarreal,Wanda Metropolitano,58832.0,51.1,48.9,15,14,7,3,5,6,3,5,87.2,85.7,3,2,6,7,3,0,46.2,66.7,50.0,50.0,3,5,9,10,10,9,0,3,0,0
Sunday 24th February,Real Valladolid,Real Betis,Jose Zorrilla,19931.0,48.3,51.7,10,6,2,2,5,3,3,1,83.1,84.2,1,0,13,4,5,1,72.2,41.7,26.1,73.9,1,2,10,9,9,9,1,2,0,0
Sunday 24th February,Levante,Real Madrid,Ciutat de Valencia,22067.0,39.5,60.5,11,19,2,5,7,6,2,8,76.0,84.8,2,1,4,6,2,0,53.8,76.9,31.8,68.2,3,1,17,11,11,15,3,1,1,1
Saturday 23rd February,Getafe,Rayo Vallecano,Coliseum Alfonso Perez,11019.0,42.1,57.9,11,7,2,2,7,4,2,1,67.5,79.8,1,1,2,2,3,3,68.4,60.0,56.8,43.2,1,0,12,13,11,12,2,1,0,0
Saturday 23rd February,Sevilla,Barcelona,Ramon Sanchez Pizjuan,40761.0,39.6,60.4,13,17,4,8,3,2,6,7,77.6,85.6,3,2,3,8,4,3,75.0,40.0,38.2,61.8,4,2,15,11,9,15,6,1,0,0
Saturday 23rd February,Alaves,Celta Vigo,Mendizorroza,15021.0,47.4,52.6,17,8,4,2,10,1,3,5,77.7,80.4,0,0,3,4,3,3,57.9,66.7,41.3,58.7,2,4,15,9,8,15,2,2,0,0
Saturday 23rd February,Athletic Bilbao,Eibar,San Mames,43514.0,45.5,54.5,9,7,4,2,5,3,0,2,61.7,68.7,3,1,10,2,5,1,60.0,83.3,58.7,41.3,2,3,10,17,15,9,3,4,0,0
Friday 22nd February,Espanyol,SD Huesca,Cornella - El Prat,19554.0,68.4,31.6,13,12,2,4,7,6,4,2,83.3,70.8,1,1,7,4,5,5,52.6,86.7,48.6,51.4,3,2,9,16,16,9,1,4,0,0
Monday 18th February,SD Huesca,Athletic Bilbao,El Alcoraz,6729.0,50.1,49.9,12,9,2,4,6,3,4,2,72.8,72.2,2,1,3,5,2,2,75.0,53.8,47.0,53.0,3,3,16,11,11,15,5,1,0,0
Sunday 17th February,Real Madrid,Girona,Santiago Bernabeu,68170.0,57.2,42.8,19,14,7,6,7,7,5,1,84.4,80.6,4,2,7,0,5,3,66.7,40.0,60.0,40.0,4,6,13,18,16,11,1,2,1,0
Sunday 17th February,Valencia,Espanyol,Mestalla,39656.0,51.2,48.8,21,7,1,1,15,4,5,2,80.6,81.4,1,0,10,2,2,1,63.2,50.0,57.4,42.6,1,1,12,10,10,12,2,2,0,1
Sunday 17th February,Villarreal,Sevilla,Estadio de la Ceramica,17402.0,42.7,57.3,12,21,6,5,3,9,3,7,77.6,83.6,4,4,6,4,3,3,52.4,47.1,42.2,57.8,5,3,7,12,12,5,4,1,0,0
Sunday 17th February,Real Betis,Alaves,Benito Villamarin,43036.0,66.0,34.0,18,6,9,3,4,1,5,2,88.8,74.2,4,2,6,3,0,1,61.5,25.0,64.0,36.0,2,7,10,12,12,9,4,1,0,0
Saturday 16th February,Celta Vigo,Levante,Balaidos,15755.0,57.3,42.7,14,14,7,8,4,3,3,3,82.5,80.9,1,7,5,7,3,1,64.7,61.5,43.8,56.3,4,6,12,17,17,12,1,1,1,0
Saturday 16th February,Rayo Vallecano,Atletico Madrid,Campo de Futbol de Vallecas,13691.0,49.5,50.5,12,4,6,3,5,1,1,0,75.2,72.9,2,0,4,6,0,2,58.3,60.0,38.2,61.8,2,6,10,14,14,10,0,1,0,0
Saturday 16th February,Real Sociedad,Leganes,Anoeta,22940.0,61.8,38.2,15,8,6,3,8,5,1,0,83.3,72.4,2,1,4,1,2,1,64.7,58.8,42.9,57.1,3,3,10,16,15,8,4,2,0,0
Saturday 16th February,Barcelona,Real Valladolid,Camp Nou,67435.0,61.1,38.9,20,10,8,0,7,6,5,4,90.2,79.6,6,0,3,5,3,2,61.1,54.8,54.5,45.5,0,7,12,18,18,9,1,3,0,0
Friday 15th February,Eibar,Getafe,Estadio Municipal de Ipura,4449.0,58.9,41.1,11,7,6,4,4,2,1,1,59.7,50.2,0,1,3,3,3,6,70.6,48.0,52.9,47.1,2,4,12,12,9,11,2,2,0,0
Monday 11th February,Alaves,Levante,Mendizorroza,10394.0,47.4,52.6,16,8,4,0,9,3,3,5,70.2,65.7,1,0,3,10,1,0,75.0,50.0,66.7,33.3,0,2,14,18,18,14,3,2,0,0
Sunday 10th February,Leganes,Real Betis,Butarque,10939.0,32.0,68.0,16,3,4,1,10,1,2,1,78.0,85.9,3,0,4,4,3,0,56.5,50.0,52.6,47.4,1,1,22,11,10,21,4,2,0,1
Sunday 10th February,Valencia,Real Sociedad,Mestalla,39011.0,41.4,58.6,10,8,4,1,4,2,2,5,76.6,85.7,2,0,7,5,2,0,83.3,52.9,54.5,45.5,1,4,11,18,18,10,2,4,0,0
Sunday 10th February,Sevilla,Eibar,Ramon Sanchez Pizjuan,36457.0,58.5,41.5,13,8,4,4,7,2,2,2,76.7,66.4,3,1,9,7,3,3,57.1,64.7,56.9,43.1,2,2,11,7,7,11,3,1,1,0
Sunday 10th February,Athletic Bilbao,Barcelona,San Mames,47629.0,33.2,66.8,13,10,5,2,4,4,4,4,77.8,87.9,2,1,6,4,2,3,64.3,57.1,56.3,43.8,2,5,23,10,9,21,2,2,1,0
Saturday 9th February,Getafe,Celta Vigo,Coliseum Alfonso Perez,9833.0,48.9,51.1,12,13,6,3,4,6,2,4,70.4,74.2,2,1,4,3,3,4,68.8,44.4,51.1,48.9,2,3,16,13,13,14,3,1,0,1
Saturday 9th February,Atletico Madrid,Real Madrid,Wanda Metropolitano,67804.0,34.2,65.8,11,11,2,4,9,5,0,2,72.8,84.2,1,1,3,4,4,0,45.2,73.3,35.7,64.3,1,1,21,16,16,20,5,3,1,0
Saturday 9th February,Espanyol,Rayo Vallecano,Cornella - El Prat,21311.0,60.6,39.4,16,9,5,3,9,3,2,3,83.9,75.0,2,0,6,2,5,1,50.0,62.5,47.1,52.9,2,3,11,19,19,11,0,2,0,0
Saturday 9th February,Girona,SD Huesca,Municipal de Montilivi,10511.0,66.3,33.7,13,6,7,6,5,0,1,0,80.9,66.9,1,1,14,2,2,2,92.3,58.3,47.3,52.7,4,7,9,18,16,8,1,1,1,0
Friday 8th February,Real Valladolid,Villarreal,Jose Zorrilla,16864.0,48.9,51.1,8,7,3,3,5,4,0,0,76.7,77.7,1,2,8,3,0,3,46.7,36.4,35.5,64.5,3,3,13,18,18,12,3,2,0,0
Monday 4th February,Rayo Vallecano,Leganes,Campo de Futbol de Vallecas,11435.0,61.6,38.4,15,13,6,4,5,8,4,1,83.1,62.7,2,1,5,6,2,0,71.4,61.1,32.6,67.4,2,5,19,10,10,19,6,4,0,1
Sunday 3rd February,Villarreal,Espanyol,Estadio de la Ceramica,15476.0,41.9,58.1,14,17,5,2,7,6,2,9,74.0,78.8,2,2,3,2,2,1,68.2,66.7,52.8,47.2,1,3,22,16,14,22,4,5,0,0
Sunday 3rd February,Real Betis,Atletico Madrid,Benito Villamarin,50864.0,55.3,44.7,7,13,3,1,2,9,2,3,88.3,81.7,0,0,1,7,2,2,42.9,67.9,35.7,64.3,1,2,7,21,18,7,4,3,0,0
Sunday 3rd February,Eibar,Girona,Estadio Municipal de Ipura,4419.0,56.4,43.6,17,6,5,2,7,3,5,1,68.4,60.8,0,0,8,5,2,3,72.7,44.4,52.6,47.4,2,2,12,9,8,12,2,1,0,0
Sunday 3rd February,Real Madrid,Alaves,Santiago Bernabeu,53132.0,71.4,28.6,22,8,8,1,8,5,6,2,89.6,72.3,4,1,7,2,3,3,84.2,63.6,42.3,57.7,1,5,10,12,12,9,0,3,0,0
Saturday 2nd February,Levante,Getafe,Ciutat de Valencia,18437.0,57.8,42.2,8,9,4,2,4,5,0,2,70.7,59.9,0,0,6,5,2,5,75.0,58.8,60.4,39.6,2,4,7,15,13,6,4,3,0,0
Saturday 2nd February,Real Sociedad,Athletic Bilbao,Anoeta,27073.0,46.1,53.9,6,8,2,5,1,2,3,1,71.5,72.7,2,1,3,3,2,1,58.3,61.1,45.0,55.0,4,0,17,13,12,16,1,1,0,0
Saturday 2nd February,Barcelona,Valencia,Camp Nou,76789.0,68.7,31.3,20,14,8,8,8,4,4,2,90.6,77.1,1,4,9,1,2,0,90.0,71.4,50.0,50.0,5,7,8,5,5,8,3,0,0,0
Saturday 2nd February,Celta Vigo,Sevilla,Balaidos,17503.0,44.1,55.9,10,13,4,2,4,6,2,5,81.4,81.9,0,1,4,9,3,3,56.3,80.0,59.5,40.5,2,3,13,12,12,12,4,4,0,0
Friday 1st February,SD Huesca,Real Valladolid,El Alcoraz,6052.0,43.3,56.7,11,9,7,4,2,4,2,1,71.2,78.3,4,1,7,7,1,5,71.4,63.2,69.4,30.6,4,3,17,11,10,16,5,2,0,0
Monday 28th January,Alaves,Rayo Vallecano,Mendizorroza,10400.0,51.8,48.2,16,14,1,3,10,6,5,5,75.3,74.5,1,1,7,4,1,1,50.0,53.3,63.4,36.6,2,1,14,19,19,14,2,5,0,0
Sunday 27th January,Real Valladolid,Celta Vigo,Jose Zorrilla,18495.0,44.2,55.8,19,9,7,3,11,6,1,0,70.2,75.8,3,1,7,5,4,1,77.8,66.7,48.9,51.1,2,5,15,19,19,14,2,3,0,1
Sunday 27th January,Girona,Barcelona,Municipal de Montilivi,13649.0,36.5,63.5,13,15,5,7,5,4,3,4,78.7,86.0,1,5,3,8,0,2,52.6,45.5,35.0,65.0,4,4,18,12,12,18,3,3,1,0
Sunday 27th January,Athletic Bilbao,Real Betis,San Mames,40390.0,38.0,62.0,11,8,2,2,6,4,3,2,76.4,85.4,1,0,6,4,1,3,38.1,62.5,51.7,48.3,2,1,20,6,6,20,4,2,1,0
Sunday 27th January,Real Sociedad,SD Huesca,Anoeta,21147.0,68.3,31.7,8,8,1,1,5,6,2,1,85.3,64.2,0,1,5,2,4,2,36.4,52.6,52.3,47.7,1,1,9,22,22,9,0,3,0,0
Sunday 27th January,Espanyol,Real Madrid,Cornella - El Prat,20910.0,36.5,63.5,13,16,6,9,4,6,3,1,80.7,86.1,1,3,1,6,2,0,55.0,86.7,41.2,58.8,5,3,15,17,17,13,3,4,0,1
Saturday 26th January,Sevilla,Levante,Ramon Sanchez Pizjuan,34500.0,54.3,45.7,23,6,9,0,11,4,3,2,82.4,76.5,5,0,5,8,1,2,47.1,59.1,37.0,63.0,0,4,15,13,13,14,2,1,0,0
Saturday 26th January,Atletico Madrid,Getafe,Wanda Metropolitano,55571.0,66.6,33.4,10,6,6,2,4,1,0,3,83.1,65.7,2,0,3,6,3,1,57.9,60.0,62.1,37.9,2,4,11,26,23,10,2,3,0,2
Saturday 26th January,Leganes,Eibar,Butarque,8902.0,54.4,45.6,9,5,3,2,5,2,1,1,64.3,60.1,0,1,4,5,1,2,69.2,61.1,53.7,46.3,0,1,16,14,12,13,2,3,0,0
Saturday 26th January,Valencia,Villarreal,Mestalla,37827.0,45.4,54.6,18,14,9,5,5,2,4,7,81.3,81.9,2,1,7,4,2,3,66.7,64.7,64.7,35.3,5,6,13,8,7,12,1,3,0,0
Monday 21st January,Eibar,Espanyol,Estadio Municipal de Ipura,3652.0,55.1,44.9,16,6,9,0,5,4,2,2,75.6,68.2,3,1,6,2,6,6,60.0,70.6,40.4,59.6,0,6,16,10,10,15,2,5,0,0
Sunday 20th January,Real Betis,Girona,Benito Villamarin,46917.0,59.2,40.8,12,8,5,5,4,2,3,1,84.1,74.4,0,2,7,2,1,3,72.0,60.0,45.5,54.5,3,2,8,12,12,8,2,3,0,0
Sunday 20th January,Villarreal,Athletic Bilbao,Estadio de la Ceramica,16910.0,50.5,49.5,3,9,1,2,1,5,1,2,72.1,72.8,2,1,1,3,3,1,76.5,72.2,49.1,50.9,2,0,17,13,13,17,4,1,0,0
Sunday 20th January,Levante,Real Valladolid,Ciutat de Valencia,18659.0,48.8,51.2,13,12,4,3,6,7,3,2,77.6,73.6,1,3,3,2,2,2,66.7,61.5,43.8,56.3,3,2,12,18,17,12,6,5,0,0
Sunday 20th January,Rayo Vallecano,Real Sociedad,Campo de Futbol de Vallecas,12522.0,35.5,64.5,11,10,4,4,5,6,2,0,74.6,81.8,1,2,2,9,1,1,70.8,72.7,45.8,54.2,2,2,14,10,10,14,2,1,0,0
Sunday 20th January,Barcelona,Leganes,Camp Nou,50670.0,72.2,27.8,15,5,7,2,7,1,1,2,88.0,67.4,1,1,5,1,0,1,61.5,59.1,50.0,50.0,1,4,12,18,18,11,3,3,0,0
Saturday 19th January,Real Madrid,Sevilla,Santiago Bernabeu,68507.0,69.0,31.0,23,4,6,1,9,1,8,2,85.0,69.7,1,1,7,4,2,1,60.0,41.2,54.8,45.2,1,4,9,14,14,9,2,3,0,0
Saturday 19th January,SD Huesca,Atletico Madrid,El Alcoraz,7107.0,50.9,49.1,14,15,3,8,7,3,4,4,71.5,71.7,1,2,6,5,0,3,57.1,45.0,47.1,52.9,5,3,15,13,10,13,2,2,0,0
Saturday 19th January,Celta Vigo,Valencia,Balaidos,15760.0,56.9,43.1,12,13,4,8,4,3,4,2,83.9,78.9,1,1,4,6,2,1,64.3,50.0,55.3,44.7,6,3,18,12,11,15,4,3,0,0
Friday 18th January,Getafe,Alaves,Coliseum Alfonso Perez,8748.0,43.8,56.2,16,7,8,0,5,5,3,2,63.2,68.1,1,0,4,2,1,1,45.0,62.5,35.6,64.4,0,4,17,18,18,17,0,4,0,0
Monday 14th January,Real Sociedad,Espanyol,Anoeta,17266.0,39.4,60.6,9,21,4,2,4,8,1,11,76.3,84.7,1,4,7,3,2,3,70.0,76.0,45.2,54.8,1,1,16,12,11,16,5,4,1,0
Sunday 13th January,Atletico Madrid,Levante,Wanda Metropolitano,55959.0,58.6,41.4,19,7,5,2,10,1,4,4,78.8,70.8,1,1,5,2,3,0,72.4,66.7,65.4,34.6,2,4,9,17,16,9,0,3,0,0
Sunday 13th January,Athletic Bilbao,Sevilla,San Mames,41479.0,43.1,56.9,10,10,3,4,4,3,3,3,76.8,79.9,1,1,7,6,3,3,50.0,88.2,71.9,28.1,4,1,14,14,14,14,4,3,0,0
Sunday 13th January,Barcelona,Eibar,Camp Nou,71039.0,58.5,41.5,7,15,6,2,1,9,0,4,85.9,81.0,3,0,2,3,8,3,65.0,57.9,54.8,45.2,2,3,10,12,12,10,2,1,0,0
Sunday 13th January,Real Betis,Real Madrid,Benito Villamarin,52992.0,73.5,26.5,9,14,2,5,5,3,2,6,91.2,81.7,1,0,6,5,3,4,73.7,44.0,47.1,52.9,3,1,9,13,12,9,2,3,0,0
Saturday 12th January,Leganes,SD Huesca,Butarque,9670.0,49.6,50.4,14,9,7,3,5,4,2,2,73.6,74.3,3,0,4,4,3,1,82.4,58.3,48.0,52.0,2,6,11,9,9,11,3,3,0,0
Saturday 12th January,Valencia,Real Valladolid,Mestalla,37024.0,62.9,37.1,17,6,5,1,9,2,3,3,83.1,65.7,3,0,7,0,2,1,81.3,72.2,56.0,44.0,0,4,15,18,18,15,2,5,0,0
Saturday 12th January,Girona,Alaves,Municipal de Montilivi,10185.0,55.5,44.5,9,15,4,4,5,8,0,3,78.1,72.9,0,1,6,3,2,3,53.8,64.7,61.7,38.3,2,3,21,14,13,20,4,2,0,0
Saturday 12th January,Villarreal,Getafe,Estadio de la Ceramica,13685.0,58.3,41.7,17,9,7,4,6,3,4,2,72.8,61.6,3,1,6,1,1,3,40.0,50.0,53.8,46.2,2,7,14,13,12,14,4,3,0,0
Friday 11th January,Rayo Vallecano,Celta Vigo,Campo de Futbol de Vallecas,11378.0,38.9,61.1,11,13,8,4,1,4,2,5,71.2,81.0,2,0,7,5,4,2,50.0,55.6,50.0,50.0,2,4,12,8,7,11,4,1,0,0
Monday 7th January,Celta Vigo,Athletic Bilbao,Balaidos,13266.0,66.4,33.6,17,8,3,4,9,3,5,1,86.5,70.9,2,4,3,2,1,2,44.4,78.6,46.7,53.3,2,2,16,21,21,16,2,5,0,0
Sunday 6th January,Eibar,Villarreal,Estadio Municipal de Ipura,4141.0,54.7,45.3,24,7,6,4,10,3,8,0,71.8,65.2,2,2,13,1,2,4,52.6,76.0,52.6,47.4,4,5,12,15,14,12,0,2,0,0
Sunday 6th January,Sevilla,Atletico Madrid,Ramon Sanchez Pizjuan,38603.0,55.3,44.7,15,12,5,7,6,3,4,2,82.0,77.4,2,1,4,5,1,2,72.7,61.1,48.7,51.3,6,4,15,11,11,15,5,7,0,0
Sunday 6th January,Real Madrid,Real Sociedad,Santiago Bernabeu,53412.0,58.9,41.1,28,12,8,4,8,5,12,3,87.8,81.9,2,3,10,4,1,2,61.1,83.3,55.6,44.4,2,8,13,13,12,13,3,1,1,0
Sunday 6th January,Getafe,Barcelona,Coliseum Alfonso Perez,14721.0,23.8,76.2,10,12,2,8,6,4,2,0,67.9,89.6,1,3,4,4,3,2,56.3,66.7,28.6,71.4,6,1,23,12,10,21,4,3,0,0
Saturday 5th January,Real Valladolid,Rayo Vallecano,Jose Zorrilla,17261.0,58.7,41.3,12,9,5,5,5,2,2,2,80.0,76.0,1,2,9,6,2,0,58.6,77.3,44.4,55.6,4,5,16,23,21,16,0,3,0,0
Saturday 5th January,Alaves,Valencia,Mendizorroza,18304.0,44.8,55.2,14,14,5,2,6,8,3,4,70.2,76.6,3,1,2,6,1,1,81.8,57.1,56.4,43.6,1,3,10,13,13,9,3,3,0,0
Saturday 5th January,SD Huesca,Real Betis,El Alcoraz,6135.0,33.2,66.8,11,7,6,1,4,1,1,5,73.1,86.1,2,0,4,6,4,1,57.7,66.7,45.5,54.5,0,4,21,7,7,21,3,2,0,0
Friday 4th January,Levante,Girona,Ciutat de Valencia,19415.0,55.9,44.1,19,9,8,2,5,6,6,1,77.9,72.4,3,2,8,2,2,3,54.5,50.0,32.4,67.6,0,6,18,16,15,16,3,1,1,0
Friday 4th January,Espanyol,Leganes,Cornella - El Prat,15085.0,51.6,48.4,12,10,1,2,8,5,3,3,80.8,79.6,1,0,3,6,0,1,71.4,50.0,47.9,52.1,2,0,10,17,15,9,2,3,0,1
Thursday 3rd January,Villarreal,Real Madrid,Estadio de la Ceramica,19903.0,46.2,53.8,12,14,4,7,3,2,5,5,87.4,88.6,1,1,6,4,3,3,88.9,64.3,61.1,38.9,5,2,12,13,12,12,2,2,0,0
Sunday 23rd December,Valencia,SD Huesca,Mestalla,36726.0,48.5,51.5,19,11,8,4,6,4,5,3,75.6,80.7,6,2,13,5,3,2,71.4,52.0,51.3,48.7,3,7,14,15,15,14,7,4,0,0
Sunday 23rd December,Leganes,Sevilla,Butarque,11321.0,47.1,52.9,13,8,4,2,7,3,2,3,75.6,74.2,1,1,3,6,2,2,47.4,84.6,63.0,37.0,1,3,14,9,9,13,3,3,0,1
Sunday 23rd December,Rayo Vallecano,Levante,Campo de Futbol de Vallecas,11073.0,41.3,58.7,18,12,8,7,6,2,4,3,76.0,74.9,0,1,3,5,0,7,55.0,44.4,42.3,57.7,6,7,13,10,10,13,2,2,0,0
Saturday 22nd December,Real Betis,Eibar,Benito Villamarin,48524.0,57.4,42.6,4,15,2,4,2,8,0,3,86.1,77.7,2,2,4,11,3,0,57.1,85.7,50.0,50.0,3,1,11,13,13,10,2,4,0,0
Saturday 22nd December,Atletico Madrid,Espanyol,Wanda Metropolitano,57637.0,37.4,62.6,8,18,5,4,2,8,1,6,73.4,82.7,0,0,5,9,3,1,64.3,52.4,48.3,51.7,4,4,16,13,13,15,1,1,0,0
Saturday 22nd December,Barcelona,Celta Vigo,Camp Nou,77154.0,51.5,48.5,9,11,5,1,3,6,1,4,86.5,85.8,2,0,4,6,5,0,40.0,54.5,63.6,36.4,1,2,14,15,15,13,0,1,0,0
Saturday 22nd December,Athletic Bilbao,Real Valladolid,San Mames,42880.0,43.0,57.0,8,5,3,2,2,3,3,0,74.2,80.5,0,1,3,1,1,5,53.8,84.2,54.2,45.8,1,2,25,12,9,21,3,2,0,0
Friday 21st December,Girona,Getafe,Municipal de Montilivi,8258.0,66.0,34.0,12,5,4,2,4,2,4,1,80.2,60.9,2,1,4,1,2,2,53.8,78.9,51.2,48.8,1,3,9,13,13,9,1,2,0,0
Friday 21st December,Real Sociedad,Alaves,Anoeta,22377.0,68.0,32.0,18,9,4,3,9,4,5,2,83.9,66.4,1,1,10,1,2,3,58.8,69.2,57.4,42.6,2,4,14,11,11,11,2,4,0,0
Monday 17th December,Alaves,Athletic Bilbao,Mendizorroza,19349.0,45.9,54.1,11,6,2,3,7,3,2,0,66.9,68.2,0,0,5,3,2,3,53.8,64.3,40.3,59.7,3,2,16,13,13,16,2,2,0,0
Sunday 16th December,Sevilla,Girona,Ramon Sanchez Pizjuan,33542.0,50.1,49.9,18,7,5,2,12,3,1,2,78.3,80.2,3,1,5,3,1,0,76.5,75.0,40.5,59.5,2,3,18,12,10,17,2,1,0,0
Sunday 16th December,Espanyol,Real Betis,Cornella - El Prat,20275.0,33.1,66.9,10,12,3,5,6,5,1,2,77.2,86.9,0,1,0,4,4,1,69.2,90.0,50.0,50.0,3,2,23,10,9,22,3,4,0,0
Sunday 16th December,SD Huesca,Villarreal,El Alcoraz,6455.0,55.4,44.6,29,10,12,6,7,2,10,2,78.2,71.3,1,1,13,2,1,1,68.4,66.7,46.5,53.5,4,10,12,11,11,12,4,3,0,1
Sunday 16th December,Levante,Barcelona,Ciutat de Valencia,23736.0,43.1,56.9,20,16,6,9,7,6,7,1,82.8,88.2,0,7,15,3,2,4,62.5,50.0,18.8,81.3,4,6,12,9,9,11,2,3,1,0
Saturday 15th December,Getafe,Real Sociedad,Coliseum Alfonso Perez,9018.0,28.9,71.1,9,9,2,4,7,4,0,1,54.7,82.4,0,1,2,3,2,6,46.7,60.0,35.4,64.6,4,1,24,14,14,22,3,4,0,0
Saturday 15th December,Real Valladolid,Atletico Madrid,Jose Zorrilla,22585.0,55.9,44.1,8,14,2,5,5,5,1,4,79.8,78.5,1,1,9,3,0,4,56.5,83.3,25.0,75.0,2,2,16,13,13,14,4,1,0,0
Saturday 15th December,Real Madrid,Rayo Vallecano,Santiago Bernabeu,55229.0,69.1,30.9,9,11,4,3,3,6,2,2,91.1,79.0,2,0,4,4,6,2,66.7,76.2,33.3,66.7,3,3,15,18,18,14,0,3,0,0
Saturday 15th December,Eibar,Valencia,Estadio Municipal de Ipura,4491.0,55.8,44.2,18,11,6,4,8,5,4,2,74.3,68.8,0,3,4,2,5,3,77.8,78.6,48.3,51.7,3,5,11,15,12,10,0,1,0,0
Friday 14th December,Celta Vigo,Leganes,Balaidos,15134.0,80.5,19.5,15,5,2,2,6,3,7,0,90.8,60.0,0,3,10,0,0,3,62.5,68.8,48.6,51.4,2,2,11,11,11,11,3,3,0,0
Monday 10th December,Athletic Bilbao,Girona,San Mames,34060.0,51.0,49.0,25,3,10,1,6,2,9,0,78.6,78.8,0,0,11,0,3,0,72.2,58.3,57.6,42.4,1,9,17,15,14,16,3,1,0,0
Sunday 9th December,Eibar,Levante,Estadio Municipal de Ipura,5328.0,59.7,40.3,32,14,7,4,17,5,8,5,78.6,71.7,4,4,12,3,0,3,68.4,25.0,63.6,36.4,1,3,11,7,7,11,2,2,0,0
Sunday 9th December,SD Huesca,Real Madrid,El Alcoraz,7341.0,45.7,54.3,11,5,4,4,5,0,2,1,76.1,81.8,1,1,11,6,4,3,57.9,46.7,36.8,63.2,3,3,12,10,9,11,2,2,0,0
